OBJECTID,HUC_8,HUC_12,HU_8_NAME,HU_10_NAME,HU_12_NAME,county_10,countylsad,city_10,citylsda,,blank
58531,,102400000000,,Town of Kirkman-West Nishnabotna River,Town of Kirkman-West Nishnabotna River,,,,,,
58532,,102400000000,,Town of Viola Center-East Nishnabotna River,Town of Viola Center-East Nishnabotna River,,,,,,
58534,,102400000000,,Lower West Fork West Nishnabotna River,Lower West Fork West Nishnabotna River,,,,,,
58535,,102400000000,,Long Branch,Long Branch,,,,,,
58537,,102400000000,,Headwaters East Branch West Nishnabotna River,Headwaters East Branch West Nishnabotna River,,,,,,
58540,,102400000000,,City of Manning-West Nishnabotna River,City of Manning-West Nishnabotna River,,,,,,
58541,,102400000000,,Headwaters East Nishnabotna River,Headwaters East Nishnabotna River,,,,,,
58542,,102400000000,,Willow Creek,Willow Creek,,,,,,
58543,,102400000000,,Elk Creek,Elk Creek,,,,,,
58545,,102400000000,,Middle West Fork West Nishnabotna River,Middle West Fork West Nishnabotna River,,,,,,
58549,,102400000000,,Upper West Fork West Nishnabotna River,Upper West Fork West Nishnabotna River,,,,,,
58550,,102400000000,,Headwaters West Nishnabotna River,Headwaters West Nishnabotna River,,,,,,
58559,,102300000000,,Tekamah Creek,Tekamah Creek,,,,,,
58560,,102300000000,,Cameron Ditch,Cameron Ditch,,,,,,
58561,,102300000000,,Combination Ditch,Combination Ditch,,,,,,
58562,,102300000000,,Silver Creek,Silver Creek,,,,,,
58563,,102300000000,,Riverside Ditch,Riverside Ditch,,,,,,
58564,,102300000000,,Elm Creek,Elm Creek,,,,,,
58565,,102300000000,,Outlet South Blackbird Creek,Outlet South Blackbird Creek,,,,,,
58566,,102300000000,,North Blackbird Creek,North Blackbird Creek,,,,,,
58567,,102300000000,,Cow Creek,Cow Creek,,,,,,
58568,,102300000000,,South Omaha Creek-Omaha Creek,South Omaha Creek-Omaha Creek,,,,,,
58569,,102300000000,,Little Papillion Creek,Little Papillion Creek,,,,,,
58570,,102300000000,,Butter Flat Creek-Big Papillion Creek,Butter Flat Creek-Big Papillion Creek,,,,,,
58571,,102300000000,,Long Creek,Long Creek,,,,,,
58575,,102400000000,,Headwaters South Branch Weeping Water Creek,Headwaters South Branch Weeping Water Creek,,,,,,
58576,,102400000000,,North Branch Weeping Water Creek,North Branch Weeping Water Creek,,,,,,
58577,,102400000000,,Cascade Creek-Weeping Water Creek,Cascade Creek-Weeping Water Creek,,,,,,
58578,,102400000000,,South Cedar Creek-Weeping Water Creek,South Cedar Creek-Weeping Water Creek,,,,,,
58579,,102400000000,,Squaw Creek,Squaw Creek,,,,,,
58584,,102300000000,,Headwaters South Blackbird Creek,Headwaters South Blackbird Creek,,,,,,
58585,,102300000000,,New York Creek,New York Creek,,,,,,
58586,,102300000000,,Northwest Branch Papillion Creek,Northwest Branch Papillion Creek,,,,,,
58587,,102300000000,,South Papillion Creek,South Papillion Creek,,,,,,
58588,,102400000000,,Stove Creek-Weeping Water Creek,Stove Creek-Weeping Water Creek,,,,,,
86599,,102400000000,,Buck Creek,Buck Creek,,,,,,
87606,,102400000000,,Middle Fork Wolf River,Middle Fork Wolf River,,,,,,
87609,,102400000000,,Halling Creek-Wolf River,Halling Creek-Wolf River,,,,,,
87611,,102400000000,,North Fork Wolf River-Wolf River,North Fork Wolf River-Wolf River,,,,,,
87614,,102400000000,,Middle Fork Wolf River-Wolf River,Middle Fork Wolf River-Wolf River,,,,,,
87616,,102400000000,,Coon Creek-Wolf River,Coon Creek-Wolf River,,,,,,
87621,,102400000000,,Cedar Creek,Cedar Creek,,,,,,
87622,,102400000000,,Walnut Creek-Missouri River,Walnut Creek-Missouri River,,,,,,
87623,,102400000000,,City of Minorsville-Missouri River,City of Minorsville-Missouri River,,,,,,
87626,,102802000000,,Upper South Fork Chariton River,Upper South Fork Chariton River,,,,,,
87628,,102802000000,,Little Walnut Creek,Little Walnut Creek,,,,,,
87630,,102400000000,,Headwaters Middle Fork One Hundred and Two River,Headwaters Middle Fork One Hundred and Two River,,,,,,
87631,,102400000000,,West Branch One Hundred Two River,West Branch One Hundred Two River,,,,,,
87632,,102801000000,,Jonathon Creek,Jonathon Creek,,,,,,
87633,,102802000000,,Lower South Fork Chariton River,Lower South Fork Chariton River,,,,,,
87634,,102801000000,,Elk Creek,Elk Creek,,,,,,
87635,,102802000000,,Walnut Creek,Walnut Creek,,,,,,
87636,,102802000000,,Jackson Creek,Jackson Creek,,,,,,
87638,,102400000000,,East Tarkio Creek,East Tarkio Creek,,,,,,
87639,,102400000000,,Headwaters West Fork One Hundred Two River,Headwaters West Fork One Hundred Two River,,,,,,
87641,,102802000000,,Hickory Creek-Shoal Creek,Hickory Creek-Shoal Creek,,,,,,
87642,,102801000000,,Weldon Creek-Weldon River,Weldon Creek-Weldon River,,,,,,
87643,,102801000000,,Steel Creek,Steel Creek,,,,,,
87644,,102801000000,,West Elk Creek,West Elk Creek,,,,,,
87645,,102801000000,,Brush Creek-Weldon River,Brush Creek-Weldon River,,,,,,
87646,,102802000000,,Hickory Creek-Chariton River,Hickory Creek-Chariton River,,,,,,
87647,,102801000000,,Brush Creek-Thompson River,Brush Creek-Thompson River,,,,,,
87648,,102400000000,,East Nodaway River,East Nodaway River,,,,,,
87650,,102802000000,,West Jackson Creek,West Jackson Creek,,,,,,
87651,,102400000000,,City of Maloy-Platte River,City of Maloy-Platte River,,,,,,
87652,,102801000000,,Bealls Creek-East Fork Grand River,Bealls Creek-East Fork Grand River,,,,,,
87653,,102801000000,,City of Benton-Grand River,City of Benton-Grand River,,,,,,
87654,,102801000000,,Walnut Creek,Walnut Creek,,,,,,
87655,,102801000000,,South Creek-Lotts Creek,South Creek-Lotts Creek,,,,,,
87658,,102801000000,,Britton Branch-Little River,Britton Branch-Little River,,,,,,
87662,,102400000000,,Turkey Creek-Platte River,Turkey Creek-Platte River,,,,,,
87663,,102400000000,,Upper Honey Creek,Upper Honey Creek,,,,,,
87664,,102801000000,,Headwaters Middle Fork Grand River,Headwaters Middle Fork Grand River,,,,,,
87666,,102400000000,,Ervine Creek-Missouri River,Ervine Creek-Missouri River,,,,,,
87667,,102802000000,,Cooper Creek,Cooper Creek,,,,,,
87668,,102801000000,,Caleb Creek,Caleb Creek,,,,,,
87670,,102801000000,,Kilgore Creek,Kilgore Creek,,,,,,
87672,,102802000000,,Middle South Fork Chariton River,Middle South Fork Chariton River,,,,,,
87674,,102801000000,,Dickerson Branch-Thompson River,Dickerson Branch-Thompson River,,,,,,
87677,,102400000000,,Middle East Fork One Hundred Two River,Middle East Fork One Hundred Two River,,,,,,
87679,,102400000000,,Hawleyville Cemetary-East Nodaway River,Hawleyville Cemetary-East Nodaway River,,,,,,
87680,,102802000000,,Snyder Branch-Chariton River,Snyder Branch-Chariton River,,,,,,
87681,,102400000000,,Horse Creek Ditch-Possum Creek,Horse Creek Ditch-Possum Creek,,,,,,
87685,,102801000000,,McGruder Creek-Little River,McGruder Creek-Little River,,,,,,
87696,,102801000000,,Squaw Creek-Grand River,Squaw Creek-Grand River,,,,,,
87697,,102801000000,,Gooseberry Creek-East Fork Grand River,Gooseberry Creek-East Fork Grand River,,,,,,
87698,,102801000000,,Crooked Creek,Crooked Creek,,,,,,
87703,,102400000000,,Mill Creek,Mill Creek,,,,,,
87704,,102400000000,,Fisher Creek,Fisher Creek,,,,,,
87705,,102400000000,,No Business Creek-West Nodaway River,No Business Creek-West Nodaway River,,,,,,
87706,,102400000000,,Ledgewood Creek-East Nishnabotna River,Ledgewood Creek-East Nishnabotna River,,,,,,
87707,,102400000000,,Upper West Tarkio Creek,Upper West Tarkio Creek,,,,,,
87708,,102400000000,,Snake Creek,Snake Creek,,,,,,
87709,,102400000000,,Main Ditch No 6,Main Ditch No 6,,,,,,
87710,,102400000000,,Spring Branch-West Nishnabotna River,Spring Branch-West Nishnabotna River,,,,,,
87711,,102400000000,,Town of Fremont,Town of Fremont,,,,,,
87712,,102400000000,,Outlet Walnut Creek,Outlet Walnut Creek,,,,,,
87713,,102400000000,,Fourmile Creek-East Nishnabotna River,Fourmile Creek-East Nishnabotna River,,,,,,
87714,,102400000000,,Baker Cemetery-Tarkio River,Baker Cemetery-Tarkio River,,,,,,
87715,,102400000000,,Fourmile Creek,Fourmile Creek,,,,,,
87716,,102400000000,,Wolf Creek-Weeping Water Creek,Wolf Creek-Weeping Water Creek,,,,,,
87717,,102400000000,,Outlet South Branch Weeping Water Creek,Outlet South Branch Weeping Water Creek,,,,,,
87718,,102400000000,,Camp Creek,Camp Creek,,,,,,
87809,,102802000000,,Little Shoal Creek,Little Shoal Creek,,,,,,
87813,,102802000000,,Turkey Creek-Chariton River,Turkey Creek-Chariton River,,,,,,
87823,,102802000000,,Packard Creek-Chariton River,Packard Creek-Chariton River,,,,,,
87825,,102802000000,,Sand Creek-Shoal Creek,Sand Creek-Shoal Creek,,,,,,
87826,,102802000000,,Lake Thunderhead-North Blackbird Creek,Lake Thunderhead-North Blackbird Creek,,,,,,
87827,,102802000000,,North Blackbird Creek,North Blackbird Creek,,,,,,
87828,,102801000000,,East Fork Locust Creek,East Fork Locust Creek,,,,,,
87829,,102400000000,,Nishnabotna River,Nishnabotna River,,,,,,
87830,,102801000000,,Headwaters Locust Creek,Headwaters Locust Creek,,,,,,
87831,,102400000000,,McElroy Creek-High Creek Ditch,McElroy Creek-High Creek Ditch,,,,,,
87832,,102400000000,,High Creek,High Creek,,,,,,
87833,,102801000000,,West Locust Creek,West Locust Creek,,,,,,
87834,,102400000000,,Upper Rock Creek,Upper Rock Creek,,,,,,
87835,,102400000000,,Middle West Tarkio Creek,Middle West Tarkio Creek,,,,,,
87836,,102801000000,,Buckworth Creek-Medicine Creek,Buckworth Creek-Medicine Creek,,,,,,
87837,,102801000000,,Headwaters Medicine Creek,Headwaters Medicine Creek,,,,,,
87838,,102801000000,,Upper Muddy Creek,Upper Muddy Creek,,,,,,
87839,,102801000000,,Lick Branch-Weldon River,Lick Branch-Weldon River,,,,,,
87840,,102801000000,,West Fork Medicine Creek,West Fork Medicine Creek,,,,,,
87841,,102801000000,,Upper Little Medicine Creek,Upper Little Medicine Creek,,,,,,
87842,,102400000000,,Middle Tarkio Creek,Middle Tarkio Creek,,,,,,
87843,,102400000000,,Long Branch-Tarkio River,Long Branch-Tarkio River,,,,,,
87844,,102400000000,,Buck Creek-Tarkio River,Buck Creek-Tarkio River,,,,,,
87845,,102801000000,,Brush Creek-Little River,Brush Creek-Little River,,,,,,
87846,,102400000000,,Lower West Tarkio Creek,Lower West Tarkio Creek,,,,,,
87847,,102400000000,,Headwaters Mill Creek,Headwaters Mill Creek,,,,,,
87848,,102801000000,,Coal Creek-Thompson River,Coal Creek-Thompson River,,,,,,
87849,,102801000000,,Jefferies Creek-Thompson River,Jefferies Creek-Thompson River,,,,,,
87850,,102400000000,,Mill Creek,Mill Creek,,,,,,
87851,,102400000000,,Sink Creek-Nodaway River,Sink Creek-Nodaway River,,,,,,
87852,,102801000000,,Indian Creek,Indian Creek,,,,,,
87853,,102801000000,,Headwaters East Fork Big Creek,Headwaters East Fork Big Creek,,,,,,
87854,,102400000000,,Buchanan Creek,Buchanan Creek,,,,,,
87855,,102400000000,,Clear Creek,Clear Creek,,,,,,
87856,,102400000000,,West Fork One Hundred Two River,West Fork One Hundred Two River,,,,,,
87858,,102801000000,,Shain Creek,Shain Creek,,,,,,
87859,,102801000000,,Upper West Fork Big Creek,Upper West Fork Big Creek,,,,,,
87860,,102400000000,,Middle Fork One Hundred and Two River,Middle Fork One Hundred and Two River,,,,,,
87861,,102400000000,,Lower East Fork One Hundred Two River,Lower East Fork One Hundred Two River,,,,,,
87862,,102801000000,,Wolf Creek,Wolf Creek,,,,,,
87863,,102400000000,,Beard Branch-One Hundred and Two River,Beard Branch-One Hundred and Two River,,,,,,
87864,,102801000000,,Tuckers Creek-Lotts Creek,Tuckers Creek-Lotts Creek,,,,,,
87865,,102400000000,,Norvey Creek,Norvey Creek,,,,,,
87866,,102400000000,,Middle Honey Creek,Middle Honey Creek,,,,,,
87867,,102801000000,,Douglas Cemetary-East Fork Grand River,Douglas Cemetary-East Fork Grand River,,,,,,
87869,,102801000000,,Fletchall Creek-Middle Fork Grand River,Fletchall Creek-Middle Fork Grand River,,,,,,
87870,,102400000000,,Brushy Creek-Platte River,Brushy Creek-Platte River,,,,,,
87871,,102801000000,,Marlowe Creek,Marlowe Creek,,,,,,
87872,,102801000000,,State Line-Grand River,State Line-Grand River,,,,,,
87873,,102400000000,,Platte Branch,Platte Branch,,,,,,
87874,,102400000000,,City of Blockton-Platte River,City of Blockton-Platte River,,,,,,
87875,,102801000000,,Devils Horn-Grand River,Devils Horn-Grand River,,,,,,
87876,,102400000000,,Mc Kissick Island,Mc Kissick Island,,,,,,
87879,,102802000000,,Sandy Creek-Shoal Creek,Sandy Creek-Shoal Creek,,,,,,
87880,,102801000000,,Joes Branch-Middle Fork Grand River,Joes Branch-Middle Fork Grand River,,,,,,
87881,,102801000000,,Headwaters Big Muddy Creek,Headwaters Big Muddy Creek,,,,,,
87882,,102802000000,,Elm Creek,Elm Creek,,,,,,
87883,,102801000000,,Elm Branch,Elm Branch,,,,,,
87884,,102802000000,,Shoal Creek,Shoal Creek,,,,,,
87885,,102400000000,,Squaw Creek-Tarkio River,Squaw Creek-Tarkio River,,,,,,
87886,,102801000000,,Barber Creek,Barber Creek,,,,,,
87889,,102801000000,,Watkins Creek-Locust Creek,Watkins Creek-Locust Creek,,,,,,
87891,,102400000000,,South Fork Clear Creek,South Fork Clear Creek,,,,,,
87892,,102801000000,,Big Branch-Weldon River,Big Branch-Weldon River,,,,,,
87893,,102801000000,,X Branch-Grand River,X Branch-Grand River,,,,,,
87896,,102801000000,,Middle West Fork Big Creek,Middle West Fork Big Creek,,,,,,
87897,,102801000000,,Little Creek,Little Creek,,,,,,
87898,,102400000000,,State Line Slough-Missouri River,State Line Slough-Missouri River,,,,,,
87899,,102400000000,,Mozingo Creek,Mozingo Creek,,,,,,
87900,,102400000000,,Nishnabotna Lake,Nishnabotna Lake,,,,,,
87902,,102801000000,,Big Rock Creek-East Fork Grand River,Big Rock Creek-East Fork Grand River,,,,,,
87903,,102400000000,,East Fork Little Tarkio Creek,East Fork Little Tarkio Creek,,,,,,
87904,,102400000000,,Lower Honey Creek,Lower Honey Creek,,,,,,
87905,,102801000000,,Brushy Creek-Thompson River,Brushy Creek-Thompson River,,,,,,
87907,,102400000000,,Muddy Creek-Nodaway River,Muddy Creek-Nodaway River,,,,,,
87908,,102400000000,,Long Branch,Long Branch,,,,,,
87909,,102801000000,,Long Branch-Medicine Creek,Long Branch-Medicine Creek,,,,,,
87910,,102400000000,,Headwaters Little Tarkio Creek,Headwaters Little Tarkio Creek,,,,,,
87911,,102801000000,,Sandy Creek,Sandy Creek,,,,,,
87913,,102801000000,,Little Rock Creek-East Fork Grand River,Little Rock Creek-East Fork Grand River,,,,,,
87914,,102400000000,,Cow Branch-Tarkio River,Cow Branch-Tarkio River,,,,,,
87915,,102802000000,,South Blackbird Creek,South Blackbird Creek,,,,,,
87916,,102801000000,,Big Muddy Creek,Big Muddy Creek,,,,,,
87917,,102801000000,,East Fork Big Creek,East Fork Big Creek,,,,,,
87919,,102802000000,,Sand Creek-Chariton River,Sand Creek-Chariton River,,,,,,
87920,,102801000000,,Bear Creek,Bear Creek,,,,,,
87921,,102801000000,,Wildcat Creek-Weldon River,Wildcat Creek-Weldon River,,,,,,
87922,,102400000000,,Headwaters White Cloud Creek,Headwaters White Cloud Creek,,,,,,
87924,,102801000000,,Middle Muddy Creek,Middle Muddy Creek,,,,,,
87926,,102801000000,,Upper West Locust Creek,Upper West Locust Creek,,,,,,
87927,,102801000000,,East and West Forks Honey Creek,East and West Forks Honey Creek,,,,,,
87929,,102400000000,,Thill Branch-One Hundred and Two River,Thill Branch-One Hundred and Two River,,,,,,
87930,,102802000000,,Wildcat Creek-Chariton River,Wildcat Creek-Chariton River,,,,,,
87931,,102801000000,,West Muddy Creek,West Muddy Creek,,,,,,
87932,,102400000000,,Huff Creek-Nodaway River,Huff Creek-Nodaway River,,,,,,
87933,,102801000000,,Panther Creek,Panther Creek,,,,,,
87934,,102400000000,,Sand Creek-Nodaway River,Sand Creek-Nodaway River,,,,,,
87935,,102801000000,,Grantham Creek,Grantham Creek,,,,,,
87941,,102801000000,,Peddler Creek-Middle Fork Grand River,Peddler Creek-Middle Fork Grand River,,,,,,
87942,,102400000000,,Lower Rock Creek,Lower Rock Creek,,,,,,
87943,,102801000000,,Indian Creek-Grand River,Indian Creek-Grand River,,,,,,
87945,,102801000000,,Rooks Branch-Locust Creek,Rooks Branch-Locust Creek,,,,,,
87949,,102801000000,,Headwaters East Locust Creek,Headwaters East Locust Creek,,,,,,
87950,,102801000000,,Middle Little Medicine Creek,Middle Little Medicine Creek,,,,,,
87951,,102400000000,,Florida Creek,Florida Creek,,,,,,
87952,,102801000000,,Hooton Creek-Medicine Creek,Hooton Creek-Medicine Creek,,,,,,
87954,,102801000000,,Martin Creek-Thompson River,Martin Creek-Thompson River,,,,,,
87956,,102801000000,,Lower West Fork Big Creek,Lower West Fork Big Creek,,,,,,
87957,,102802000000,,Shuteye Creek,Shuteye Creek,,,,,,
87958,,102801000000,,Panther Creek-East Fork Grand River,Panther Creek-East Fork Grand River,,,,,,
87960,,102802000000,,Blackbird Creek,Blackbird Creek,,,,,,
87961,,102400000000,,Tarkio River,Tarkio River,,,,,,
87962,,102400000000,,Happy Hollow Lake-Missouri River,Happy Hollow Lake-Missouri River,,,,,,
87966,,102802000000,,Shuteye Creek,Shuteye Creek,,,,,,
87968,,102801000000,,Trail Creek,Trail Creek,,,,,,
87970,,102801000000,,Headwaters West Yellow Creek,Headwaters West Yellow Creek,,,,,,
87972,,102801000000,,White Oak Creek,White Oak Creek,,,,,,
87973,,102400000000,,Town of Conception Junction-Platte River,Town of Conception Junction-Platte River,,,,,,
87974,,102801000000,,Middle West Locust Creek,Middle West Locust Creek,,,,,,
87975,,102400000000,,Beadow Creek-Missouri River,Beadow Creek-Missouri River,,,,,,
87976,,102801000000,,Polecat Creek,Polecat Creek,,,,,,
87977,,102801000000,,Moccasin Creek-Wildcat Creek,Moccasin Creek-Wildcat Creek,,,,,,
87979,,102400000000,,Squaw Creek,Squaw Creek,,,,,,
87980,,102400000000,,Elkhorn Creek,Elkhorn Creek,,,,,,
87981,,102801000000,,Middle Fork Grand River,Middle Fork Grand River,,,,,,
87983,,102801000000,,Headwaters Sampson Creek,Headwaters Sampson Creek,,,,,,
87986,,102801000000,,Headwaters No Creek,Headwaters No Creek,,,,,,
87987,,102400000000,,Dog Branch-One Hundred and Two River,Dog Branch-One Hundred and Two River,,,,,,
87988,,102801000000,,East Fork Grand River,East Fork Grand River,,,,,,
87989,,102400000000,,White Cloud Creek,White Cloud Creek,,,,,,
87990,,102801000000,,Fox Creek-Sugar Creek,Fox Creek-Sugar Creek,,,,,,
87991,,102400000000,,Bagby Creek-Nodaway River,Bagby Creek-Nodaway River,,,,,,
87992,,102400000000,,Cottier Creek-Missouri River,Cottier Creek-Missouri River,,,,,,
87995,,102801000000,,Cat Creek-Thompson River,Cat Creek-Thompson River,,,,,,
87999,,102801000000,,Crabapple Branch-Big Creek,Crabapple Branch-Big Creek,,,,,,
88000,,102400000000,,Jenkins Creek,Jenkins Creek,,,,,,
88002,,102801000000,,Lost Creek-Thompson River,Lost Creek-Thompson River,,,,,,
88005,,102400000000,,Sims Lake-Little Tarkio Creek,Sims Lake-Little Tarkio Creek,,,,,,
88006,,102801000000,,Middle Creek-Weldon River,Middle Creek-Weldon River,,,,,,
88007,,102801000000,,Lower Little Medicine Creek,Lower Little Medicine Creek,,,,,,
88008,,102801000000,,Long Branch-Grand River,Long Branch-Grand River,,,,,,
88009,,102801000000,,Community of Reger-Locust Creek,Community of Reger-Locust Creek,,,,,,
88010,,102801000000,,Lower Muddy Creek,Lower Muddy Creek,,,,,,
88011,,102801000000,,Upper Honey Creek,Upper Honey Creek,,,,,,
88012,,102801000000,,Town of Sorrell-West Yellow Creek,Town of Sorrell-West Yellow Creek,,,,,,
88016,,102801000000,,Upper East Yellow Creek,Upper East Yellow Creek,,,,,,
88017,,102801000000,,Cypress Creek,Cypress Creek,,,,,,
88018,,102801000000,,East Locust Creek,East Locust Creek,,,,,,
88021,,102801000000,,Lower West Locust Creek,Lower West Locust Creek,,,,,,
88023,,102801000000,,Wildcat Creek,Wildcat Creek,,,,,,
88025,,102801000000,,Sampson Creek,Sampson Creek,,,,,,
88029,,102801000000,,Little East Locust Creek,Little East Locust Creek,,,,,,
88030,,102801000000,,Stillhouse Branch-Grand River,Stillhouse Branch-Grand River,,,,,,
88031,,102400000000,,Davis Creek,Davis Creek,,,,,,
88032,,102801000000,,Island Creek,Island Creek,,,,,,
88033,,102400000000,,Clear Creek-Platte River,Clear Creek-Platte River,,,,,,
88035,,102400000000,,Old Channel Little Tarkio Creek-Missouri River,Old Channel Little Tarkio Creek-Missouri River,,,,,,
88037,,102801000000,,Upper Muddy Creek,Upper Muddy Creek,,,,,,
88038,,102400000000,,Arapahoe Creek,Arapahoe Creek,,,,,,
88039,,102801000000,,Sugar Creek,Sugar Creek,,,,,,
88040,,102801000000,,Big Creek,Big Creek,,,,,,
88041,,102801000000,,Brushy Creek-Grand River,Brushy Creek-Grand River,,,,,,
88044,,102400000000,,Upper Neely Branch-One Hundred and Two River,Upper Neely Branch-One Hundred and Two River,,,,,,
88045,,102400000000,,Winnebago Creek-Missouri River,Winnebago Creek-Missouri River,,,,,,
88046,,102801000000,,Hickory Creek,Hickory Creek,,,,,,
88048,,102400000000,,Nichols Creek-Nodaway River,Nichols Creek-Nodaway River,,,,,,
88051,,102801000000,,Little Muddy Creek-Big Muddy Creek,Little Muddy Creek-Big Muddy Creek,,,,,,
88053,,102801000000,,Lower Honey Creek,Lower Honey Creek,,,,,,
88055,,102801000000,,Racoon Creek,Racoon Creek,,,,,,
88056,,102801000000,,Groomer Branch-Grand River,Groomer Branch-Grand River,,,,,,
88057,,102801000000,,Wolf Creek-Thompson River,Wolf Creek-Thompson River,,,,,,
88061,,102400000000,,Upper Kimsey Creek,Upper Kimsey Creek,,,,,,
88062,,102801000000,,Black Oak Branch-Medicine Creek,Black Oak Branch-Medicine Creek,,,,,,
88064,,102801000000,,Hickory Creek,Hickory Creek,,,,,,
88065,,102400000000,,Headwaters Third Fork,Headwaters Third Fork,,,,,,
88068,,102801000000,,Pilot Grove Creek,Pilot Grove Creek,,,,,,
88069,,102801000000,,Middle Muddy Creek,Middle Muddy Creek,,,,,,
88070,,102400000000,,Little Tarkio Creek-Missouri River,Little Tarkio Creek-Missouri River,,,,,,
88071,,102400000000,,Agee Creek-Platte River,Agee Creek-Platte River,,,,,,
88073,,102801000000,,Upper Lost Creek,Upper Lost Creek,,,,,,
88075,,102801000000,,Long Branch,Long Branch,,,,,,
88076,,102801000000,,Hog Creek-Grand River,Hog Creek-Grand River,,,,,,
88077,,102801000000,,No Creek,No Creek,,,,,,
88078,,102801000000,,Crooked Creek,Crooked Creek,,,,,,
88079,,102801000000,,Headwaters Parson Creek,Headwaters Parson Creek,,,,,,
88081,,102801000000,,Winigan Creek,Winigan Creek,,,,,,
88083,,102400000000,,Lower Kimsey and Misson Creeks-Missouri River,Lower Kimsey and Misson Creeks-Missouri River,,,,,,
88084,,102801000000,,Hickory Creek,Hickory Creek,,,,,,
88087,,102801000000,,Muddy Creek-Grand River,Muddy Creek-Grand River,,,,,,
88088,,102400000000,,Kellog Branch-One Hundred and Two River,Kellog Branch-One Hundred and Two River,,,,,,
88089,,102801000000,,East Fork Lost Creek,East Fork Lost Creek,,,,,,
88090,,102801000000,,Brushy Creek,Brushy Creek,,,,,,
88092,,102400000000,,Carroll Branch-Nodaway River,Carroll Branch-Nodaway River,,,,,,
88093,,102801000000,,Bear Creek-West Yellow Creek,Bear Creek-West Yellow Creek,,,,,,
88094,,102400000000,,Headwaters Little Third Fork,Headwaters Little Third Fork,,,,,,
88095,,102400000000,,Lincoln Creek,Lincoln Creek,,,,,,
88096,,102801000000,,Lowes Branch-Locust Creek,Lowes Branch-Locust Creek,,,,,,
88098,,102801000000,,Middle Fork Lost Creek,Middle Fork Lost Creek,,,,,,
88100,,102400000000,,Crooked Creek-Third Fork,Crooked Creek-Third Fork,,,,,,
88103,,102400000000,,Upper Mill Creek,Upper Mill Creek,,,,,,
88105,,102801000000,,Little Creek-Grindstone Creek,Little Creek-Grindstone Creek,,,,,,
88106,,102400000000,,Niagara Creek-Platte River,Niagara Creek-Platte River,,,,,,
88107,,102801000000,,Big Muddy Creek,Big Muddy Creek,,,,,,
88109,,102801000000,,Middle Lost Creek,Middle Lost Creek,,,,,,
88110,,102801000000,,Gees Creek,Gees Creek,,,,,,
88111,,102801000000,,Larry Creek-Grand River,Larry Creek-Grand River,,,,,,
88113,,102400000000,,Smith Creek-Nodaway River,Smith Creek-Nodaway River,,,,,,
88115,,102400000000,,Long Branch-One Hundred and Two River,Long Branch-One Hundred and Two River,,,,,,
88117,,102801000000,,South Big Creek,South Big Creek,,,,,,
88118,,102801000000,,Sapp Branch-Medicine Creek,Sapp Branch-Medicine Creek,,,,,,
88122,,102801000000,,Muddy Creek,Muddy Creek,,,,,,
88123,,102801000000,,Kemper Branch-Locust Creek,Kemper Branch-Locust Creek,,,,,,
88124,,102400000000,,Lower Mill Creek-Missouri River,Lower Mill Creek-Missouri River,,,,,,
88126,,102801000000,,Clear Creek,Clear Creek,,,,,,
88127,,102801000000,,Parson Creek,Parson Creek,,,,,,
88129,,102400000000,,Easter Creek-Missouri River,Easter Creek-Missouri River,,,,,,
88131,,102801000000,,Turkey Creek,Turkey Creek,,,,,,
88133,,102801000000,,Muddy Creek,Muddy Creek,,,,,,
88135,,102400000000,,Muddy Creek,Muddy Creek,,,,,,
88138,,102801000000,,Lower Muddy Creek,Lower Muddy Creek,,,,,,
88140,,102801000000,,Lower Lost Creek,Lower Lost Creek,,,,,,
88141,,102801000000,,Indian Branch,Indian Branch,,,,,,
88142,,102801000000,,Smith Branch-Grindstone Creek,Smith Branch-Grindstone Creek,,,,,,
88143,,102400000000,,Bays Branch-Third Fork,Bays Branch-Third Fork,,,,,,
88146,,102801000000,,Honey Creek,Honey Creek,,,,,,
88147,,102801000000,,West Fork Lost Creek,West Fork Lost Creek,,,,,,
88149,,102801000000,,Thompson River,Thompson River,,,,,,
88151,,102801000000,,Dog Creek,Dog Creek,,,,,,
88153,,102801000000,,Middle East Yellow Creek,Middle East Yellow Creek,,,,,,
88155,,102801000000,,Old Channel Grand River-Grand River,Old Channel Grand River-Grand River,,,,,,
88156,,102400000000,,Upper Castile Creek,Upper Castile Creek,,,,,,
88157,,102400000000,,Old Channel-Platte River,Old Channel-Platte River,,,,,,
88158,,102801000000,,Rice Creek-Grindstone Creek,Rice Creek-Grindstone Creek,,,,,,
88160,,102801000000,,Penitentiary Branch-Grand River,Penitentiary Branch-Grand River,,,,,,
88161,,102801000000,,Marrowbone Creek,Marrowbone Creek,,,,,,
88162,,102801000000,,Bear Creek-West Yellow Branch,Bear Creek-West Yellow Branch,,,,,,
88163,,102801000000,,Lake Creek-Grand River,Lake Creek-Grand River,,,,,,
88167,,102400000000,,Little Third Fork,Little Third Fork,,,,,,
88168,,102801000000,,Blackwell Branch-Grand River,Blackwell Branch-Grand River,,,,,,
88170,,102801000000,,Spring Branch-Elk Creek,Spring Branch-Elk Creek,,,,,,
88171,,102801000000,,Medicine Creek,Medicine Creek,,,,,,
88172,,102801000000,,Little Parson Creek,Little Parson Creek,,,,,,
88176,,102400000000,,One Hundred and Two River,One Hundred and Two River,,,,,,
