OBJECTID,HUC_8,HUC_12,HU_8_NAME,HU_10_NAME,HU_12_NAME,county_10,countylsad,city_10,citylsda,,blank
57173,,070801030604,,Middle Squaw Creek,Ames Creek,,,Hartley,Hartley city,,
57174,,070802090704,,Stony Creek-White Breast Creek,Buck Creek,,,Calumet,Calumet city,,
57175,,070802060805,,South Fork Clanton Creek,Pike Run-Cedar River,,,Archer,Archer city,,
57176,,070801030501,,North Fork Clanton Creek,Cherry Creek,,,Rock Rapids,Rock Rapids city,,
57177,,070802090801,,Otter Creek,Davis Creek,,,Little Rock,Little Rock city,,
57178,,070801030301,,Dowd Creek,Hickory Creek,,,Lester,Lester city,,
57179,,070802090203,,Headwaters Wolf Creek,Convey Creek-Old Mans Creek,,,Larchwood,Larchwood city,,
57180,,070802090805,,Headwaters Roberts Creek,Short Creek,,,Inwood,Inwood city,,
57182,,070802090605,,Hainer Creek-Maquoketa River,Ramsey Creek-English River,,,George,George city,,
57183,,070802060802,,South Minerva Creek,Little Mosquito Creek,,,Doon,Doon city,,
57184,,070802060101,,Village of Ellsworth-South Skunk River,Dry Creek,,,Alvord,Alvord city,,
57185,,071000040902,,Buck Creek-Maquoketa River,West Beaver Creek,,,Tiffin,Tiffin city,,
57186,,071000040903,,Washington Mills-Lytle Creek,Middle Beaver Creek,,,Swisher,Swisher city,,
57192,,071000040704,,Malone Creek-Wapsipinicon River,Elkhorn Creek-Des Moines River,,,Solon,Solon city,,
57193,,071000040703,,Lower Drainage Ditch 9 & 13,Bluff Creek,,,Shueyville,Shueyville city,,
57195,,070801050304,,Drainage Ditch 81,Crooked Creek-Squaw Creek,,,Oxford,Oxford city,,
57196,,070801050904,,Headwaters West Fork Camp Creek,Coon Creek-South Skunk River,,,North Liberty,North Liberty city,,
57197,,070802080701,,Upper Little Maquoketa River,Richland Creek,,,Lone Tree,Lone Tree city,,
57198,,070802050907,,Bear Creek,Mud Creek-Cedar River,,,Iowa City,Iowa City city,,
57199,,071000061001,,Sugar Creek,Headwaters Hardin Creek,,,Hills,Hills city,,
57200,,070802050502,,Village of Farlin-Harrdin Creek,Headwaters Black Hawk Creek,,,Coralville,Coralville city,,
57201,,070801060604,,Doe Brook-North Raccoon River,North Skunk River,,,Washta,Washta city,,
57203,,070801070302,,City of Bouton-Beaver Creek,Dutch Creek,,,Quimby,Quimby city,,
57206,,070801051204,,Pumpkin Creek-Maquoketa River,Snyder Creek-South Skunk River,,,Meriden,Meriden city,,
57207,,070801060601,,Buttrick Creek,Village of Delta-North Skunk River,,,Marcus,Marcus city,,
57208,,071000080902,,Headwaters Prairie Creek,Broadhorn Creek-South River,,,Larrabee,Larrabee city,,
57209,,071000081003,,Silver Creek-Cedar River,Middle Otter Creek,,,Cleghorn,Cleghorn city,,
57210,,071000050204,,Little Bear Creek,Drainage Ditch 44-Boone River,,,Melrose,Melrose city,,
57211,,070801020601,,Mud Creek-Clear Creek,Etter Creek-Wapsipinicon River,,,Lovilia,Lovilia city,,
57212,,071000060904,,Mill Creek,Cedar Creek,,,Albia,Albia city,,
57213,,070802070702,,Drainage Ditch 182,Honey Creek,,,Cherokee,Cherokee city,,
57221,,070801050404,,Ditch No 11,Headwaters Keigley Branch,,,Aurelia,Aurelia city,,
57224,,071000060702,,Byers Branch-Indian Creek,Purgatory Creek,,,Struble,Struble city,,
57225,,070802070804,,Burr Oak Creek-North Skunk River,Headwaters Minerva Creek,,,Remsen,Remsen city,,
57228,,070802070905,,West Branch Iowa River,Mormon Lake Mormon Ridge-Iowa River,,,Oyens,Oyens city,,
57229,,071000061002,,Rainbow Bend County Park-North Raccoon River,Happy Run-Hardin Creek,,,Merrill,Merrill city,,
57242,,070802051103,,Dudgeon Lake State Wildlife Management Area-Cedar River,Prairie Creek-Cedar River,,,Le Mars,Le Mars city,,
57243,,070600040802,,West Otter Creek,Elk Creek,,,Kingsley,Kingsley city,,
57244,,070802070306,,Fourmile Creek,Drainage Ditch No 32,,,Hinton,Hinton city,,
57246,,071000060203,,Drainage Ditch 148-Beaver Creek,Drainage Ditch 29,,,Craig,Craig city,,
57254,,071000060205,,Village of Tripoli-Wapsipinicon River,Prairie Creek,,,Brunsville,Brunsville city,,
57255,,070802020503,,Drainage Ditch 21-Cedar Creek,Peters Creek-Flood Creek,,,Villisca,Villisca city,,
57256,,070801050102,,Wilson Creek-Black Hawk Creek,Drainage Ditch 71,,,Stanton,Stanton city,,
57257,,070801051103,,Holland Creek,Severs Creek-South Skunk River,,,Red Oak,Red Oak city,,
57268,,070801060402,,Rock Creek,Moon Creek,,,Grant,Grant city,,
57273,,071000061703,,Mud Creek,Jordan Creek-Raccoon River,,,Elliott,Elliott city,,
57274,,070801051202,,Yeader Creek-Des Moines River,Ballinger Creek-South Skunk River,,,Coburg,Coburg city,,
57275,,071000080903,,Fox Creek-Middle River,Painter Creek,,,University Park,University Park city,,
57276,,071000080503,,Walnut Creek,Jones Creek,,,Rose Hill,Rose Hill city,,
57277,,071000081403,,Spring Creek,Kirk Branch-White Breast Creek,,,Oskaloosa,Oskaloosa city,,
57278,,071000080804,,Lower Fourmile Creek,Lower Squaw Creek,,,New Sharon,New Sharon city,,
57279,,071000081004,,Camp Creek,Lower Otter Creek,,,Leighton,Leighton city,,
57280,,071000080609,,Elk River,Pammel State Park-Middle River,,,Keomah Village,Keomah Village city,,
57281,,070600040204,,Deer Creek-Mississippi River,Lower Little Turkey River,,,Fremont,Fremont city,,
57284,,070802020601,,Coal Creek-Mississippi River,Beaver Creek,,,Beacon,Beacon city,,
57285,,070802090803,,Coal Creek,Goose Creek,,,Barnes City,Barnes City city,,
57288,,070802090802,,Mud Creek,Richey Creek,,,Unionville,Unionville city,,
57290,,070802090205,,Headwaters Salt Creek,Mooney Creek-Old Mans Creek,,,Udell,Udell city,,
57291,,070801030402,,Walnut Creek,City of Lost Nation,,,Rathbun,Rathbun city,,
57292,,070802050103,,Snipe Creek,South Beaver Creek,,,Plano,Plano city,,
57293,,070802070601,,Prairie Creek,Headwaters South Fork Iowa River,,,Numa,Numa city,,
57294,,070600060207,,Middle East Branch Wapsipinicon River,Coffins Creek,,,Mystic,Mystic city,,
57296,,070801020801,,Headwaters Bailey Creek,Otterville Bridge State Access-Wapsipinicon River,,,Moulton,Moulton city,,
57297,,071000080610,,Middle Lizard Creek,City of Patterson-Middle River,,,Woodburn,Woodburn city,,
57298,,071000080303,,Middle North Branch Lizard Creek,Howerdon Creek,,,Sheffield,Sheffield city,,
57299,,071000081405,,South Branch Salt Creek,White Breast Creek,,,Popejoy,Popejoy city,,
57301,,071000081201,,Hoosier Creek,Short Creek-South River,,,Latimer,Latimer city,,
57302,,071000080401,,Boylan Creek,Cedar Creek,,,Hansell,Hansell city,,
57303,,071000080603,,Village of Plainfield-Cedar River,South Turkey Creek,,,Hampton,Hampton city,,
57304,,070801040603,,Horton Creek,Huron Chute-Mississippi River,,,Geneva,Geneva city,,
57308,,070801070805,,Drainage Ditch 117,Turkey Creek-Skunk River,,,Dows,Dows city,,
57309,,070600040710,,Silver Creek,Panther Creek-Turkey River,,,Coulter,Coulter city,,
57317,,071000050601,,Hay Branch-Clanton Creek,Joint Drainage Ditch 3-Boone River,,,Akron,Akron city,,
57318,,071000060304,,Wolf Creek,Lateral 2,,,Moravia,Moravia city,,
57319,,070802020704,,Cedar Creek,Heery Woods State Park-Shell Rock River,,,Exline,Exline city,,
57326,,070801010405,,Cherry Creek,Crow Creek,,,Cincinnati,Cincinnati city,,
57327,,071000080304,,Hilton Creek,Orman Creek-North River,,,Centerville,Centerville city,,
57329,,071000080607,,Clanton Creek,Bruce Branch-Middle River,,,Osceola,Osceola city,,
57330,,070802070309,,Headwaters Coal Creek,Drainage Ditch No 2-Iowa River,,,Murray,Murray city,,
57331,,071000060601,,Hawk Run-White Breast Creek,Upper Drainage Ditch No 9,,,Alexander,Alexander city,,
57332,,070802011103,,Birch Creek-English River,Quarter Section Run,,,Waterloo,Waterloo city,,
57333,,070600040903,,Negro Creek-Silver Creek,Cherry Valley-Little Turkey River,,,Raymond,Raymond city,,
57334,,070802011205,,Spring Creek-Cedar River,Village of Janesville-Cedar River,,,La Porte City,La Porte City city,,
57335,,070802040401,,Rock Creek,Village of Chapin-West Fork Cedar River,,,Hudson,Hudson city,,
57336,,071000020703,,Big Slough Creek,Pilot Creek,,,Diagonal,Diagonal city,,
57337,,071000080403,,Big Creek,St Patricks Church-North River,,,Delphos,Delphos city,,
57343,,071000080701,,Beaver Creek-Turkey River,Felters Branch-Middle River,,,Benton,Benton city,,
57344,,071000080201,,Beemis Creek,Tom Creek,,,Beaconsfield,Beaconsfield city,,
57345,,070801050902,,Drainage Ditch 94-East Fork Des Moines River,Ballard Creek,,,Pleasant Plain,Pleasant Plain city,,
57346,,070801050801,,Flood Creek,Rock & Calamus Creeks-Indian Creek,,,Packwood,Packwood city,,
57347,,070600060602,,Ackley Creek,Bear Creek,,,Maharishi Vedic City,Maharishi Vedic City city,,
57348,,070802050702,,Headwaters North English River,Waterloo Municipal Airport,,,Lockridge,Lockridge city,,
57349,,,,Ames Creek,,,,Libertyville,Libertyville city,,
57350,,{149C1F08-CB60-4658-B93E-26176FB7EA51},,Buck Creek,66986,,,Fairfield,Fairfield city,,
57351,,070801020802,,Pike Run-Cedar River,Pine Creek,,,Batavia,Batavia city,,
57352,,070802050302,,Cherry Creek,Phelps Creek-Beaver Creek,,,Gilbertville,Gilbertville city,,
57353,,071000060310,,Davis Creek,Sac City-North Raccoon River,,,Evansdale,Evansdale city,,
57354,,070802040204,,Hickory Creek,Beaverdam Creek,,,Elk Run Heights,Elk Run Heights city,,
57355,,070802070205,,Convey Creek-Old Mans Creek,East Branch Iowa River,,,Dunkerton,Dunkerton city,,
57356,,070600040706,,Short Creek,Otter Creek,,,Cedar Falls,Cedar Falls city,,
57357,,070801041203,,Ramsey Creek-English River,Big Hollow-Flint Creek,,,Hepburn,Hepburn city,,
57358,,070802081008,,Little Mosquito Creek,Lake MacBride-Mill Creek,,,Essex,Essex city,,
57359,,070801050905,,Dry Creek,Chichaqua Wildlife Habitat-South Skunk River,,,College Springs,College Springs city,,
57372,,071000081103,,West Beaver Creek,Coal Creek,,,Coin,Coin city,,
57373,,071000080702,,Middle Beaver Creek,Butcher Creek,,,Clarinda,Clarinda city,,
57374,,070802070310,,Elkhorn Creek-Des Moines River,Elk Run,,,Braddyville,Braddyville city,,
57375,,070600040904,,Bluff Creek,Bluebell Creek-Turkey River,,,Blanchard,Blanchard city,,
57378,,070600030708,,Crooked Creek-Squaw Creek,Sinnipee Creek-Mississippi River,,,Pilot Mound,Pilot Mound city,,
57380,,070801060603,,Coon Creek-South Skunk River,German Creek,,,Ogden,Ogden city,,
57381,,070802070307,,Richland Creek,Sheldon Creek,,,Madrid,Madrid city,,
57384,,070801020704,,Mud Creek-Cedar River,Otter Creek,,,Luther,Luther city,,
57385,,071000081202,,Headwaters Hardin Creek,South River,,,Fraser,Fraser city,,
57386,,071000080604,,Headwaters Black Hawk Creek,North Turkey Creek,,,Boxholm,Boxholm city,,
57387,,071000080703,,North Skunk River,Middle River,,,Boone,Boone city,,
57388,,071000080402,,Dutch Creek,Badger Creek,,,Spring Hill,Spring Hill city,,
57390,,071000081507,,Snyder Creek-South Skunk River,Wildcat Creek-Des Moines River,,,Sandyville,Sandyville city,,
57391,,071000090307,,Village of Delta-North Skunk River,Bee Branch-Cedar Creek,,,St. Marys,St. Marys city,,
57394,,071000090703,,Broadhorn Creek-South River,Middle Avery Creek,,,New Virginia,New Virginia city,,
57395,,071000090304,,Middle Otter Creek,Coal Creek-Cedar Creek,,,Milo,Milo city,,
57402,,071000090306,,Drainage Ditch 44-Boone River,Whites Creek,,,Martensdale,Martensdale city,,
57404,,071000090309,,Etter Creek-Wapsipinicon River,Walnut Creek,,,Lacona,Lacona city,,
57408,,071000090606,,Cedar Creek,Little Soap Creek,,,Indianola,Indianola city,,
57409,,071000080202,,Honey Creek,North Branch North River,,,Hartford,Hartford city,,
57410,,070801070301,,Headwaters Keigley Branch,Clear Creek,,,Cumming,Cumming city,,
57411,,071000080404,,Purgatory Creek,Middle Creek,,,Bevington,Bevington city,,
57412,,071000080301,,Headwaters Minerva Creek,Plunger Creek,,,Walker,Walker city,,
57413,,071000080405,,Mormon Lake Mormon Ridge-Iowa River,North River,,,Springville,Springville city,,
57414,,071000081508,,Happy Run-Hardin Creek,Teter Creek-Des Moines River,,,Vincent,Vincent city,,
57415,,071000080302,,Prairie Creek-Cedar River,Headwaters North River,,,Stacyville,Stacyville city,,
57425,,071000080602,,Elk Creek,South Fork Middle River,,,Berkley,Berkley city,,
57426,,071000080605,,Drainage Ditch No 32,Jefferson Cemetary-Middle River,,,Beaver,Beaver city,,
57427,,071000081506,,Drainage Ditch 29,Calhoun Creek,,,Sheldahl,Sheldahl city,,
57428,,070801071001,,Prairie Creek,Fish Creek,,,Ackworth,Ackworth city,,
57431,,070801071004,,Peters Creek-Flood Creek,Cedar Creek,,,West Des Moines,West Des Moines city,,
57435,,070801051201,,Drainage Ditch 71,Buckley Creek,,,Norwalk,Norwalk city,,
57436,,070600060406,,Severs Creek-South Skunk River,Cline Creek-Maquoketa River,,,Des Moines,Des Moines city,,
57437,,070802050101,,Moon Creek,Middle Fork South Beaver Creek,,,Carlisle,Carlisle city,,
57438,,071000050606,,Jordan Creek-Raccoon River,Drainage Ditch 68-Boone River,,,Robins,Robins city,,
57439,,070600011002,,Ballinger Creek-South Skunk River,Bloody Run,,,Prairieburg,Prairieburg city,,
57440,,070600030701,,Painter Creek,Sny Magill Creek,,,Palo,Palo city,,
57441,,070600030703,,Jones Creek,Buck Creek,,,Mount Vernon,Mount Vernon city,,
57442,,070600060204,,Kirk Branch-White Breast Creek,Lindsey Creek,,,Marion,Marion city,,
57443,,070802040607,,Lower Squaw Creek,West Fork Cedar River,,,Lisbon,Lisbon city,,
57444,,071000050502,,Lower Otter Creek,Buck Creek,,,Hiawatha,Hiawatha city,,
57445,,070801070905,,Pammel State Park-Middle River,Lynn Creek-Big Creek,,,Fairfax,Fairfax city,,
57447,,070801051101,,Lower Little Turkey River,Prairie Creek,,,Ida Grove,Ida Grove city,,
57449,,070801050805,,Beaver Creek,Turkey Creek-Indian Creek,,,Holstein,Holstein city,,
57455,,070801050301,,Goose Creek,Crooked Creek,,,Galva,Galva city,,
57456,,070801050307,,Richey Creek,Worrell Creek-Squaw Creek,,,Battle Creek,Battle Creek city,,
57457,,071000040706,,Mooney Creek-Old Mans Creek,Honey Creek-Des Moines River,,,Arthur,Arthur city,,
57458,,071000040901,,City of Lost Nation,Little Beaver Creek-West Beaver Creek,,,Otho,Otho city,,
57460,,071000061405,,South Beaver Creek,Drainage Ditch 171-North Raccoon River,,,Moorland,Moorland city,,
57461,,070802050703,,Headwaters South Fork Iowa River,Black Hawk Park-Cedar River,,,Lehigh,Lehigh city,,
57462,,071000061203,,Coffins Creek,West Buttrick Creek,,,Harcourt,Harcourt city,,
57463,,070802040203,,Otterville Bridge State Access-Wapsipinicon River,East Branch Beaverdam Creek,,,Gowrie,Gowrie city,,
57466,,070600040703,,City of Patterson-Middle River,Village of Eldorado-Turkey River,,,Fort Dodge,Fort Dodge city,,
57467,,071000030702,,Howerdon Creek,Hine Creek,,,Farnhamville,Farnhamville city,,
57468,,071000050203,,White Breast Creek,East Branch Boone River,,,Duncombe,Duncombe city,,
57469,,070802070202,,Short Creek-South River,Galls Creek,,,Dayton,Dayton city,,
57470,,070802070311,,Cedar Creek,Village of Alden-Iowa River,,,Clare,Clare city,,
57471,,070802050902,,South Turkey Creek,Poyner Creek,,,Callender,Callender city,,
57472,,070802051505,,Huron Chute-Mississippi River,Dry Creek,,,Barnum,Barnum city,,
57473,,070802080805,,Turkey Creek-Skunk River,Little Bear Creek,,,Badger,Badger city,,
57474,,070600060902,,Panther Creek-Turkey River,Sugar Creek,,,Stockport,Stockport city,,
57475,,070802080702,,Joint Drainage Ditch 3-Boone River,Otter Creek,,,Mount Sterling,Mount Sterling city,,
57478,,070600061004,,Lateral 2,Brush Creek,,,Milton,Milton city,,
57487,,071000050503,,Heery Woods State Park-Shell Rock River,White Fox Creek,,,Keosauqua,Keosauqua city,,
57488,,070600060603,,Crow Creek,Coffee Creek-North Fork Maquoketa River,,,Farmington,Farmington city,,
57489,,070802060102,,Orman Creek-North River,East Indian Creek-Indian Creek,,,Cantril,Cantril city,,
57490,,070802060407,,Bruce Branch-Middle River,Community of Buchanan-Cedar River,,,West Okoboji,West Okoboji city,,
57491,,070801030607,,Drainage Ditch No 2-Iowa River,Wapsipinicon River,,,Wahpeton,Wahpeton city,,
57492,,070802090702,,Upper Drainage Ditch No 9,Snyder Creek,,,Terril,Terril city,,
57493,,070802060803,,Quarter Section Run,Pee Dee Creek-Cedar River,,,Superior,Superior city,,
57495,,070801030605,,Cherry Valley-Little Turkey River,McDonald Creek-Wapsipinicon River,,,Spirit Lake,Spirit Lake city,,
57496,,070802060502,,Village of Janesville-Cedar River,Middle Mud Creek,,,Orleans,Orleans city,,
57497,,070802060704,,Village of Chapin-West Fork Cedar River,East Branch Wapsinonoc Creek-Wapsinonoc Creek,,,Okoboji,Okoboji city,,
57498,,070802091104,,Pilot Creek,Otter Creek-Iowa River,,,Milford,Milford city,,
57500,,070801030103,,St Patricks Church-North River,Sibles Creek,,,Lake Park,Lake Park city,,
57501,,070801030403,,Felters Branch-Middle River,City of Toronto-Wapsipinicon River,,,Arnolds Park,Arnolds Park city,,
57502,,070802020502,,Tom Creek,Beaver Creek,,,Ely,Ely city,,
57503,,070801020901,,Ballard Creek,West Branch Buffalo Creek,,,Coggon,Coggon city,,
57504,,070801010601,,Rock & Calamus Creeks-Indian Creek,Kickapoo Slu-Mississippi River,,,Central City,Central City city,,
57505,,071000080102,,Bear Creek,Middle Fourmile Creek,,,Center Point,Center Point city,,
57506,,071000040911,,Waterloo Municipal Airport,Beaver Creek,,,Cedar Rapids,Cedar Rapids city,,
57507,,071000041002,,Pine Creek,Rock Creek-Des Moines River,,,Bertram,Bertram city,,
57508,,071000040907,,Phelps Creek-Beaver Creek,Slough Creek,,,Alburnett,Alburnett city,,
57509,,071000040910,,Sac City-North Raccoon River,Royer Creek-Beaver Creek,,,Rudd,Rudd city,,
57510,,071000040803,,Beaverdam Creek,Big Creek,,,Rockford,Rockford city,,
57511,,070801041204,,East Branch Iowa River,Flint Creek,,,Marble Rock,Marble Rock city,,
57512,,070801070708,,Otter Creek,Summer Creek-Cedar Creek,,,Floyd,Floyd city,,
57513,,070802051201,,Big Hollow-Flint Creek,Opossum Creek,,,Colwell,Colwell city,,
57516,,070801041202,,Lake MacBride-Mill Creek,Headwaters Flint Creek,,,Worthington,Worthington city,,
57517,,071000080101,,Chichaqua Wildlife Habitat-South Skunk River,Upper Fourmile Creek,,,Sherrill,Sherrill city,,
57522,,071000041001,,Coal Creek,Murphy Branch-Des Moines River,,,Sageville,Sageville city,,
57523,,070801051105,,Butcher Creek,Thunder Creek,,,Rickardsville,Rickardsville city,,
57527,,070801070307,,Elk Run,Indian Creek-Skunk River,,,Peosta,Peosta city,,
57546,,070600060901,,Bluebell Creek-Turkey River,Headwaters Deep Creek,,,New Vienna,New Vienna city,,
57547,,070801050906,,Sinnipee Creek-Mississippi River,Santiago Creek-South Skunk River,,,Luxemburg,Luxemburg city,,
57549,,071000040802,,German Creek,Little Creek,,,Holy Cross,Holy Cross city,,
57556,,071000040908,,Sheldon Creek,Little Beaver Creek-Beaver Creek,,,Bonaparte,Bonaparte city,,
57557,,071000040707,,Otter Creek,Richardson Branch-Des Moines River,,,Birmingham,Birmingham city,,
57562,,071000040705,,South River,Bear Creek,,,De Soto,De Soto city,,
57563,,071000040906,,North Turkey Creek,Beaver Branch-Beaver Creek,,,Dawson,Dawson city,,
57564,,071000040801,,Middle River,Headwaters Big Creek,,,Dallas Center,Dallas Center city,,
57565,,071000040904,,Badger Creek,East Beaver Creek,,,Bouton,Bouton city,,
57566,,070802050904,,Wildcat Creek-Des Moines River,Headwaters Miller Creek,,,Adel,Adel city,,
57567,,070600060408,,Bee Branch-Cedar Creek,Jurdan Creek-Maquoketa River,,,Charles City,Charles City city,,
57568,,070600060606,,Middle Avery Creek,Village of Cascade-North Fork Maquoketa River,,,Nashua,Nashua city,,
57572,,071000050402,,Coal Creek-Cedar Creek,Headwaters Eagle Creek,,,Nora Springs,Nora Springs city,,
57573,,071000030902,,Whites Creek,Village of Livermore-East Fork Des Moines River,,,Graf,Graf city,,
57574,,070801070206,,Walnut Creek,Crooked Creek,,,Farley,Farley city,,
57575,,070802080902,,Little Soap Creek,Honey Creek,,,Epworth,Epworth city,,
57578,,070802070801,,North Branch North River,Hardin Story Drainage Ditch No 1,,,Durango,Durango city,,
57579,,071000060804,,Clear Creek,Elk Run-North Raccoon River,,,Dubuque,Dubuque city,,
57583,,070802050808,,Middle Creek,Devils Run-Wolf Creek,,,Centralia,Centralia city,,
57584,,070802081004,,Plunger Creek,Knapp Creek,,,Bernard,Bernard city,,
57585,,071000040905,,North River,Headwaters Beaver Creek,,,Bankston,Bankston city,,
57586,,070802080703,,Teter Creek-Des Moines River,Plague Creek-Iowa River,,,Balltown,Balltown city,,
57587,,070801070904,,Headwaters North River,Brush Creek-Big Creek,,,Yetter,Yetter city,,
57588,,070801050802,,South Fork Middle River,Wolf Creek,,,Somers,Somers city,,
57589,,070802051102,,Jefferson Cemetary-Middle River,Hinkle Creek,,,Rockwell City,Rockwell City city,,
57590,,070600060804,,Calhoun Creek,Cedar Creek-North Fork Maquoketa River,,,Rinard,Rinard city,,
57591,,070600051201,,Fish Creek,Beaver Creek-Mississippi River,,,Pomeroy,Pomeroy city,,
57592,,070802051504,,Cedar Creek,Nelson Creek-Cedar River,,,Asbury,Asbury city,,
57594,,071000060903,,Buckley Creek,East Cedar Creek,,,Cascade,Cascade city,,
57595,,070802040402,,Cline Creek-Maquoketa River,West Fork County Park-West Fork Cedar River,,,Manson,Manson city,,
57596,,070801020401,,Middle Fork South Beaver Creek,Upper Crane Creek,,,Lytton,Lytton city,,
57597,,070802080804,,Drainage Ditch 68-Boone River,Rock Creek,,,Lohrville,Lohrville city,,
57601,,070801070601,,Bloody Run,Headwaters Cedar Creek,,,Lake City,Lake City city,,
57602,,070600060503,,Sny Magill Creek,Whitewater Creek,,,Knierim,Knierim city,,
57603,,071000060604,,Buck Creek,Drainage Ditch 10-Lake Creek,,,Jolley,Jolley city,,
57604,,070600060701,,Lindsey Creek,Prairie Creek-Lytle Creek,,,Yale,Yale city,,
57605,,071000060803,,West Fork Cedar River,Prairie Creek,,,Riverdale,Riverdale city,,
57607,,071000060505,,Buck Creek,Camp Creek,,,Princeton,Princeton city,,
57609,,070802080203,,Lynn Creek-Big Creek,South Timber Creek,,,Panorama Park,Panorama Park city,,
57613,,070600060102,,Prairie Creek,Headwaters Plum Creek,,,New Liberty,New Liberty city,,
57614,,070802070901,,Turkey Creek-Indian Creek,School Creek-Iowa River,,,Maysville,Maysville city,,
57620,,070801020604,,Crooked Creek,Camp Creek-Wapsipinicon River,,,McCausland,McCausland city,,
57621,,070801060204,,Worrell Creek-Squaw Creek,Village of Lynnville-North Skunk River,,,Long Grove,Long Grove city,,
57622,,071000061701,,Honey Creek-Des Moines River,Sugar Creek,,,Le Claire,Le Claire city,,
57623,,070801050701,,Little Beaver Creek-West Beaver Creek,Headwaters Clear Creek,,,Panora,Panora city,,
57624,,071000050303,,Drainage Ditch 171-North Raccoon River,Otter Creek,,,Menlo,Menlo city,,
57626,,071000060303,,Black Hawk Park-Cedar River,Lateral 6-North Raccoon River,,,Jamaica,Jamaica city,,
57628,,070802080806,,West Buttrick Creek,Big Bear Creek,,,Guthrie Center,Guthrie Center city,,
57629,,070600040505,,East Branch Beaverdam Creek,Frog Hollow,,,Bayard,Bayard city,,
57630,,071000061702,,Village of Eldorado-Turkey River,Johnson Creek-Raccoon River,,,Bagley,Bagley city,,
57631,,070801060206,,Hine Creek,Stewart Cemetery-North Skunk River,,,Weldon,Weldon city,,
57632,,070802080204,,East Branch Boone River,Headwaters North Timber Creek,,,Van Wert,Van Wert city,,
57633,,071000061301,,Galls Creek,Headwaters Greenbrier Creek,,,Pleasanton,Pleasanton city,,
57634,,070801070703,,Village of Alden-Iowa River,Crow Creek,,,Le Roy,Le Roy city,,
57635,,070801070706,,Poyner Creek,Village of Birminghan-Cedar Creek,,,Leon,Leon city,,
57637,,070801010406,,Dry Creek,Sugar Creek-Mississippi River,,,Lamoni,Lamoni city,,
57638,,070600040605,,Little Bear Creek,Cox Creek,,,Grand River,Grand River city,,
57639,,070802020705,,Sugar Creek,Shell Rock River,,,Garden Grove,Garden Grove city,,
57641,,070802070305,,Otter Creek,Bringham Park-Iowa River,,,Decatur City,Decatur City city,,
57643,,070801020701,,Brush Creek,Headwaters Otter Creek,,,Davis City,Davis City city,,
57644,,071000061302,,White Fox Creek,Greenbrier Creek,,,Eldridge,Eldridge city,,
57645,,070802080201,,Coffee Creek-North Fork Maquoketa River,Lutes Creek,,,Donahue,Donahue city,,
57646,,071000040701,,East Indian Creek-Indian Creek,Skillet Creek,,,Dixon,Dixon city,,
57647,,070600060601,,Community of Buchanan-Cedar River,Hewitt Creek,,,Davenport,Davenport city,,
57648,,070801020903,,Wapsipinicon River,Village of Winthrop-Buffalo Creek,,,Buffalo,Buffalo city,,
57649,,071000050703,,Snyder Creek,Drainage Ditch 206,,,Bettendorf,Bettendorf city,,
57650,,070802040601,,Pee Dee Creek-Cedar River,Parmentar Creek,,,Walcott,Walcott city,,
57651,,070801050305,,McDonald Creek-Wapsipinicon River,Onion Creek,,,Blue Grass,Blue Grass city,,
57652,,071000061005,,Middle Mud Creek,Hardin Creek,,,Pulaski,Pulaski city,,
57653,,070600051202,,East Branch Wapsinonoc Creek-Wapsinonoc Creek,Spring Lake-Mississippi River,,,Floris,Floris city,,
57654,,071000061401,,Otter Creek-Iowa River,Otter Creek,,,Drakesville,Drakesville city,,
57655,,071000040702,,Sibles Creek,Allen Creek-Des Moines River,,,Bloomfield,Bloomfield city,,
57656,,071000040605,,City of Toronto-Wapsipinicon River,Crooked Creek,,,Westfield,Westfield city,,
57658,,071000040606,,Beaver Creek,Deception Hollow Public Fishing Site-Des Moines River,,,Thurman,Thurman city,,
57659,,071000040504,,West Branch Buffalo Creek,Brushy Creek,,,Sidney,Sidney city,,
57660,,070600061003,,Kickapoo Slu-Mississippi River,Prairie Creek-Maquoketa River,,,Riverton,Riverton city,,
57661,,070802080101,,Middle Fourmile Creek,Headwaters Linn Creek,,,Randolph,Randolph city,,
57662,,070801050604,,Beaver Creek,East Indian Creek,,,Imogene,Imogene city,,
57663,,070801050501,,Rock Creek-Des Moines River,Drainage Ditch 5,,,Hamburg,Hamburg city,,
57664,,070801050903,,Slough Creek,Drainage Ditch 13-South Skunk River,,,Farragut,Farragut city,,
57665,,070801010402,,Royer Creek-Beaver Creek,Cordova Slough-Mississippi River,,,Shenandoah,Shenandoah city,,
57666,,070802051101,,Big Creek,Pratt Creek,,,Ruthven,Ruthven city,,
57667,,070600060706,,Flint Creek,Lytle Creek,,,Rodman,Rodman city,,
57671,,070801020906,,Summer Creek-Cedar Creek,Helmer Creek-Buffalo Creek,,,Mallard,Mallard city,,
57678,,071000040603,,Opossum Creek,Prairie Creek,,,Graettinger,Graettinger city,,
57679,,071000040203,,Headwaters Flint Creek,Spring Creek,,,Emmetsburg,Emmetsburg city,,
57680,,071000040604,,Upper Fourmile Creek,Gypsum Creek-Des Moines River,,,Cylinder,Cylinder city,,
57681,,071000040204,,Murphy Branch-Des Moines River,Lower South Branch Lizard Creek,,,Curlew,Curlew city,,
