OBJECTID,HUC_8,HUC_12,HU_8_NAME,HU_10_NAME,HU_12_NAME,county_10,countylsad,city_10,citylsda,,blank
57683,,070801050402,,Thunder Creek,Miller Creek-South Skunk River,,,Ayrshire,Ayrshire city,,
57684,,070801070305,,Indian Creek-Skunk River,Spanish Bridge Skunk River State Wildlife Area-Skunk River,,,Woodward,Woodward city,,
57685,,070600040607,,Headwaters Deep Creek,Bear Creek,,,Waukee,Waukee city,,
57689,,070801070404,,Santiago Creek-South Skunk River,Rocky Branch-Walnut Creek,,,Van Meter,Van Meter city,,
57690,,071000060308,,Little Creek,Drainage Ditch 101-North Raccoon River,,,Redfield,Redfield city,,
57691,,071000040501,,Little Beaver Creek-Beaver Creek,Ditch No 4,,,Perry,Perry city,,
57692,,071000040602,,Richardson Branch-Des Moines River,Holliday Creek,,,Minburn,Minburn city,,
57693,,071000040404,,Bear Creek,Bradys Creek-Des Moines River,,,Linden,Linden city,,
57694,,071000040503,,Beaver Branch-Beaver Creek,City of Vincent-Brushy Creek,,,Dexter,Dexter city,,
57695,,070600040503,,Headwaters Big Creek,Little Volga River,,,Shell Rock,Shell Rock city,,
57696,,070600040709,,East Beaver Creek,French Hollow-Turkey River,,,Tingley,Tingley city,,
57698,,070801020501,,Headwaters Miller Creek,Spring Creek-Little Wapsipinicon River,,,Redding,Redding city,,
57702,,070802051405,,Jurdan Creek-Maquoketa River,Prairie Creek,,,Mount Ayr,Mount Ayr city,,
57703,,070801070803,,Village of Cascade-North Fork Maquoketa River,Brush Creek,,,Maloy,Maloy city,,
57705,,070801070804,,Headwaters Eagle Creek,Mud Creek-Brush Creek,,,Kellerton,Kellerton city,,
57706,,071000020502,,Village of Livermore-East Fork Des Moines River,Dry Ditch,,,Ellston,Ellston city,,
57707,,070802040501,,Crooked Creek,Drainage Ditch 6,,,Valeria,Valeria city,,
57708,,070801041102,,Honey Creek,Yellow Spring Creek,,,Sully,Sully city,,
57711,,070600060208,,Hardin Story Drainage Ditch No 1,Sand Creek,,,Reasnor,Reasnor city,,
57712,,071000040601,,Elk Run-North Raccoon River,Soldier Creek,,,Prairie City,Prairie City city,,
57713,,071000040303,,Devils Run-Wolf Creek,Lower Lizard Creek,,,Oakland Acres,Oakland Acres city,,
57715,,070802010903,,Knapp Creek,Little Cedar River,,,Newton,Newton city,,
57717,,071000020302,,Headwaters Beaver Creek,Silver Creek,,,Monroe,Monroe city,,
57723,,071000040202,,Plague Creek-Iowa River,Middle South Branch Lizard Creek,,,Mingo,Mingo city,,
57724,,071000040403,,Brush Creek-Big Creek,Badger Creek,,,Lynnville,Lynnville city,,
57726,,071000040401,,Wolf Creek,Deer Creek,,,Lambs Grove,Lambs Grove city,,
57728,,071000040104,,Hinkle Creek,Lower North Branch Lizard Creek,,,Kellogg,Kellogg city,,
57729,,071000040402,,Cedar Creek-North Fork Maquoketa River,Bass Creek-Des Moines River,,,Colfax,Colfax city,,
57730,,071000040201,,Beaver Creek-Mississippi River,Upper South Branch Lizard Creek,,,Baxter,Baxter city,,
57731,,070802030202,,Nelson Creek-Cedar River,Crane Creek,,,Parkersburg,Parkersburg city,,
57732,,070600060903,,East Cedar Creek,Copper Creek,,,New Hartford,New Hartford city,,
57733,,070802070903,,West Fork County Park-West Fork Cedar River,Bear Creek,,,Greene,Greene city,,
57734,,070801021001,,Upper Crane Creek,Walton Creek-Wapsipinicon River,,,Dumont,Dumont city,,
57736,,070802070701,,Rock Creek,Headwaters Honey Creek,,,Clarksville,Clarksville city,,
57737,,070801051002,,Headwaters Cedar Creek,Elk Creek,,,Bristow,Bristow city,,
57738,,071000030804,,Whitewater Creek,Village of Irvington-East Fork Des Moines River,,,Aredale,Aredale city,,
57739,,070600040707,,Drainage Ditch 10-Lake Creek,Bell Creek-Turkey River,,,Aplington,Aplington city,,
57740,,070801051208,,Prairie Creek-Lytle Creek,South Skunk River,,,Allison,Allison city,,
57741,,070801070303,,Prairie Creek,Richland Creek,,,Yorktown,Yorktown city,,
57742,,071000020901,,Camp Creek,Drainage Ditch 7-Des Moines River,,,Shambaugh,Shambaugh city,,
57743,,071000050102,,South Timber Creek,Headwaters Prairie Creek,,,Northboro,Northboro city,,
57744,,071000020301,,Headwaters Plum Creek,Drainage Ditch 62-Silver Creek,,,St. Ansgar,St. Ansgar city,,
57745,,071000030801,,School Creek-Iowa River,Purcell Creek,,,Osage,Osage city,,
57746,,070600060206,,Camp Creek-Wapsipinicon River,Sand Hagen Creek-Maquoketa River,,,Orchard,Orchard city,,
57747,,070802050204,,Village of Lynnville-North Skunk River,Gran Creek-Beaver Creek,,,Mitchell,Mitchell city,,
57748,,070802050102,,Sugar Creek,Headwaters South Beaver Creek,,,McIntire,McIntire city,,
57749,,070801050101,,Headwaters Clear Creek,Headwaters Drainage Ditch 71,,,Carpenter,Carpenter city,,
57751,,070802070603,,Otter Creek,Middle South Fork Iowa River,,,West Point,West Point city,,
57752,,071000061504,,Lateral 6-North Raccoon River,Village of Minburn-North Raccoon River,,,St. Paul,St. Paul city,,
57753,,071000060306,,Big Bear Creek,Lateral 3-North Raccoon River,,,Ventura,Ventura city,,
57754,,071000040102,,Frog Hollow,Upper North Branch Lizard Creek,,,Thornton,Thornton city,,
57755,,071000040101,,Johnson Creek-Raccoon River,Headwaters North Branch Lizard Creek,,,Swaledale,Swaledale city,,
57756,,070801060403,,Stewart Cemetery-North Skunk River,Village of New Sharon-North Skunk River,,,Rockwell,Rockwell city,,
57757,,070801060301,,Headwaters North Timber Creek,Headwaters Middle Creek,,,Rock Falls,Rock Falls city,,
57758,,070801060404,,Headwaters Greenbrier Creek,Pleasant Creek-North Skunk River,,,Denver,Denver city,,
57759,,071000081509,,Crow Creek,Wallingslock Creek-Des Moines River,,,Sumner,Sumner city,,
57760,,070600040404,,Village of Birminghan-Cedar Creek,Dry Mill Creek,,,Janesville,Janesville city,,
57761,,070802020403,,Sugar Creek-Mississippi River,Coldwater Creek,,,Winfield,Winfield city,,
57762,,071000020804,,Cox Creek,Drainage Ditch 17-Des Moines River,,,Westwood,Westwood city,,
57763,,070802070301,,Shell Rock River,Luicks Creek,,,Toledo,Toledo city,,
57764,,071000060301,,Bringham Park-Iowa River,Headwaters North Raccoon River,,,Tama,Tama city,,
57765,,070801020402,,Headwaters Otter Creek,Middle Crane Creek,,,Montour,Montour city,,
57766,,071000050602,,Greenbrier Creek,Drainage Ditch 9,,,Lincoln,Lincoln city,,
57767,,070802080401,,Lutes Creek,Asher Creek,,,Gladbrook,Gladbrook city,,
57768,,070600060404,,Skillet Creek,West Kitty Creek,,,Garwin,Garwin city,,
57769,,071000061003,,Hewitt Creek,East Fork Hardin Creek,,,Elberon,Elberon city,,
57770,,070801010605,,Village of Winthrop-Buffalo Creek,Fourth Slough-Mississippi River,,,Dysart,Dysart city,,
57771,,070801060503,,Drainage Ditch 206,Cedar Creek,,,Clutier,Clutier city,,
57772,,070600040705,,Parmentar Creek,Fitzgerald Creek-Turkey River,,,Winterset,Winterset city,,
57775,,070802040202,,Onion Creek,Headwaters Beaverdam Creek,,,Truro,Truro city,,
57776,,070802070204,,Hardin Creek,Drainage Ditch No 9-East Branch Iowa River,,,Montrose,Montrose city,,
57777,,070600040704,,Spring Lake-Mississippi River,Dibble Creek,,,Keokuk,Keokuk city,,
57778,,070600060502,,Otter Creek,Johns Creek,,,Houghton,Houghton city,,
57779,,070600050205,,Allen Creek-Des Moines River,Little Menominee River-Mississippi River,,,Franklin,Franklin city,,
57780,,070802040603,,Crooked Creek,Kilson Creek,,,Fort Madison,Fort Madison city,,
57781,,070802020701,,Deception Hollow Public Fishing Site-Des Moines River,Dry Creek,,,Donnellson,Donnellson city,,
57782,,070600050202,,Brushy Creek,Frentress Lake-Mississippi River,,,Sibley,Sibley city,,
57783,,071000061102,,Prairie Creek-Maquoketa River,East Buttrick Creek,,,Ocheyedan,Ocheyedan city,,
57784,,070801050306,,Headwaters Linn Creek,Lundys Creek-Squaw Creek,,,Melvin,Melvin city,,
57785,,070600060410,,East Indian Creek,Pine Creek-Maquoketa River,,,Harris,Harris city,,
57786,,070801070101,,Drainage Ditch 5,Upper West Fork Crooked Creek,,,Ashton,Ashton city,,
57787,,070801060302,,Drainage Ditch 13-South Skunk River,Middle Creek,,,Plymouth,Plymouth city,,
57788,,070801051207,,Cordova Slough-Mississippi River,Rock Creek,,,Meservey,Meservey city,,
57789,,070801070204,,Pratt Creek,East Fork Crooked Creek,,,Mason City,Mason City city,,
57790,,070801051205,,Lytle Creek,Sugar Creek,,,Dougherty,Dougherty city,,
57791,,070801070603,,Helmer Creek-Buffalo Creek,Buckeye Creek,,,Clear Lake,Clear Lake city,,
57793,,070801051206,,Prairie Creek,Matrix Branch-South Skunk River,,,Wayland,Wayland city,,
57794,,070600040901,,Spring Creek,South Cedar Creek,,,Salem,Salem city,,
57795,,070801070802,,Gypsum Creek-Des Moines River,Shawnee Creek-Skunk Rvier,,,Rome,Rome city,,
57796,,070801070202,,Lower South Branch Lizard Creek,Phillips Creek,,,Olds,Olds city,,
57797,,070802020401,,Miller Creek-South Skunk River,Headwaters Coldwater Creek,,,New London,New London city,,
57800,,071000050301,,Spanish Bridge Skunk River State Wildlife Area-Skunk River,West Otter Creek,,,Mount Union,Mount Union city,,
57801,,070802020402,,Bear Creek,Palmer Creek,,,Mount Pleasant,Mount Pleasant city,,
57802,,070802011102,,Rocky Branch-Walnut Creek,Baskins Run,,,Hillsboro,Hillsboro city,,
57804,,070802011101,,Drainage Ditch 101-North Raccoon River,Headwaters Quarter Section Run,,,Chelsea,Chelsea city,,
57805,,070802011005,,Ditch No 4,Bloody Run-Cedar River,,,St. Charles,St. Charles city,,
57806,,070801020503,,Holliday Creek,Village of Oran-Little Wapsipinicon River,,,Patterson,Patterson city,,
57807,,070802040604,,Bradys Creek-Des Moines River,Feddeke Creek,,,Macksburg,Macksburg city,,
57808,,071000090303,,City of Vincent-Brushy Creek,Inghram Branch,,,East Peru,East Peru city,,
57809,,070802080507,,Little Volga River,Salt Creek,,,Earlham,Earlham city,,
57810,,070600060403,,French Hollow-Turkey River,Deer Creek,,,Searsboro,Searsboro city,,
57811,,070802050803,,Spring Creek-Little Wapsipinicon River,Village of Conrad-Wolf Creek,,,Wellsburg,Wellsburg city,,
57812,,070801050405,,Prairie Creek,Keigley Branch,,,Stout,Stout city,,
57813,,070802050201,,Brush Creek,Headwaters Beaver Creek,,,Reinbeck,Reinbeck city,,
57814,,070801070201,,Mud Creek-Brush Creek,Headwaters East Fork Crooked Creek,,,Morrison,Morrison city,,
57816,,070802070308,,Dry Ditch,Drainage Ditch No 7-Iowa River,,,Holland,Holland city,,
57822,,070600030601,,Drainage Ditch 6,Middle Fork Little Maquoketa River,,,Grundy Center,Grundy Center city,,
57823,,070802070501,,Yellow Spring Creek,Headwaters Beaver Creek,,,Wapello,Wapello city,,
57824,,071000060902,,Sand Creek,West Cedar Creek,,,Oakville,Oakville city,,
57825,,071000060901,,Soldier Creek,Welshs Slough,,,Morning Sun,Morning Sun city,,
57826,,070600060210,,Lower Lizard Creek,Allison Creek-Maquoketa River,,,Letts,Letts city,,
57828,,070801050201,,Little Cedar River,Headwaters-South Skunk River,,,Grandview,Grandview city,,
57832,,071000060603,,Silver Creek,Drainage Ditch 13-Lake Creek,,,Fredonia,Fredonia city,,
57833,,071000050604,,Middle South Branch Lizard Creek,Drainage Ditch 4-Boone River,,,Cotter,Cotter city,,
57834,,070802040606,,Badger Creek,McClure Creek,,,Columbus Junction,Columbus Junction city,,
57835,,071000060305,,Deer Creek,Poor Farm Creek,,,Columbus City,Columbus City city,,
57836,,070600040604,,Lower North Branch Lizard Creek,Nagle Creek-Volga River,,,Ottumwa,Ottumwa city,,
57837,,070600060405,,Bass Creek-Des Moines River,Kitty Creek,,,Kirkville,Kirkville city,,
57838,,071000030802,,Upper South Branch Lizard Creek,Drainage Ditch 51-East Fork Des Moines River,,,Eldon,Eldon city,,
57841,,070802080504,,Crane Creek,Stein Creek,,,Chillicothe,Chillicothe city,,
57843,,071000060701,,Copper Creek,Headwaters Purgatory Creek,,,Blakesburg,Blakesburg city,,
57847,,070802050505,,Bear Creek,Village of Reinbeck-Black Hawk Creek,,,Agency,Agency city,,
57848,,071000050202,,Walton Creek-Wapsipinicon River,Middle Branch Boone River,,,Montezuma,Montezuma city,,
57849,,071000050103,,Headwaters Honey Creek,Drainage Ditch 116-Prairie Creek,,,Malcom,Malcom city,,
57850,,070600060703,,Elk Creek,Buncombe Creek,,,Hartwick,Hartwick city,,
57853,,070600040608,,Village of Irvington-East Fork Des Moines River,Doe Creek-Volga River,,,Guernsey,Guernsey city,,
57854,,070802050809,,Bell Creek-Turkey River,Wolf Creek,,,Grinnell,Grinnell city,,
57857,,070600050204,,South Skunk River,Tetes Des Morts Creek,,,Deep River,Deep River city,,
57859,,070600050102,,Richland Creek,Catfish Creek,,,Brooklyn,Brooklyn city,,
57860,,070600030604,,Drainage Ditch 7-Des Moines River,Lower Little Maquoketa River,,,Victor,Victor city,,
57861,,070600061007,,Headwaters Prairie Creek,Maquoketa River,,,Dike,Dike city,,
57863,,070801040601,,Drainage Ditch 62-Silver Creek,Iowa Slough,,,Conrad,Conrad city,,
57864,,070801010404,,Purcell Creek,McCarty Creek-Mississippi River,,,Beaman,Beaman city,,
57865,,070802011004,,Sand Hagen Creek-Maquoketa River,Gizzard Creek,,,Eddyville,Eddyville city,,
57866,,071000030703,,Gran Creek-Beaver Creek,Drainage Ditch 79-Lotts Creek,,,West Union,West Union city,,
57867,,070802020604,,Headwaters South Beaver Creek,Drainage Ditch 20-Shell Rock River,,,Westgate,Westgate city,,
57868,,070801020904,,Headwaters Drainage Ditch 71,Silver Creek-Buffalo Creek,,,Waucoma,Waucoma city,,
57869,,070600060103,,Middle South Fork Iowa River,Plum Creek,,,Wadena,Wadena city,,
57872,,071000060503,,Village of Minburn-North Raccoon River,West Fork Camp Creek,,,St. Lucas,St. Lucas city,,
57874,,070801051104,,Lateral 3-North Raccoon River,Carson Creek-South Skunk River,,,Randalia,Randalia city,,
57875,,070802040306,,Upper North Branch Lizard Creek,Hartgrave Creek,,,Oelwein,Oelwein city,,
57876,,071000060101,,Headwaters North Branch Lizard Creek,Drainage Ditch 67,,,Maynard,Maynard city,,
57880,,070801010403,,Village of New Sharon-North Skunk River,Spencer Creek,,,Hawkeye,Hawkeye city,,
57881,,070600040203,,Headwaters Middle Creek,Middle Little Turkey River,,,Fayette,Fayette city,,
57882,,070600010904,,Pleasant Creek-North Skunk River,Hickory Creek,,,Elgin,Elgin city,,
57883,,070600060302,,Wallingslock Creek-Des Moines River,Beers Creek,,,Clermont,Clermont city,,
57887,,070802051202,,Dry Mill Creek,Wildcat Creek,,,Arlington,Arlington city,,
57888,,070802080302,,Coldwater Creek,Deer Creek,,,Wyoming,Wyoming city,,
57889,,070600060202,,Drainage Ditch 17-Des Moines River,South Fork Maquoketa River,,,Oxford Junction,Oxford Junction city,,
57891,,071000060103,,Luicks Creek,Little Cedar Creek,,,Onslow,Onslow city,,
57892,,071000050603,,Headwaters North Raccoon River,Drainage Ditch 3,,,Olin,Olin city,,
57893,,070802070304,,Middle Crane Creek,Wheeler Creek,,,Morley,Morley city,,
57894,,071000060204,,Drainage Ditch 9,Drainage Ditch 74-Cedar Creek,,,Monticello,Monticello city,,
57905,,070801070801,,Asher Creek,Sugar Creek,,,Martelle,Martelle city,,
57907,,070802050802,,West Kitty Creek,Little Wolf Creek,,,Center Junction,Center Junction city,,
57908,,071000061403,,East Fork Hardin Creek,Short Creek,,,Anamosa,Anamosa city,,
57910,,071000061404,,Fourth Slough-Mississippi River,McMahon State Wildlife Management Area-North Raccoon River,,,Riceville,Riceville city,,
57911,,071000060206,,Cedar Creek,Drainage Ditch 37-Cedar Creek,,,Lime Springs,Lime Springs city,,
57912,,070600030706,,Fitzgerald Creek-Turkey River,Plum Creek-Mississippi River,,,Elma,Elma city,,
57916,,070600030704,,Headwaters Beaverdam Creek,Lock and Dam No 10-Mississippi River,,,Cresco,Cresco city,,
57917,,070801010302,,Drainage Ditch No 9-East Branch Iowa River,Lower Duck Creek,,,Chester,Chester city,,
57918,,070801010602,,Dibble Creek,Pine Creek,,,Protivin,Protivin city,,
57919,,070801010702,,Johns Creek,Lower Muscatine Slough,,,Willey,Willey city,,
57920,,070801040602,,Little Menominee River-Mississippi River,Dolbee-Hawkeye Channel,,,Templeton,Templeton city,,
57923,,070802050304,,Kilson Creek,Hammers Creek-Beaver Creek,,,Scranton,Scranton city,,
57924,,070802081003,,Dry Creek,Mill Race-Iowa River,,,Rippey,Rippey city,,
57925,,070802080602,,Frentress Lake-Mississippi River,Headwaters Walnut Creek,,,Paton,Paton city,,
57926,,070801070902,,East Buttrick Creek,Brandywine Creek,,,Kimballton,Kimballton city,,
57928,,070801070702,,Lundys Creek-Squaw Creek,Church Creek-Cedar Creek,,,Gray,Gray city,,
57929,,070801070205,,Pine Creek-Maquoketa River,Williams Creek,,,Exira,Exira city,,
57933,,070801050303,,Upper West Fork Crooked Creek,Montgomery Creek,,,Brayton,Brayton city,,
57934,,070802040503,,Middle Creek,Drainage Ditch 35-Maynes Creek,,,Audubon,Audubon city,,
57935,,070801020703,,Rock Creek,Hunter Creek,,,Woden,Woden city,,
57936,,071000060307,,East Fork Crooked Creek,Outlet Creek,,,Klemme,Klemme city,,
57937,,070801020403,,Sugar Creek,Lower Crane Creek,,,Kanawha,Kanawha city,,
57945,,070802080603,,Buckeye Creek,Walnut Creek,,,Goodell,Goodell city,,
57947,,070802080801,,Matrix Branch-South Skunk River,Headwaters Big Bear Creek,,,Garner,Garner city,,
57949,,070802080407,,South Cedar Creek,Bennett Creek-Iowa River,,,Forest City,Forest City city,,
57950,,071000061503,,Shawnee Creek-Skunk Rvier,Frog Creek-North Raccoon River,,,Stanley,Stanley city,,
57951,,070802080903,,Phillips Creek,Village of Belle Plaine-Iowa River,,,Fairbank,Fairbank city,,
57953,,070802011002,,Headwaters Coldwater Creek,Drainage Ditch 3,,,Spillville,Spillville city,,
57954,,070802070201,,West Otter Creek,Drainage Ditch No 81,,,Ridgeway,Ridgeway city,,
57956,,070600040105,,Palmer Creek,Dry Run-Crane Creek,,,Ossian,Ossian city,,
57957,,071000030901,,Baskins Run,Bloody Run,,,Jackson Junction,Jackson Junction city,,
57958,,071000060309,,Headwaters Quarter Section Run,Buck Run,,,Ryan,Ryan city,,
57975,,071000020903,,Bloody Run-Cedar River,Drainage Ditch 35-Des Moines River,,,Varina,Varina city,,
57976,,070801050603,,Village of Oran-Little Wapsipinicon River,Dye Creek,,,Rolfe,Rolfe city,,
57977,,070802080503,,Feddeke Creek,Toogood Cemetery-Stein Creek,,,Pocahontas,Pocahontas city,,
57978,,070600060303,,Inghram Branch,Rat Run-Bear Creek,,,Plover,Plover city,,
57979,,070801060203,,Salt Creek,Sugar Creek,,,Palmer,Palmer city,,
57980,,070802080803,,Deer Creek,Stoney Creek-Big Bear Creek,,,Laurens,Laurens city,,
57981,,070600040902,,Village of Conrad-Wolf Creek,Carlan Creek-Turkey River,,,Havelock,Havelock city,,
57982,,071000020902,,Keigley Branch,Indian Creek,,,Fonda,Fonda city,,
57983,,071000060302,,Headwaters Beaver Creek,Lateral 4,,,Gilmore City,Gilmore City city,,
57985,,070600060203,,Headwaters East Fork Crooked Creek,Fenchel Creek-Maquoketa River,,,Manning,Manning city,,
57986,,070600040801,,Drainage Ditch No 7-Iowa River,Headwaters Elk Creek,,,Lidderdale,Lidderdale city,,
57987,,071000050605,,Middle Fork Little Maquoketa River,Drainage Ditch 46-Boone River,,,Lanesboro,Lanesboro city,,
57988,,070802050301,,Headwaters Beaver Creek,Johnson Creek,,,Halbur,Halbur city,,
57989,,070802050202,,West Cedar Creek,North Beaver Creek,,,Glidden,Glidden city,,
57990,,070801050803,,Welshs Slough,Peoria Cemetery-Indian Creek,,,Dedham,Dedham city,,
57991,,070801050406,,Allison Creek-Maquoketa River,City of Ames-South Skunk River,,,Carroll,Carroll city,,
57992,,070802080202,,Headwaters-South Skunk River,Brush Creek,,,Breda,Breda city,,
57993,,070802080505,,Drainage Ditch 13-Lake Creek,East Branch Salt Creek,,,Arcadia,Arcadia city,,
57995,,071000060202,,Drainage Ditch 4-Boone River,Headwaters Cedar Creek,,,Coon Rapids,Coon Rapids city,,
57997,,070802050504,,McClure Creek,Minnehaha Creek-Black Hawk Creek,,,Ralston,Ralston city,,
57998,,070600060801,,Poor Farm Creek,Cline Branch-North Fork Maquoketa River,,,Jefferson,Jefferson city,,
58001,,070802051302,,Nagle Creek-Volga River,East Otter Creek-Otter Creek,,,Grand Junction,Grand Junction city,,
58002,,070600050405,,Kitty Creek,Pleasant Creek,,,Dana,Dana city,,
58003,,070802050805,,Drainage Ditch 51-East Fork Des Moines River,Coon Creek,,,Churdan,Churdan city,,
58004,,070801070306,,Stein Creek,Walnut Creek,,,Walnut,Walnut city,,
58005,,070801050602,,Headwaters Purgatory Creek,Drainage Ditch 81-East Indian Creek,,,Underwood,Underwood city,,
58006,,070600060301,,Village of Reinbeck-Black Hawk Creek,Little Bear Creek-Bear Creek,,,Treynor,Treynor city,,
58008,,070802011201,,Middle Branch Boone River,Dry Run,,,Crystal Lake,Crystal Lake city,,
58009,,070802040201,,Drainage Ditch 116-Prairie Creek,West Branch Beaverdam Creek,,,Corwith,Corwith city,,
58010,,070801010401,,Buncombe Creek,Rock Creek,,,Britt,Britt city,,
58011,,070801051203,,Doe Creek-Volga River,Spring Creek-South Skunk River,,,Fort Atkinson,Fort Atkinson city,,
58012,,070801070102,,Wolf Creek,Middle West Fork Crooked Creek,,,Decorah,Decorah city,,
58013,,070802080102,,Tetes Des Morts Creek,Linn Creek,,,Castalia,Castalia city,,
58014,,070600040504,,Catfish Creek,Coulee Creek-Volga River,,,Calmar,Calmar city,,
58015,,071000050302,,Lower Little Maquoketa River,Headwaters Otter Creek,,,Masonville,Masonville city,,
58016,,070600040502,,Maquoketa River,Headwaters Volga River,,,Manchester,Manchester city,,
58017,,070802070502,,Iowa Slough,Beaver Creek,,,Hopkinton,Hopkinton city,,
58018,,071000050705,,McCarty Creek-Mississippi River,Prairie Creek-Boone River,,,Greeley,Greeley city,,
58019,,071000050702,,Gizzard Creek,Brewers Creek,,,Edgewood,Edgewood city,,
58021,,070801010705,,Drainage Ditch 79-Lotts Creek,Boston Bay-Mississippi River,,,Earlville,Earlville city,,
58023,,070801050908,,Drainage Ditch 20-Shell Rock River,Sugar Creek-South Skunk River,,,Dyersville,Dyersville city,,
58025,,070801020502,,Silver Creek-Buffalo Creek,Stoe Creek-Little Wapsipinicon River,,,Dundee,Dundee city,,
58026,,071000060801,,Plum Creek,Drainage Ditch 73-North Raccoon River,,,Delhi,Delhi city,,
58027,,070801060502,,West Fork Camp Creek,Rock Creek-Cedar Creek,,,Delaware,Delaware city,,
58035,,070801010701,,Carson Creek-South Skunk River,Upper Muscatine Slough,,,Colesburg,Colesburg city,,
58036,,071000061406,,Hartgrave Creek,Squirrel Hollow County Park-North Raccoon River,,,Oakland,Oakland city,,
58038,,070802080901,,Drainage Ditch 67,Buckeye Creek,,,Neola,Neola city,,
58039,,070802080406,,Spencer Creek,Raven Creek,,,Minden,Minden city,,
58043,,071000090203,,Middle Little Turkey River,Carruthers Creek,,,Macedonia,Macedonia city,,
58044,,070802050901,,Hickory Creek,Elk Run,,,McClelland,McClelland city,,
58045,,070801070402,,Beers Creek,North Walnut Creek,,,Hancock,Hancock city,,
58046,,070801070203,,Wildcat Creek,Village of Winfield East Fork Crooked Creek,,,Crescent,Crescent city,,
58047,,070801070604,,Deer Creek,Wolf Creek-Cedar Creek,,,Council Bluffs,Council Bluffs city,,
58048,,070600040602,,South Fork Maquoketa River,Mink Creek,,,Carter Lake,Carter Lake city,,
58049,,070802040302,,Little Cedar Creek,Headwaters Otter Creek,,,Carson,Carson city,,
58050,,071000060504,,Drainage Ditch 3,Headwaters Camp Creek,,,Whiting,Whiting city,,
58051,,071000050701,,Wheeler Creek,Lyons Creek,,,Ute,Ute city,,
58052,,070802080405,,Drainage Ditch 74-Cedar Creek,Davisons Creek-Iowa River,,,Turin,Turin city,,
58053,,070802080205,,Sugar Creek,North Timber Creek,,,Soldier,Soldier city,,
58054,,070802051404,,Little Wolf Creek,Weasel Creek-Prairie Creek,,,Rodney,Rodney city,,
58055,,071000090305,,Short Creek,Whippoorwill Creek,,,Prescott,Prescott city,,
58056,,070600050404,,McMahon State Wildlife Management Area-North Raccoon River,Spruce Creek-Mississippi River,,,Nodaway,Nodaway city,,
58060,,070802080802,,Drainage Ditch 37-Cedar Creek,Village of Brooklyn-Little Bear Creek,,,Corning,Corning city,,
58068,,070801060602,,Plum Creek-Mississippi River,Bridge Creek,,,Carbon,Carbon city,,
58069,,070802040605,,Lock and Dam No 10-Mississippi River,Big Marsh State Wildlife Area-West Fork Cedar River,,,Avoca,Avoca city,,
58073,,071000090706,,Lower Duck Creek,Bear Creek School-Bear Creek,,,West Branch,West Branch city,,
58074,,070600040501,,Pine Creek,North Branch Volga River,,,Tipton,Tipton city,,
58075,,070801070602,,Lower Muscatine Slough,Spring Creek-Cedar Creek,,,Stanwood,Stanwood city,,
58076,,071000090204,,Dolbee-Hawkeye Channel,North Cedar Creek,,,Mechanicsville,Mechanicsville city,,
58079,,071000090605,,Hammers Creek-Beaver Creek,Middle Soap Creek,,,Lowden,Lowden city,,
58080,,070801051106,,Mill Race-Iowa River,Van Zante Creek-South Skunk River,,,Clarence,Clarence city,,
58081,,070802020702,,Headwaters Walnut Creek,Beaver Creek,,,Bennett,Bennett city,,
58082,,071000060501,,Brandywine Creek,Drainage Ditch 1,,,Wilton,Wilton city,,
58083,,070801050601,,Church Creek-Cedar Creek,Headwaters East Indian Creek,,,Durant,Durant city,,
58084,,070801070704,,Williams Creek,Big Branch-Cedar Creek,,,Whitten,Whitten city,,
58085,,070801070709,,Montgomery Creek,Wolf Creek,,,Union,Union city,,
58086,,070801041201,,Drainage Ditch 35-Maynes Creek,Cedar Fork Creek,,,Steamboat Rock,Steamboat Rock city,,
58087,,070801070903,,Hunter Creek,North Branch Big Creek-Big Creek,,,Radcliffe,Radcliffe city,,
58088,,071000090901,,Outlet Creek,Upper Chequest Creek,,,Owasa,Owasa city,,
58089,,071000090704,,Lower Crane Creek,Brown Creek-Des Moines River,,,New Providence,New Providence city,,
58091,,071000090501,,Walnut Creek,Price Creek-Des Moines River,,,Williamson,Williamson city,,
58092,,071000090903,,Headwaters Big Bear Creek,Middle Chequest Creek,,,Russell,Russell city,,
58093,,071000090604,,Bennett Creek-Iowa River,Brush Creek,,,Lucas,Lucas city,,
58094,,071000061601,,Frog Creek-North Raccoon River,Little Walnut Creek-Walnut Creek,,,Derby,Derby city,,
58095,,071000061505,,Village of Belle Plaine-Iowa River,Hickory Creek-North Raccoon River,,,Chariton,Chariton city,,
58096,,071000091201,,Drainage Ditch 3,Stump Creek,,,Onawa,Onawa city,,
58097,,071000090603,,Drainage Ditch No 81,Bear Creek-Soap Creek,,,Moorhead,Moorhead city,,
58098,,071000091202,,Dry Run-Crane Creek,Holcomb Creek-Des Moines River,,,Mapleton,Mapleton city,,
58099,,071000090708,,Bloody Run,Village Creek,,,Castana,Castana city,,
58105,,070801060201,,Buck Run,Slater Creek,,,Blencoe,Blencoe city,,
58108,,070801060102,,Drainage Ditch 35-Des Moines River,Headwaters North Skunk River,,,Thayer,Thayer city,,
58110,,070600061002,,Dye Creek,Elwood Creek,,,Lorimor,Lorimor city,,
58111,,070802051506,,Toogood Cemetery-Stein Creek,Morgan Creek,,,Cromwell,Cromwell city,,
58112,,071000090710,,Rat Run-Bear Creek,Chippewa Creek-Des Moines River,,,Creston,Creston city,,
