comid,water,wetland,coniferous_forest,deciduous_short,deciduous_medium,deciduous_tall,grass_1,grass_2,cut_hay,corn,soybeans,barren__fallow,structures,roads__impervious
13337464,0.37345255372609,0.38226171324856,0.54741526833532,1.1426339708953,2.174396792593,2.9411168444916,10.785394945377,3.8561150735965,9.6525348842479,20.572076621919,9.7950531805156,1.1426339708953,0.24241824367755,0.3559212887823
13337122,0.092953075537115,0.26075056170097,0.14078630957081,2.5408049731173,0.31334515357945,0.095033343143659,9.1991902892132,5.0678850612667,0.66801785957835,14.713622235462,4.2343782526614,2.5408049731173,0.32357205923523,0.080536074481907
13335220,0.29082384501104,0.27235966004439,0.4365356045159,2.3929879644165,1.5982725539376,1.9468293064352,9.7760094311818,4.0638469357681,5.0884714628557,17.259724402582,7.8875475919811,2.3929879644165,0.29228363317033,0.23779149148607
13335348,0.29211650340145,0.19835508470877,0.49642084390764,4.9040673928903,1.581076615141,1.7563742026401,9.1243226727691,4.6679927419204,2.7340263011854,15.178864272664,6.1664369937583,4.9040673928903,0.29144494397436,0.17607982640469
13335196,0.16266631637824,0.13073102933948,0.40373311412058,13.171663926507,1.5253309378125,0.36819013881591,8.4757368768962,7.2672841912575,1.9095154155155,6.6363836675198,3.7074187698097,13.171663926507,0.86071797827082,0.058859472194444
13210896,0.15636588380717,0.046861534728173,0.17420431192034,3.9014385706811,1.8144797409511,2.496424427643,7.5492503810658,5.0229625304284,0.75722356616894,17.276877459865,7.1514328831322,3.9014385706811,0.29476366338811,0.11364025874555
13211350,0.082404458598726,0.016321656050955,0.22054140127389,7.5708598726115,0.96894904458599,0.49482484076433,5.4076433121019,3.9613853503185,1.0919585987261,18.084394904459,2.8415605095541,7.5708598726115,0.11703821656051,0.11504777070064
13211350,0.9484412470024,0.047961630695444,0.26169064748201,10.363009592326,1.8773980815348,2.1303956834532,5.9217625899281,3.9697242206235,1.9283573141487,13.976618705036,2.1756594724221,10.363009592326,0.23291366906475,0.79796163069544
13309795,0.32627662187611,0.38327086309009,0.29141231270299,3.8335956477042,1.0765177084944,0.43502488195853,10.382076802009,4.7051692610013,17.766605409438,36.773669702235,12.82610376732,3.8335956477042,0.40320144833923,0.90020833522867
13309795,0.29881055382612,0.32596399996432,0.24138041762182,2.7855696586419,0.96270660327711,0.61425729857017,8.0439921149575,3.4921060377661,6.6785150431269,27.020720535897,14.249538403903,2.7855696586419,0.29288339235222,0.37098901981072
13311735,0.31308167359408,0.24335112171713,0.2470971717781,3.9924213617947,1.0601098771421,0.63962657505868,8.2664586256179,4.6308888510103,4.0642741946058,21.7937771251,10.54699935752,3.9924213617947,0.40919401576042,0.27076979558656
13313687,0.21549791866795,0.27873839257125,0.21085494716619,1.8426192763369,0.23166826769132,0.057957092539225,5.0139289145053,2.0371437720141,6.5533141210375,28.438645177358,13.986871597823,1.8426192763369,0.19276336855588,0.34918347742555
13313687,0.33945649638442,0.14841380919058,0.41660835082808,7.7362439416323,1.535281082342,0.96174480989037,10.594951144286,5.4580125962211,2.5732446932587,19.549866521525,9.263017391079,7.7362439416323,0.20632143690226,0.18480289246559
13312469,0.30784773296694,0.17576722356283,0.29374444354643,5.1436595813465,1.3612907136507,1.0178051864082,8.5920090981515,5.0404971654871,2.9759932341158,20.332867649606,9.3802028610685,5.1436595813465,0.30183810370507,0.21608254147857
