comid,water,wetland,coniferous_forest,deciduous_short,deciduous_medium,deciduous_tall,grass_1,grass_2,cut_hay,corn,soybeans,barren__fallow,structures,roads__impervious,sum
22471909,0.0014797783280274,0.00059643123845458,0.01669791298196,0.01670262940691,0.010049325944268,0.095971605374978,0.053020913851005,0,0.42718800630603,0.32183704751798,0.001641315882561,0.0056866328656212,0.036115150641739,0.0023654836300751,4.57974e+07
22474229,0.00065604628449963,0.00024940099827988,0.016692226326337,0.011360519619207,0.0050783517905843,0.08732481945463,0.059383459103981,0,0.54947973870345,0.24267798546175,0.00065057162843982,0.002246738017431,0.019010134872545,0.0035977614739667,2.95909e+07
22474241,5.6560432257505E-5,0.00065337051056084,0.024872937675171,0.012373732266174,0.008173957641076,0.058651868011211,0.073509780692883,0.0058731832760265,0.35554985697362,0.40313646739287,0.010424672772978,0.0078280938484209,0.034163151203444,0.0012891877835245,1.38436e+07
22474413,0.00065654272812651,0.0008034461128997,0.007967715217444,0.0086938109281702,0.0087331099228229,0.060889876176977,0.068071472880575,0.0027437559996812,0.40761444012795,0.40627328396123,2.4951742636637E-6,0.0043665549614114,0.021306604934207,0.0013720339482321,2.88557e+07
7017365,0.001145828033117,0.0011352518299376,0.0097676142847797,0.011401910258554,0.0049680896687577,0.080596483321582,0.052819472813222,0.00014523198592747,0.37722033635476,0.43342322500297,0.0008721551467221,0.0028096719559797,0.019819538233035,0.0018675176088331,8.25438e+07
22475155,0.00099404282724199,0.00021119787473837,0.0025499516985993,0.0026256641442602,0.0012635646433747,0.05386129447754,0.022736556110127,0.0018623812590565,0.46630172274996,0.43031315408147,1.086781516664E-6,0.00099114474319755,0.013282643696667,0.0024434471099662,2.4844e+07
22474973,0.00052906596995428,0.00015125606381964,0.0038500943056972,0.0032252548455515,0.00092933310827175,0.065683441093799,0.032887956024923,0.00079987376980603,0.42444388994488,0.44877035645352,0,0.0012503394271204,0.016508707681694,0.00049934316265348,1.36259e+07
22474253,0.0027587654839387,8.0981374283915E-5,0.0082223088689601,0.0079183587774812,0.0033909600791818,0.14117033082391,0.059804744908671,0.00010149665576917,0.21557421792988,0.44735190906092,0.0034465672895234,0.022355718184817,0.07551663117483,0.0019878228007558,1.66705e+07
22474269,0.0007891369013305,0.00078005741692992,0.021934218414924,0.01703363156317,0.0092800112989139,0.097266642839025,0.06186760670556,0,0.50669864182443,0.23396534231097,0.0010231281850255,0.0036188230682316,0.037751631424816,0.0032906645606106,3.46936e+07
6598056,0.0080705343285788,0.0017889586874584,0.0026392727810214,0.0021175375064666,0.0011932599216614,0.054753085507353,0.016608528564038,0.00023412903702609,0.5299475278989,0.35866676520582,0.0054810139679255,0.0012507279580223,0.016688877392654,0.0004278176040204,3.38275e+07
6595028,0.01695772938549,0.0015111572652032,0.0043972199110422,0.0024131222200674,0.0011502586783943,0.07932762384971,0.034457651187669,1.576468085905E-5,0.40225710192617,0.42573021125924,0.0018962658976172,0.0018005517638301,0.021817755284609,0.00017341148944955,1.59851e+07
6948750,0.0017660491348361,0.0014763825540765,0.0013156364813272,0.0025417298483041,0.0019931434188208,0.045309894693941,0.055877061019976,0,0.52801189113379,0.34188567969457,0,0.0018118995247143,0.016879955887729,0.00075194639400169,1.66847e+07
6949904,0.0015450150971748,0.0038242632153438,0.022200501821584,0.023972612449144,0.023263895779879,0.069660278128234,0.062035354322895,0.0054573097259827,0.41572232539019,0.31089122946288,0.01440015309811,0.0052289383780106,0.036961073387863,0.0006092028975235,1.41086e+07
22472913,0.011267572300847,0.00064325270980262,0.0049023524400057,0.0040648459317461,0.002483551853079,0.048007951909878,0.013904482415866,0.001697164765466,0.59638472097316,0.28860699578738,0.010216216216216,0.001307805178208,0.015798456950821,0.00041406730723718,1.05635e+07
22472845,0.012515441420026,0.002025407711942,0.016431229663114,0.010393585721801,0.0046023225454475,0.068453519864388,0.034993959823081,0.0069477622118738,0.52588995187343,0.26486468055258,0.030673090037605,0.0020192701128149,0.019056368489761,0.00049802232917016,1.02646e+07
6947786,0.0048345133653294,0.0010740247209519,0.0078285091714296,0.0085856545360693,0.0028107853228046,0.06505748176983,0.047097245922684,0.019056694504828,0.29152485337449,0.52115592936218,0.0043652701887255,0.0018694947275056,0.023858491712426,0.00019816644111559,9.62827e+06
6606184,0.0083322450943331,0.0009680745042785,0.0015561874978522,0.0041744733495996,0.003241193855459,0.0399137427403,0.029107873122788,0,0.52738753909069,0.36268084813911,0.0018422798034297,0.0015405684044125,0.017950616859686,0.0010381284580226,5.8198e+07
6606174,0.0061590037703109,0.0005044943891905,0.0026681169498121,0.0029835216362256,0.0016086021779765,0.047781513355577,0.028520392214404,0,0.53549047002358,0.35299508987715,0.0013016184904722,0.0014935789883318,0.016259417802757,0.0017098455512246,4.70253e+07
6606256,0.0081950491354646,0.003360071265484,0.0025872259830102,0.011078773238527,0.0088693024730246,0.053525755490372,0.061809966734749,0,0.39901568562933,0.40005858536409,0.0036500688177393,0.0068985470027166,0.035743010886445,0.0018230481242652,2.49209e+07
2165369,0.0010561820590948,0.0019794784669636,0.0035154295006146,0.0067892487262728,0.0040711331330141,0.055314946663573,0.046811990772789,0,0.51218310223758,0.33191115645032,0.00039693116599968,0.0036638472409449,0.031112500263662,0.0010527304837383,5.21501e+06
6560899,0.00051040113422474,0.0015334034075631,0.006254613899142,0.0083495685545968,0.005386711970471,0.081447847661884,0.018971742159427,0,0.52795595101322,0.32113899141998,0.0021983548852331,0.0018381040846757,0.02311545136767,0.00062205138233641,1.63636e+07
6618238,0.0027387813281923,0.00064604782804873,0.0062389761680135,0.0063474199105788,0.0026557180360146,0.090275954715124,0.038222958283769,0.023391546002707,0.38296023216703,0.41138377291932,0.0067050535296772,0.0027387813281923,0.023940686656549,0.00085139874482136,3.90064e+06
19166495,0.00030725123500353,0.0013556369089626,0.012515525758645,0.0029998676781934,0.0014135938602682,0.13027831686662,0.020115031757234,0.0029589802399435,0.36549047282992,0.44141672547636,0.0058234827099506,0.00085863620324629,0.01297878440367,0.00034059633027523,2.2672e+07
19166081,0.00042623549460359,0.00069767913657389,0.0062624766696421,0.0038405826503287,0.0011368984825124,0.10535380994888,0.03510779301577,0.0050854093970624,0.47673275807659,0.34101319123229,0.0024431956504098,0.0010914550028402,0.020323176174633,0.00022397143552706,4.43628e+07
17555191,0.0032643556496428,0.000281820587457,0.012377877745435,0.0034584546176237,0.00091214607038899,0.096672400105848,0.033675178618682,0.0067041545382376,0.42316574049572,0.36004807268237,0.012024212754697,0.0067319396665785,0.038511378671606,0.00064143953426832,2.2674e+07
14795691,0.0003316138540899,5.5711127487104E-5,0.012263080324245,0.0045988209285188,0.0013377302873987,0.084062638172439,0.012323434045689,0.016011643330877,0.45786293294031,0.37990935887988,0.003876565954311,0.0018570375829035,0.023784672070744,0.0008310243183493,1.357e+07
17556305,0.00042969465928668,0.0023715681243356,0.028274073531029,0.014566731424801,0.0058730435101353,0.12415646420586,0.077801858436274,0.01172917964884,0.35878404384004,0.3058548073751,0.0053695337414318,0.01208093544958,0.049567922730105,0.0011798046259301,2.18248e+07
17556319,9.0427928292922E-6,2.5378160520917E-5,0.018745417832128,0.0056068232571556,0.0022971610816347,0.086502902444795,0.050236765597197,0.0043784619473444,0.53444526193308,0.27323236088198,0.0027493007230993,0.0015667367834235,0.017496345609708,0.0016166179954818,3.08533e+07
17556359,9.4599303135888E-5,2.6132404181185E-6,0.019503135888502,0.0069862369337979,0.0034682926829268,0.087246806039489,0.031004529616725,0.0065817073170732,0.52206097560976,0.30313995354239,0.00036585365853659,0.0013865853658537,0.016475958188153,0.0011869337979094,1.722e+07
17555159,0.0001952126782623,3.7558733822438E-5,0.0042538743714451,0.0023583175335916,0.00057497320913362,0.077897535240293,0.023375906767785,0.0066798903635314,0.47568883439123,0.38403006759542,0.0040428962987388,0.0020258531860523,0.018355092325447,0.00015116231143352,1.94096e+07
6566271,0.00013990705589737,0.0039763057991884,0.041095856787538,0.093538912161278,0.084356591176856,0.049541824846184,0.19339573242571,0,0.0025109634768949,0.032959156957717,0.018129009032596,0.095342976829428,0.26867309202775,0.018857998429114,1.22224e+06
6566521,0.0074877637402282,0.0015705153246228,0.0046102090619557,0.0086250120639181,0.0094766557440335,0.079080936251959,0.034743164928697,0,0.44132799610278,0.37887136876066,0.0053214287355635,0.0031581958812635,0.022336309865757,0.0018846597515522,4.35182e+07
14622890,0.0044134981563199,0.002710663120353,0.0019449313909206,0.0055804569908723,0.0034224445384755,0.079815732736908,0.11019162183401,0.0068820649217192,0.42504634387153,0.3377823449999,0.0026440186181466,0.0019145560055613,0.013876564105664,0.0012077615910053,1.98516e+07
14622672,0.0038934302606178,0.0062887608590734,0.0054897140444015,0.011174891409266,0.0074624457046332,0.12179808156371,0.14158421814672,0.0052684604247104,0.29997084137709,0.35633244851995,0.012458071911197,0.0019161739864865,0.020406008687259,0.0022546151061776,1.98912e+07
14623416,0.0037129592122893,0.0060985261583523,0.010491072819618,0.024764278814695,0.021863178886362,0.11980805783193,0.070875268750195,0.0034306546598947,0.26749083393056,0.39120940184256,0.0051885146293584,0.013048172498676,0.051368211136385,0.006294830648428,1.92558e+07
6949278,0.0068471359124779,0.0044464632602372,0.011447555353674,0.010822162731587,0.0086372026944748,0.096458331319887,0.097976244551613,0.0085841443496245,0.34001217732505,0.3030752578017,0.088643967875057,0.001847474171507,0.019546346319259,0.00091503899643378,1.03471e+07
6948406,0.00059264859834826,0.00036466209142724,0.0012707921367919,0.0021187623589624,0.0024776084680703,0.060537978364546,0.023309293939746,0,0.50485311413542,0.38084280046011,0,0.0020315226241712,0.01900837501454,0.0016261486565081,1.54746e+07
5135699,0.00040510684427896,0.0044333747709638,0.071653714952307,0.0099558718693477,0.001415752976734,0.38691179676315,0.11386707358027,0.04884878014293,0.18907460540967,0.13360748940984,0.017638585307512,0.0012975084397259,0.013310198959542,0.00021687002527499,1.69733e+07
22253177,0.00015905155188491,0.015948314906088,0.15771679765552,0.026245903823098,0.0031498601305448,0.32743395053506,0.16328315794148,0.0051392034101505,0.16874916744372,0.021451978153723,0.0018230984414546,0.013809511122952,0.077331024377248,0.0025312375116558,1.12605e+07
14621980,0.0022117048724292,0.00036885637535436,0.019120807364386,0.035383455613009,0.028708684157438,0.092421668453967,0.06317382117792,0,0.37747629614686,0.36476434176019,0.0011901829417198,0.0010583120095983,0.012086735398108,0.00071000074323392,1.88366e+07
13309017,0.00086019436861855,0.0063259899236113,0.010416570277819,0.013565867877067,0.0057265933380899,0.096071109401139,0.086703209200732,0.00067938918285796,0.5624490153727,0.15238650669771,0.00067719760484874,0.011835617038788,0.045215541697207,0.0035262490168338,8.21326e+06
13312723,0.0013632087305569,0.01684748181134,0.26594957350728,0.08003794530858,0.093630048921224,0.15461850852985,0.089678719267436,0,0.17689256146513,0.083593358003011,0,0.0017915046412444,0.02323029039137,0.0099432388359257,1.27552e+07
14795813,0.00058598603923142,0.00029168501506385,0.0099696106942452,0.0060115889203294,0.0025702289443967,0.054878638977664,0.040064179423344,0.0042366267434611,0.6370447235823,0.22567874536203,0.0044890716219692,0.0015055132391861,0.012165750336811,0.00025244487850818,6.88071e+06
14795867,0.00080454393585032,0.00016972936852656,0.0058249248245907,0.0039565653190778,0.0029208152355496,0.063616438356164,0.020733711994654,0.006031406615436,0.46362846642165,0.37764932991796,0.026241897761443,0.0036772469094554,0.022769796191113,0.00042766455061811,1.34685e+07
13375337,0.0002298823884548,0.00020323692979299,0.010921503291498,0.0091326003413405,0.0042376728471747,0.10989481139195,0.050460229185775,0.0045851087297257,0.36156552228582,0.40272143595221,0,0.0089570537901569,0.035906584156692,0.00029205512533234,1.72262e+07
14796819,0.002581491014939,0.0024140585532488,0.018077654021025,0.0048569847723063,0.0090305275565927,0.062870889364671,0.035108133464842,0.015999182082802,0.51287738458948,0.31211640084358,0.000590343765787,0.0024696288099305,0.017301835502418,0.00033630830667084,1.24707e+07
17206790,0.00083059461938245,0.0010346606542342,0.0069118771018037,0.0076822837052889,0.0059288061754815,0.072581014980128,0.02098842097218,0.00026769336594314,0.429490217059,0.42158233975339,0.0041678767960868,0.0029222714766127,0.019876375726078,0.0011326811372669,1.57008e+07
6609988,0.0013741625348968,0.0066371838045636,0.11118928894227,0.045866656912465,0.01960252413575,0.18834734713238,0.10371635095304,0,0.20772792384171,0.25460119079927,0.005183375064012,0.008355417947889,0.036424864719445,0.0027568206650635,8.47498e+06
6609988,0.0013741625348968,0.0066371838045636,0.11118928894227,0.045866656912465,0.01960252413575,0.18834734713238,0.10371635095304,0,0.20772792384171,0.25460119079927,0.005183375064012,0.008355417947889,0.036424864719445,0.0027568206650635,8.47498e+06
5103020,0.0043316328463374,0.0024303284381195,0.058104567322869,0.0072995087949693,0.0003943530362532,0.32646951119417,0.14961991590166,0.048494627050371,0.20172742540376,0.14785271425505,0.0076717007816347,0.0026405742931825,0.027202404252901,0.0007512027578195,1.58386e+07
13376213,0.0007675786063871,0.0020069715855076,0.021682335129045,0.025103576165159,0.016809267279321,0.09966902573853,0.061948522939333,0,0.4826408042492,0.25954224355689,0.0034329777120524,0.0021360750208326,0.0227045996033,0.0014471321432344,7.66827e+06
13376235,0.00029459480502559,0,0.032925974713151,0.012308628576967,0.0038426031121542,0.078436581873998,0.12936287120296,0.0057989414290231,0.59527536033839,0.068446099796771,0.031723284271275,0.0045018662437891,0.032425449558982,0.003354948604806,6.29339e+06
13312981,0.00010398125449051,0.048491008148809,0.12995219750662,0.031767897953952,0.046133558144657,0.085365360522506,0.27515317377506,0.01215443382568,0.33867922144036,0.021441259617363,0.00038992970433941,0.00051015802984406,0.0047798882923606,0.0034216331555783,5.53946e+06
6950330,0.0014513734584372,0.00024888173023743,0.0071904988307895,0.004911266143352,0.0031437692240518,0.065725735244176,0.057197387954706,0.015200997467519,0.53897012448938,0.26132484645016,0.018959548228719,0.0022853455720399,0.021520846877092,0.0012723532665121,1.03061e+07
13376323,0.0017537255869921,0.0011934219863627,0.0055006016475888,0.0072274844960044,0.0055579895714418,0.060874394495696,0.033412113171454,0.00044059115732313,0.59489062355373,0.26679590948203,0.0018746721791984,0.0016790595785382,0.017122273302274,0.0011894110024374,2.91699e+07
11919497,0.0046249151296482,0.001918041893689,0.041604035620297,0.0096962623377644,0.0011827419997419,0.077959969250279,0.04064753974177,0.009556878566659,0.45251917649105,0.30801007782822,0.031692637461914,0.0010160874908116,0.014117151947389,0.0010776991577494,8.91065e+06
13372991,0,0,0.043642730461291,0.014595173472799,0.0099468504048549,0.17801572956035,0.17167177575177,0.034198194726971,0.31933387351756,0.041967498285954,0.015309123258331,0.066823150105109,0.10127632689834,0.0012417626626927,3.52966e+06
13373197,0.00050368068545224,0.00045209075001508,0.0063061907922525,0.0028992186085802,0.0031945031074639,0.11664152537259,0.083414288300247,0.01687194533277,0.56861913956435,0.1466164846437,0.031981687081397,0.0018110782598202,0.017340327641344,0.001361702769565,1.32584e+07
6947600,0.00043041910235215,0.0028226431659515,0.028523647376507,0.0016944920450495,0.00022653636965903,0.054113195693191,0.074525934890427,0,0.36908412855989,0.43761792476576,0.0022698944239835,0.0026106051239506,0.023023344321186,0.0022408977686671,9.93218e+06
6947628,0.0014524500020408,0.0016144612863152,0.0060989713120716,0.00042951828854126,8.2889494279892E-5,0.080297313731503,0.013299996127637,0,0.28028056837912,0.53860693320384,0.058633014090167,0.00080157908672941,0.017285285335572,0.00095888074064694,9.55489e+06
6947624,0.013316938362587,0.0017151387540919,0.0026767120132914,0.00038714612360382,4.2193745784738E-5,0.079638844565807,0.007120379661463,0,0.29642874767647,0.57082627362603,0.0051861295257522,0.0010844532907832,0.020108650951621,0.0007846556233653,1.21582e+07
6947622,0.0070432953524178,0.0005291145523368,0.0010007637946862,0.00017348018109403,6.7223570173938E-5,0.045249052484983,0.0043651950567786,5.5296807723723E-5,0.51386034363533,0.4099276443078,0.00067982545966224,0.00059200111798339,0.015756337447866,0.00024395650466348,8.30066e+06
13372001,0.00051781771033812,0.0022450922793298,0.00065760418143879,0.00014951074735115,9.7242762504811E-6,0.04375438098904,0.12560361418934,0,0.55640147754975,0.24932504068664,0,0.0018573367638419,0.018860233787808,0.00057980997143494,7.40415e+06
13311345,0.0027585660932654,0.0030972050181148,0.020746663437986,0.0018155740376824,0.00020787735980851,0.082323625559974,0.024385355449796,1.6764303210364E-6,0.61119762319434,0.22374291009677,0.00042413687122221,0.0025045868996284,0.02466783395889,0.0014224511273994,1.07371e+07
13311949,0.0029054915770439,0.0018741791186828,0.026068335395451,0.0032287046730751,0.00058532406966784,0.052740839440373,0.015963643285429,0,0.51101932045303,0.35345134989372,0.0027775768535262,0.0018901684591225,0.019719425145141,0.0065276482345103,1.57605e+07
6947592,0.00077808697743,0.001860407554215,0.011480681307879,0.0010434957869092,0.00015879975531189,0.061448539473638,0.055074626337917,0,0.47064626656153,0.36751659247054,0.0043082787322893,0.0019469677414792,0.020341007535121,0.0013114504842491,2.82809e+07
