13085459,13085643
13085457,13085675
13085675,13088877
13085637,13085457
13085453,13085635
13085635,13085669
13085631,13085453
13085449,13085625
-1,13085455
13085455,13085449
13085625,13085627
13085427,13085681
13085681,13085621
-1,13085425
13085425,13085427
13085429,13085427
-1,13085435
13085435,13085429
-1,13085431
13085431,13085429
13085617,13085683
13085405,13085617
13085403,13085405
-1,13085399
13085399,13085403
13085997,13085401
13085401,13085403
-1,13085993
13085993,13085997
13085995,13085997
-1,13085999
13085999,13085995
-1,13085987
13085987,13085991
13085991,13085995
-1,13085411
13085411,13085405
-1,13085393
13085393,13085687
13085687,13088873
-1,13085367
13085367,13085373
-1,13085351
13085351,13085355
-1,13085347
13085347,13085353
-1,13085933
13085933,13085935
-1,13085939
13085939,13085947
-1,13085945
13085945,13085943
-1,13085949
13085949,13085951
-1,13085929
13085929,13085941
-1,13085919
13085919,13085925
-1,13085927
13085927,13085931
13085953,13085959
13085961,13085953
13085969,13085961
13085981,13085977
13085977,13085969
-1,13085989
13085989,13085981
13085963,13085961
13085957,13085963
-1,13085937
13085937,13085957
-1,13085965
13085965,13085963
-1,13085973
13085973,13085981
-1,13085985
13085985,13085969
-1,13085975
13085975,13085953
-1,13085979
13085979,13085955
13085365,13085361
13085967,13085365
-1,13085971
13085971,13085967
-1,13085983
13085983,13085967
-1,13085375
13085375,13085369
-1,13085383
13085383,13085377
13085337,13085341
-1,13085333
13085333,13085337
-1,13085335
13085335,13085337
13085319,13085325
13085317,13085319
-1,13085837
13085837,13085285
13085291,13085317
13085285,13085291
13085315,13085319
13085299,13085315
-1,13085295
13085295,13085299
-1,13085313
13085313,13085315
-1,13085297
13085297,13085299
-1,13085289
13085289,13085317
13085869,13085887
-1,13085839
13085839,13085869
13085841,13085871
-1,13085827
13085827,13085841
13085829,13085843
-1,13084821
13084821,13085829
13085883,13085901
13085881,13085883
13085875,13085881
13085867,13085875
13085859,13085867
13085851,13085859
13085845,13085851
-1,13085855
13085855,13085845
-1,13085879
13085879,13085883
13085873,13085881
-1,13085847
13085847,13085873
13085865,13085875
-1,13085833
13085833,13085865
-1,13085849
13085849,13085859
-1,13085861
13085861,13085851
-1,13085877
13085877,13085867
-1,13085891
13085891,13085899
13085889,13085893
-1,13085903
13085903,13085889
-1,13085895
13085895,13085889
-1,13085905
13085905,13085897
-1,13085907
13085907,13085909
-1,13085923
13085923,13085917
13085331,13085329
13085917,13085331
-1,13085343
13085343,13085345
-1,13085323
13085323,13085589
13085589,13085591
13085585,13085587
13085307,13085585
13085309,13085307
-1,13085311
13085311,13085309
-1,13085303
13085303,13085307
-1,13085293
13085293,13085305
13085305,13085309
13085511,13085581
13085581,13085583
13085507,13085511
13085661,13085507
13085663,13085689
13085689,13085661
13083151,13085257
13085257,13085663
-1,13083109
13083109,13083151
13085505,13085511
-1,13083395
13083395,13085505
13083153,13085679
13085679,13085261
-1,13083149
13083149,13083153
13085261,13085663
13083027,13083035
13083021,13083027
13083019,13083021
-1,13082985
13082985,13083019
-1,13083033
13083033,13083021
-1,13082991
13082991,13083019
-1,13082961
13082961,13083005
13083005,13083027
-1,13082967
13082967,13083029
13082907,13083381
-1,13082903
13082903,13082907
-1,13082931
13082931,13082917
13082917,13082907
-1,13082873
13082873,13082895
-1,13082861
13082861,13082871
13082839,13082843
-1,13082831
13082831,13082839
-1,13082833
13082833,13082839
-1,13082845
13082845,13082863
13082915,13082957
13082801,13082915
-1,13082783
13082783,13082801
-1,13082799
13082799,13082915
-1,13082959
13082959,13082969
13082813,13082913
13082789,13082813
-1,13082781
13082781,13082789
-1,13082791
13082791,13082813
13082793,13082815
13082761,13082793
13082747,13082761
-1,13082727
13082727,13082747
-1,13082745
13082745,13082761
13082759,13082793
13082669,13082759
-1,13082641
13082641,13082669
-1,13082671
13082671,13082759
-1,13082629
13082629,13082677
-1,13082441
13082441,13082407
-1,13082403
13082403,13082483
13082437,13082485
-1,13082425
13082425,13082437
-1,13082423
13082423,13082437
-1,13082431
13082431,13082439
-1,13082329
13082329,13082317
-1,13082301
13082301,13082313
-1,13083279
13083279,13082207
13080995,13080791
13080779,13080995
13080139,13079569
13079559,13080139
13079569,13080143
13080133,13079559
13080131,13080133
13079527,13080131
13080207,13079527
13080209,13080207
13080773,13080209
13080761,13080969
13080757,13080761
-1,13080997
13080997,13080757
13081007,13080987
13080765,13080975
-1,13081001
13081001,13080765
13080777,13080991
-1,13081005
13081005,13080777
-1,13080767
13080767,13080973
-1,13080771
13080771,13080977
13080769,13080971
-1,13081003
13081003,13080769
13080759,13080761
-1,13080999
13080999,13080759
13084275,13084279
13084271,13084275
-1,13084277
13084277,13084271
13084267,13084275
13080793,13084267
-1,13080787
13080787,13080793
13080789,13080793
-1,13080783
13080783,13080789
-1,13080785
13080785,13080789
13084959,13084269
-1,13080795
13080795,13084959
13084269,13084271
-1,13084281
13084281,13084285
-1,13084295
13084295,13084313
-1,13084297
13084297,13084299
-1,13084289
13084289,13084293
13084305,13084301
-1,13084325
13084325,13084305
-1,13084321
13084321,13084317
-1,13084329
13084329,13084955
13082319,13082333
-1,13084335
13084335,13082319
-1,13084353
13084353,13082335
13082335,13082349
-1,13082353
13082353,13082383
-1,13084361
13084361,13084957
13084957,13082385
13082385,13082419
13082445,13082435
13088861,13082445
-1,13084395
13084395,13088861
13082539,13083517
-1,13082567
13082567,13082539
-1,13082537
13082537,13082539
-1,13084457
13084457,13084867
-1,13084387
13084387,13084399
13084379,13084389
-1,13084365
13084365,13084379
-1,13084367
13084367,13084379
13084883,13084319
-1,13084311
13084311,13084883
-1,13084323
13084323,13084885
-1,13084339
13084339,13084349
13084351,13084363
13084345,13084351
13084355,13084345
-1,13084357
13084357,13084359
13084359,13084895
13084343,13084351
-1,13084337
13084337,13084343
-1,13084333
13084333,13084343
13084347,13084345
-1,13084937
13084937,13084347
13084369,13084897
-1,13084393
13084393,13084961
13084961,13084369
13084371,13084373
-1,13084381
13084381,13084371
-1,13084375
13084375,13084371
-1,13084385
13084385,13084377
-1,13084405
13084405,13084409
-1,13084435
13084435,13084411
13084425,13084417
-1,13084439
13084439,13084425
-1,13084437
13084437,13084425
13084443,13084449
13084451,13084447
13084447,13084443
-1,13084453
13084453,13084451
-1,13084445
13084445,13084443
-1,13084871
13084871,13084451
-1,13084869
13084869,13084443
-1,13084455
13084455,13084459
13084467,13084509
13084509,13084521
-1,13084465
13084465,13084467
-1,13084463
13084463,13084467
13084479,13084497
13084473,13084479
-1,13084471
13084471,13084905
13084905,13084907
13084907,13084473
-1,13084475
13084475,13084479
-1,13084483
13084483,13084481
-1,13084487
13084487,13084485
-1,13084507
13084507,13084501
-1,13084535
13084535,13084491
-1,13084537
13084537,13084515
13084939,13084533
-1,13084541
13084541,13084539
13084539,13084939
-1,13084555
13084555,13084953
13084953,13084939
-1,13082725
13082725,13082739
-1,13082741
13082741,13082795
13088859,13082887
-1,13084583
13084583,13088859
13082887,13082909
-1,13082853
13082853,13083373
-1,13084629
13084629,13084635
-1,13084619
13084619,13084623
-1,13084641
13084641,13084627
-1,13084643
13084643,13084631
-1,13083375
13083375,13083377
13082975,13082995
-1,13083389
13083389,13083015
13084713,13084727
13084697,13084713
-1,13084665
13084665,13084697
-1,13084695
13084695,13084713
-1,13084633
13084633,13084613
-1,13084621
13084621,13084609
-1,13084591
13084591,13084595
-1,13084573
13084573,13084589
-1,13084551
13084551,13084567
-1,13084587
13084587,13084615
-1,13084577
13084577,13084585
-1,13084569
13084569,13084579
13084503,13084511
13084499,13084503
13084495,13084499
13084477,13084495
-1,13084873
13084873,13084477
-1,13084517
13084517,13084503
-1,13084469
13084469,13084477
13084493,13084499
-1,13084877
13084877,13084493
-1,13084875
13084875,13084493
-1,13084427
13084427,13084879
13084415,13084901
13084397,13084401
13084401,13084415
-1,13084407
13084407,13084397
-1,13084423
13084423,13084397
13084421,13084415
-1,13084441
13084441,13084421
-1,13084431
13084431,13084421
-1,13084489
13084489,13084505
-1,13084513
13084513,13084525
13084527,13084545
-1,13084523
13084523,13084527
-1,13084519
13084519,13084527
-1,13084547
13084547,13084553
-1,13084557
13084557,13084559
-1,13084565
13084565,13084571
13084639,13084651
13084599,13084639
13084563,13084601
13084601,13084599
-1,13084581
13084581,13084563
-1,13084575
13084575,13084597
13084597,13084639
-1,13084561
13084561,13084563
13084607,13084599
13084603,13084607
-1,13084605
13084605,13084603
-1,13084611
13084611,13084603
-1,13084625
13084625,13084607
-1,13084675
13084675,13084683
-1,13084655
13084655,13084663
-1,13084691
13084691,13084689
13084705,13084693
-1,13084723
13084723,13084705
-1,13084711
13084711,13084705
-1,13084717
13084717,13084715
-1,13084743
13084743,13084747
13084659,13084703
-1,13084645
13084645,13084915
13084915,13084659
-1,13084671
13084671,13084681
-1,13084701
13084701,13084669
13084707,13084739
-1,13084719
13084719,13084707
-1,13084709
13084709,13084707
13084759,13084741
13084749,13084759
-1,13084729
13084729,13084749
13084763,13084759
13084771,13084763
-1,13084783
13084783,13084769
13084769,13084771
13084753,13084765
13084737,13084927
13084927,13084925
13084765,13084763
13084925,13084753
-1,13084735
13084735,13084737
-1,13084767
13084767,13084737
13084929,13084779
-1,13084795
13084795,13084929
13084779,13084771
-1,13084777
13084777,13084775
-1,13084791
13084791,13084933
13084933,13084931
-1,13085857
13085857,13084825
13084825,13084941
13085835,13084827
13084827,13084813
-1,13085863
13085863,13085835
-1,13085853
13085853,13085835
13084793,13084773
-1,13084817
13084817,13084793
-1,13084807
13084807,13084785
13084785,13084757
13084803,13084797
13084797,13084761
-1,13084811
13084811,13084803
-1,13084815
13084815,13084803
-1,13084799
13084799,13084781
13084781,13084751
-1,13084801
13084801,13084745
-1,13083055
13083055,13083023
-1,13083101
13083101,13083025
13083039,13083045
-1,13083079
13083079,13083391
13083049,13083041
13083067,13083069
13083071,13083091
-1,13083081
13083081,13083661
13083093,13083097
13083105,937050092
