HUC_12,FEATUREID
071000081102,22251499
071000081001,22253283
071000080904,22251471
071000081002,22252589
071000081201,22251371
071000081201,22251237
071000081102,22251703
071000081201,22251303
071000081002,22252681
071000080804,22252095
071000081002,22252817
071000081002,22252879
071000080904,22251385
071000081004,22254005
071000081002,22252963
071000081001,22253191
071000081001,22253947
071000081003,22252243
071000081103,22251019
071000080904,22251683
071000081001,22253175
071000080804,22251931
071000080904,22251487
071000081002,22252835
071000080904,22254307
071000081003,22252123
071000081001,22253955
071000081001,22253081
071000081202,22253723
071000081103,22250731
071000080701,22250893
071000081102,22251655
071000081103,22254283
071000081201,22253727
071000080804,22252043
071000081202,22253711
071000080701,22250705
071000081103,22250959
071000081102,22251281
071000080703,22250523
071000080703,22250521
071000080701,22251023
071000081102,22251535
071000080703,22250507
071000081103,22250765
071000081202,22253689
071000081101,22251443
071000081201,22251605
071000080803,22252897
071000080703,22253525
071000080701,22253653
071000080803,22252413
071000081102,22251501
071000080803,22252719
071000080703,22250505
071000080803,22252431
071000081103,22251041
071000081103,22250989
071000081201,22251251
071000080804,22251423
071000080803,22252837
071000080703,22250421
071000080803,22252643
071000081202,22250991
071000080803,22253941
071000081103,22253649
071000081102,22254293
071000081103,22253641
071000081102,22251701
071000081102,22251453
071000081202,22253685
071000080703,22250551
071000081101,22251685
071000081201,22251631
071000081103,22253643
071000081101,22251495
071000081103,22251103
071000080701,22250873
071000081103,22250939
071000081202,22253663
071000080803,22252595
071000080803,22252669
071000081103,22251263
071000081201,22251431
071000081103,22253651
071000080703,22250415
071000081103,22250761
071000081201,22251347
071000081103,22251299
071000081201,22251367
071000081101,22251569
071000081201,22251465
071000081103,22250897
071000080803,22252499
071000080505,22251189
071000081103,22253567
071000081201,22251449
071000081201,22251249
071000081101,22251739
071000081201,22251133
071000080803,22252439
071000080803,22252545
071000081103,22250757
071000081101,22251869
071000080804,22253873
071000081102,22251247
071000081103,22250935
071000081101,22251357
071000080701,22250815
071000081102,22251727
071000080701,22250829
071000081103,22253995
071000081103,22253611
071000081102,22251749
071000081101,22251875
071000081103,22254285
071000081103,22250557
071000080703,22253489
071000080703,22250629
071000081103,22251199
071000081201,22251601
071000080701,22251045
071000081102,22251149
071000080703,22250575
071000081101,22251361
071000081202,22250979
071000080804,22252089
071000081103,22251037
071000080701,22250577
071000080804,22251651
071000080703,22253501
071000081101,22251519
071000081202,22251039
071000080803,22252721
071000081101,22251853
071000081103,22254279
071000081103,22251197
071000081101,22251737
071000080701,22250753
071000081102,22251559
071000080804,22251983
071000081201,22251327
071000080803,22252555
071000080803,22252639
071000081201,22251451
071000081202,22251081
071000081201,22251207
071000081103,22250927
071000081103,22250941
071000080701,22253621
071000080701,22250993
071000080804,22252271
071000081201,22251135
071000080804,22251815
071000081201,22251301
071000081201,22251531
071000080703,22250413
071000080701,22250863
071000081201,22251617
071000081201,22251201
071000081101,22251595
071000081202,22253613
071000080703,22250419
071000081103,22251059
071000080701,22250955
071000080803,22252699
071000081201,22251455
071000080803,22252507
071000080703,22250213
071000081102,22251635
071000080701,22251071
071000080703,22250861
071000080404,22250251
071000080405,22250493
071000080505,22251355
071000080703,22250917
071000080404,22249189
071000080701,22250851
071000080702,22250879
071000080701,22251007
071000080404,22249195
071000081503,22250247
071000080701,22251035
071000080701,22251083
071000080701,22251077
071000080404,22250199
071000080703,22253513
071000080701,22251167
071000080405,22250677
071000080701,22250773
071000080702,22250613
071000080703,22250599
071000081503,22254233
071000080405,22250361
071000080405,22249219
071000080405,22250343
071000080701,22251173
071000080703,22250611
071000080404,22249217
071000080101,22248745
071000080405,22249359
071000080701,22251243
071000080405,22249365
071000080404,22249185
071000080703,22250531
071000080702,22253655
071000080405,22249221
071000080701,22250947
071000080701,22251005
071000080701,22251185
071000080405,22250371
071000080701,22250981
071000080701,22250767
071000080702,22253535
071000080405,22250369
071000080701,22250985
071000080404,22262089
071000080703,22250771
071000080701,22251289
071000080701,22251017
071000080405,22250297
071000081503,22249383
071000080701,22251175
071000080703,22250741
071000080703,22253523
071000080703,22253993
071000080701,22251075
071000080102,22248775
071000080701,22251047
071000080405,22250407
071000080701,22251111
071000080703,22253585
071000080701,22250889
071000080702,22250569
071000080701,22250971
071000080405,22250377
071000080703,22253527
071000080701,22251297
071000080701,22250877
071000080701,22251311
071000080405,22250455
071000080701,22251157
071000080701,22251323
071000080701,22250907
071000080405,22250477
071000080702,22253683
071000080701,22250871
071000080405,22250211
071000080404,22250185
071000080405,22250495
071000080701,22251183
071000080405,22250609
071000081503,22254245
071000080404,22250301
071000080701,22251203
071000080405,22250277
071000081504,22248893
071000081503,22249133
071000080102,22248751
071000080405,22250715
071000081507,22254163
071000080103,22249461
071000080405,22250299
071000081503,22249393
071000080102,22249297
071000080405,22250821
071000081504,22248859
071000080102,22248753
071000080101,22248727
071000080103,22248883
071000080405,22250565
071000081501,22248963
071000080102,22248787
071000080102,22248803
071000080102,22248747
071000081509,22253637
071000080103,22248873
071000080102,22248763
071000080103,22249035
071000080405,22253479
071000080103,22248911
071000081507,22254229
071000080103,22248875
071000080103,22248819
071000081503,22249071
071000080103,22248953
071000080101,22248737
071000081004,22251693
071000080103,22249303
071000080103,22248831
071000080102,22248767
071000080405,22250349
071000081507,22250621
071000080103,22248837
071000080101,22248731
071000081305,22256087
071000080102,22248791
071000090707,4995431
071000080405,22250547
071000080405,22250347
071000080103,22248815
071000080102,22248759
071000080102,22248807
071000080804,22251993
071000081506,22249129
071000081502,22248853
071000081502,22249079
071000080102,22248779
071000080103,22249299
071000081503,22249167
071000081503,22249123
071000080405,22250617
071000080103,22249305
071000080405,22250449
071000081503,22249095
071000080102,22249295
071000080101,22248739
071000080405,22250615
071000081503,22249143
071000080102,22249369
071000080405,22250543
071000080405,22250317
071000081502,22249021
071000080405,22253495
071000080101,22249293
071000081503,22249139
071000080103,22249009
071000080405,22250367
071000080405,22250355
071000081502,22248931
071000081503,22249315
071000080103,22248843
071000081504,22248919
071000081509,22250329
071000081509,22250457
071000081508,22249247
071000081504,22249085
071000081405,22254091
071000081503,22249465
071000081507,22250253
071000081505,22249111
071000081502,22248955
071000081501,22249031
071000081502,22248847
071000081509,22250459
071000081506,22253591
071000081501,22248991
071000081503,22249415
071000081507,22250233
071000081305,22256221
071000081507,22254161
071000081505,22249411
071000081501,22248961
071000081508,22253557
071000081509,22253623
071000081305,22255975
071000081507,22254187
071000081505,22249341
071000081504,22248887
071000081304,22255955
071000081507,22254221
071000080101,22248725
071000081501,22248941
071000081501,22249001
071000081501,22249339
071000081509,22249811
071000081405,22254053
071000090704,4995355
071000081505,22248965
071000081302,22253415
071000081504,22249127
071000091210,4998409
071000081501,22249033
071000081507,22254201
071000081507,22253675
071000081509,22249773
071000081503,22249313
071000080701,22251073
071000081507,22249235
071000081302,937100034
071000081509,22249805
071000081507,22250225
071000081507,22253669
071000081509,22250489
071000081405,22254089
071000081405,22254107
071000081507,22250583
071000081502,22249371
071000081305,22256225
071000081507,22254325
071000080404,22250259
071000081501,22249069
071000081507,22254205
071000081508,22250271
071000081506,22249119
071000081503,22262037
071000081507,22253487
071000080701,22251089
071000081302,22253413
071000081501,22249045
071000081502,22249105
071000081508,22253563
071000081305,22256223
071000081501,22248937
071000081503,22249317
071000081505,22253477
071000091206,4998285
071000081505,22248897
071000081304,22255967
071000081507,22250193
071000081507,22254211
071000081505,22249053
071000081509,22250491
071000081501,22249013
071000080102,22248795
071000081502,22248823
071000081504,22249355
071000081507,22250529
071000081506,22250587
071000081501,22248975
071000081506,22248995
071000081003,22251997
071000081509,22250337
071000081503,22249399
071000081502,22248771
071000081504,22249345
071000081503,22254249
071000081507,22254181
071000081501,22249057
071000081505,22249059
071000080804,22251985
071000081501,22248943
071000081507,22254179
071000081507,22254225
071000081507,22254173
071000081504,22249335
071000081405,22254129
071000081405,22254127
071000081507,22254177
071000081502,22249113
071000081508,22250221
071000081507,22254197
071000081503,22249181
071000081305,22256047
071000081509,22250659
071000080102,22248799
071000081503,22249307
071000081502,22248841
071000081505,22249417
071000081501,22248985
071000081507,22250245
071000080102,22248793
071000081503,22254231
071000081502,22249331
071000081506,22249151
071000081501,22249043
071000081501,22249375
071000081501,22249379
071000081504,22249429
071000081504,22249147
071000081503,22249405
071000081304,22255961
071000081504,22248851
071000090802,5000135
071000081507,22250195
071000081501,22249067
071000081503,22249391
071000081507,22249237
071000081502,22248835
071000081508,22253587
071000081507,22254203
071000081501,22248993
071000081503,22249387
071000081509,22253645
071000081507,22250581
071000081503,22249321
071000081501,22248987
071000081503,22249161
071000081505,22253491
071000081504,22248971
071000081509,22253581
071000081304,22256075
071000081501,22249055
071000081506,22253509
071000081502,22248849
071000081502,22249353
071000081505,22248977
071000080102,22248801
071000081503,22254241
071000081507,22250399
071000081304,22253427
071000081507,22249239
071000081507,22262075
071000080101,22248723
071000081507,22254207
071000081501,22249163
071000081507,22250823
071000081503,22249447
071000091206,4998239
071000081501,22249373
071000081507,22254213
071000081505,22249349
071000081505,22249015
071000081507,22254209
071000081503,22249449
071000081507,22254223
071000081503,22249309
071000081503,22249445
071000091202,5001055
071000081506,22249039
071000081501,22249091
071000081505,22248905
071000081507,22254185
071000081502,22248867
071000081405,22251055
071000081506,22262129
071000081507,22253991
071000081507,22254227
071000081509,22250699
071000081505,22249107
071000081501,22248945
071000081507,22253543
071000081507,22254217
071000080404,22254025
071000081003,22253881
071000081503,22249389
071000081502,22248981
071000081505,22249357
071000081506,22253561
071000081509,22250883
071000081504,22248923
071000081501,22248939
071000081509,22250809
071000081505,22248907
071000080404,22249213
071000081504,22248877
071000081504,22248857
071000081506,22254157
071000081507,22254183
071000081501,22249017
071000081507,22254175
071000081505,22249097
071000081504,22248863
071000081501,22249437
071000081506,22254159
071000081501,22249093
071000081509,22253599
071000081405,22253721
071000081504,22249333
071000081505,22249243
071000081506,22249193
071000081509,22250745
071000081502,22249343
071000081503,22249441
071000081503,22249027
071000081505,22248903
071000090505,4995299
071000091206,4998233
071000081506,22249101
071000081506,22249065
071000081502,22248783
071000081507,22253493
071000081507,22254195
071000081305,22256003
071000081504,22248947
071000081501,22249003
071000081508,22253529
071000081501,22249169
071000081507,22253515
071000081504,22249077
071000081504,22249073
071000091202,5001067
071000081507,22250217
071000081507,22254323
071000081503,22254247
071000081507,22253483
071000081305,22255991
071000080404,22250231
071000081505,22249081
071000081507,22254169
071000081507,22250589
071000081507,22262119
071000081509,22253577
071000090707,4995435
071000091202,5001065
071000081509,22250719
071000081501,22249377
071000081506,22250593
071000081501,22249005
071000081305,22254321
071000081501,22249029
071000080804,22252317
071000081505,22249463
071000081502,22249023
071000081502,22248929
071000081504,22248891
071000081504,22248827
071000081504,22249049
071000081501,22248973
071000081507,22254171
071000081505,22249155
071000081503,22249037
071000080803,22252323
071000081506,22254273
071000081505,22248925
071000081505,22249061
071000091203,4998177
071000081507,22254165
071000081507,22254219
071000081504,22248869
071000081405,22254125
071000081507,22250673
071000081509,22250747
071000081501,22249329
071000090802,4997387
071000080404,22249215
071000081503,22248989
071000081405,22254071
071000091210,4998417
071000091102,4997875
071000081509,22254147
071000091102,4997795
071000090204,4996055
071000090308,4994227
071000091210,4998383
071000081405,22254041
071000081405,22254043
071000091203,5001149
071000081002,24810468
071000081503,22249413
071000091211,5002725
071000091206,4998267
071000090505,4995303
071000081405,22254047
071000090302,5001827
071000091206,4998263
071000090802,4999619
071000090802,4997421
071000090704,4995377
071000090402,4994065
071000090710,5001035
071000090802,4999867
071000081508,937100091
071000091211,5002715
071000090710,5001023
071000090402,4994103
071000091101,4997671
071000081503,22262071
071000091102,4997857
071000081405,22254059
071000081405,22254109
071000091203,5001107
071000081305,937100061
071000090307,4999123
071000081509,22254037
071000090709,5000965
071000090710,5000991
071000090709,4995475
071000090703,4994599
071000090703,4994563
071000090705,4994909
071000091203,5001153
071000090704,4995363
071000081503,22262133
071000091210,4998411
071000090710,5000997
071000091202,5001079
071000090710,5001051
071000091211,5002739
071000081405,22254057
071000081405,22254055
071000091209,4998317
071000090505,4995255
071000081405,22254063
071000081507,937100062
071000081405,22254099
071000091203,4998171
071000090802,4999409
071000091210,4998421
071000091101,4997531
071000091102,4997929
071000081509,22254035
071000081507,22254269
071000080405,22250209
071000090607,5000081
071000091210,4998399
071000081405,22254051
071000091210,4998405
071000090402,4994031
071000091103,5002695
071000081509,22249815
071000081509,22249809
071000081509,22254031
071000081405,22254075
071000091212,5002747
071000081506,22249245
071000091103,4998025
071000081405,22254049
071000081508,22254145
071000080404,22262091
071000090401,4993663
071000090710,5001031
071000090505,4995341
071000091203,4998191
071000090704,4995345
071000090402,4993983
071000081508,937100092
071000090707,4995467
071000091101,4997601
071000090402,4994061
071000091102,4997889
071000081405,22254061
071000091103,4997961
071000091209,4998327
071000091206,4998203
071000090402,4994141
071000091210,4998389
071000090402,4993945
071000090802,4999481
071000081507,937100064
071000091102,4997925
071000091210,4998427
071000081508,22254149
071000091209,4998307
071000081507,22262131
071000091101,4997717
071000091203,5001133
071000090707,4995419
071000090204,4996051
071000081001,24810472
071000091203,4998189
071000081405,22254121
071000091212,5002751
071000090710,5001001
071000091209,4998351
071000081302,24810464
071000091103,5002623
071000091209,4998295
071000091101,4997539
071000091211,5002717
071000090705,4994913
071000081305,937100093
071000081405,22254079
071000081405,22254105
071000091210,4998423
071000091206,4998291
071000090802,4999461
071000081305,937100094
071000091103,4998037
071000081509,167121023
071000090710,5000981
071000091101,4997627
071000081405,22254073
071000080405,22254253
071000091206,4998215
071000090710,5000987
071000090707,4995447
071000091209,4998371
071000091103,4998013
071000091211,4998431
071000091203,4998165
071000090802,4999989
071000081507,22254193
071000090505,4995249
071000090201,4996217
071000081405,22254097
071000091203,5001113
071000091101,4997513
071000091203,4998211
071000090101,4996169
071000090707,4995405
071000090101,4996173
071000091209,4998357
071000090704,4995375
071000080405,22250183
071000081509,22254039
071000091102,4997917
071000091209,4998365
071000091209,4998323
071000090402,4995117
071000091203,4998163
071000090802,4999931
071000081503,22249427
071000090707,4995429
071000090802,4997397
071000091101,4997739
071000091203,4998207
071000081509,167121025
071000091103,5002611
071000091210,4998395
071000081503,22249421
071000090709,5000973
071000081509,22249819
071000090710,5000985
071000081507,24810460
071000091203,5001119
071000091209,4998321
071000091103,5002633
071000080405,22250179
071000090710,5001045
071000081507,937100063
071000081405,22254103
071000091202,5001073
071000091206,4998289
071000090710,5001019
071000090707,4995451
071000091101,4998127
071000090707,4995417
071000091209,4998343
071000091103,4997981
071000091203,4998181
071000091103,4997947
071000091212,5002741
071000081509,22262127
071000090709,4995479
071000091103,5002641
071000091103,5002737
071000091103,4998003
071000091211,5002731
071000091102,4997903
071000081405,22254077
071000090309,4995131
071000081405,22254095
071000091203,5001135
071000091209,4998373
071000080404,22249455
071000090704,4995349
071000091206,4998229
071000081405,22254067
071000081509,22249821
071000080404,22249459
071000091206,4998223
071000091103,5002699
071000081509,22254139
071000091203,5001141
071000081509,22254143
071000081503,22249423
071000090501,4995205
071000090802,4997411
071000090710,5001033
071000081405,22254115
071000091203,5001127
071000091202,5001075
071000091101,4998087
071000091101,4997637
071000080804,24810504
071000090704,4995387
071000080405,22254255
071000090402,4994189
071000090402,4994167
071000090709,4995471
071000081509,22254029
071000091102,4997921
071000081509,22254133
071000081508,22254131
071000081405,22254093
071000090710,5001013
071000091103,4997989
071000091202,5001061
071000090802,4999965
071000081507,22254153
071000091209,4998333
071000091202,5001085
071000090707,4995459
071000081405,22254113
071000090707,4995425
071000091206,4998249
071000091211,5002723
071000091101,4997589
071000090502,4993995
071000091202,5001103
071000081004,24810480
071000081004,24810476
071000091209,4998341
071000081509,22254141
071000091102,4997765
071000080404,22249451
071000081405,22254045
071000091209,4998355
071000091103,5002613
071000090707,4995441
071000080404,22249453
071000090402,4993941
071000091211,4998435
071000091103,4997987
071000090704,4995367
071000081405,22254087
071000091206,4998201
071000081506,22254155
071000090802,4999479
071000090802,4999491
071000091203,4998173
071000091203,4998225
071000081509,22254135
071000091102,4997913
071000090204,4996065
071000090402,4994261
071000090505,4993813
071000081503,22249431
071000081509,22249807
071000091101,4997567
071000090710,5001005
071000081405,22254111
071000081509,22249813
071000080405,22250175
071000091203,5001157
071000090802,5000041
071000091206,4998271
071000090707,4995463
071000090709,5000959
071000091103,5002627
071000090802,4999807
071000080701,24810500
071000090308,4994229
071000091202,5001097
071000080404,22249457
071000091206,4998257
071000090710,5001007
071000091209,4998305
071000091202,5001087
071000081509,22254033
071000080404,22262093
071000091210,4998393
071000081405,22254083
071000090707,4995403
071000081405,22254065
071000091203,5001121
071000081405,22254101
071000090704,4995369
071000081405,22254119
071000081405,22254117
071000091206,4998251
071000081509,167121024
071000091203,5001101
071000080405,22254251
071000090704,4995357
071000090709,4995477
071000081506,22254151
071000091203,5001159
071000090709,5000961
071000091102,4997799
071000090707,4995413
071000090707,4995443
071000091101,4997597
071000081405,22254085
071000091211,5002735
071000081506,22253533
071000091209,4998379
071000091206,4998279
071000091212,5002647
071000090102,4995891
071000090505,4995327
071000090204,4994083
071000090101,4996063
071000090505,4995343
071000090505,4995321
071000090503,4994373
071000090102,4995889
071000090102,4995921
071000090503,4994151
071000090204,4996145
071000090505,4995229
071000090401,4993819
071000090101,4996005
071000090702,937100067
071000090307,4999227
071000090308,4994423
071000090102,4993771
071000090101,4996199
071000090101,4995989
071000090204,4996057
071000090201,4996233
071000090505,4995269
071000090501,4995213
071000090102,4995909
071000090505,4993809
071000090204,4994131
071000090703,4994631
071000090309,4993969
071000090302,4999285
071000090307,4999171
071000090901,5000481
071000090401,4993737
071000090310,4993961
071000090307,4999085
071000090201,4996191
071000090201,4996369
071000090705,4994783
071000090503,4994411
071000090503,4994205
071000090705,4994903
071000090702,4994897
071000090503,4995135
071000090310,4993981
071000090505,4993779
071000090505,4995293
071000090401,4993717
071000090401,4993871
071000090503,4994149
071000090102,4993777
071000090302,4999279
071000090201,4996261
071000090705,4994607
071000090501,4995199
071000090204,4996121
071000090102,4993753
071000090503,4994129
071000090307,4994803
071000090101,4996023
071000090302,4999283
071000090307,4994923
071000090101,4995963
071000090705,4994615
071000090703,4994613
071000090705,4994815
071000090705,4994921
071000090310,4994035
071000090503,4994495
071000090705,4999197
071000090102,4995861
071000090505,4993875
071000090102,4995911
071000090102,4995887
071000090102,4993761
071000090710,4999571
071000090308,4994307
071000090505,4995231
071000090102,4995939
071000090102,4995867
071000090204,4994123
071000090505,4995267
071000090505,4995331
071000090309,4995961
071000090309,4995995
071000090401,4993743
071000090401,4993709
071000090705,4994867
071000090204,4994059
071000090310,4993967
071000090302,5001829
071000090310,4993977
071000090309,4993881
071000090102,4995863
071000090503,4994589
071000090307,4994759
071000090503,4994305
071000090401,4993827
071000090308,4994287
071000090502,4994111
071000090201,4996493
071000090201,4996243
071000090204,4994087
071000090402,4993893
071000090705,4995407
071000090308,4994439
071000090102,4995915
071000090301,4999231
071000090502,4995265
071000090201,4996211
071000090101,4996081
071000090302,5001837
071000091210,4997909
071000090702,4994775
071000090307,4994717
071000090503,4994143
071000090310,4994005
071000090307,4995071
071000090606,4999605
071000090204,4994085
071000090101,4995987
071000090705,4994671
071000090204,4996115
071000090304,4994839
071000090302,5001867
071000090904,5000661
071000090505,4995325
071000090201,4996429
071000090102,4995897
071000090505,4993831
071000090310,4995127
071000090302,4999257
071000090204,4994137
071000090307,4999125
071000090401,4993801
071000090505,4995225
071000090703,4994755
071000090302,5001855
071000090307,4994619
071000090503,4994489
071000090201,4996337
071000090308,4994203
071000090502,4994107
071000090102,4995899
071000090102,4995913
071000090705,4994947
071000090102,4995875
071000090308,4994233
071000090501,4995251
071000090101,4996275
071000090505,4995263
071000090401,4993675
071000090401,4993767
071000090705,4994597
071000090101,4996143
071000090102,4993773
071000090310,4993963
071000090501,4995185
071000090505,4995219
071000090307,4999173
071000090308,4994377
071000090307,4995051
071000090703,4995399
071000090201,4996361
071000090705,4994741
071000090703,4994695
071000090505,4995289
071000090310,4993949
071000090302,5001857
071000090702,4994961
071000090503,4995305
071000090302,5001869
071000090308,4994187
071000090201,4996285
071000090505,4993887
071000090604,5000857
071000090602,4999949
071000090503,4994251
071000090309,4996507
071000090309,4993919
071000090505,4995275
071000090602,4999541
071000090607,5000873
071000090505,4995217
071000090703,4994749
071000090501,4993843
071000090503,4994113
071000090310,4994053
071000090503,4994145
071000090401,4993657
071000090904,5000729
071000090505,4995245
071000090201,4996219
071000090102,4993757
071000090302,5001853
071000090307,4994551
071000090201,4996297
071000090302,5001825
071000090308,4994313
071000090101,4996131
071000090310,4995257
071000090307,4994945
071000090702,4994893
071000090605,5000895
071000090302,5001841
071000090901,5000357
071000090302,5001843
071000090204,4996099
071000090102,4996471
071000090307,4994993
071000090101,4996015
071000090201,4996355
071000090302,5001863
071000090505,4995337
071000090101,4996225
071000090307,4999117
071000090401,4993687
071000090102,4995917
071000090308,4994383
071000090308,4994147
071000090401,4993859
071000090204,4994177
071000090501,4993795
071000090102,4993783
071000090401,4993661
071000090401,4995107
071000090705,4994989
071000090307,4994955
071000090705,4995041
071000090703,4994571
071000090309,4993943
071000090302,5001839
071000090602,4999613
071000090505,4993851
071000090201,4996213
071000090505,4995313
071000090307,4994889
071000090702,4995171
071000090201,4996157
071000090309,4995983
071000090201,4996271
071000090503,4995395
071000090401,4993697
071000090307,4994519
071000090703,4994689
071000090302,5001823
071000090501,4993823
071000090607,4999833
071000090307,4994809
071000090505,4995243
071000090702,4994871
071000090401,4993841
071000090307,4994697
071000090307,4994497
071000090308,4994159
071000090505,4995133
071000090401,4993707
071000090308,4994319
071000090502,4994331
071000090307,4994639
071000090302,5001861
071000090201,4996263
071000090201,4996289
071000090102,4993775
071000090505,4995309
071000090502,4994179
071000090204,4994071
071000090310,4994047
071000090302,5001885
071000090201,4996351
071000090307,4994585
071000090101,4995967
071000090702,937100068
071000090607,5000867
071000090606,4999783
071000090101,4995951
071000090606,4999841
071000090302,4999243
071000091002,4997729
071000091209,4998381
071000090602,5000139
071000091001,4997699
071000090904,5000639
071000090904,5000739
071000090302,5001813
071000090304,4994813
071000090308,4994359
071000090604,4999623
071000090902,5000591
071000090402,4994193
071000090602,4999759
071000091206,4997475
071000090902,5000585
071000090607,4999915
071000090402,4994195
071000090904,5000667
071000091001,5000803
071000090602,4999907
071000090602,4999995
071000090904,4997493
071000090606,4999521
071000090602,5000001
071000090903,5000385
071000090904,5000647
071000090901,5000493
071000091204,4997585
071000090607,5000031
071000090604,4999639
071000090304,4994939
071000090607,4999959
071000090904,5000743
071000090602,5000883
071000091202,5000065
071000090904,5000935
071000090901,5000435
071000090304,4999299
071000091204,4997569
071000090307,4994705
071000091206,4998081
071000090704,4994299
071000090304,4999103
071000090602,4999905
071000090903,5000565
071000091002,4997779
071000091001,5000797
071000090904,5000625
071000091204,4997581
071000090705,4999209
071000090304,4999143
071000091204,4997575
071000090904,5000655
071000090602,5000243
071000090705,4999187
071000090302,5001905
071000090607,5000045
071000090904,5000681
071000091002,4997797
071000090302,5001811
071000090710,5001053
071000090904,5000735
071000091209,4998137
071000090904,5000659
071000090607,4999895
071000090607,4999963
071000090606,4999579
071000090306,4994455
071000090302,5001877
071000090904,5000737
071000090605,5000141
071000090605,5000247
071000090902,5000629
071000090307,4994777
071000090705,4999195
071000090607,4999901
071000090602,5000077
071000090705,4999277
071000090904,5000725
071000090302,4999133
071000091002,4997755
071000091206,4998077
071000090605,5000887
071000090901,5000925
071000090602,4999909
071000090307,4994951
071000090602,5000193
071000090606,4999881
071000090302,5001887
071000090903,5000407
071000090902,5000601
071000090606,4999665
071000090903,5000537
071000090604,4999731
071000090602,4999425
071000090903,5000909
071000090701,4994437
071000090606,4999483
071000090904,5000679
071000091002,4997809
071000090902,5000929
071000090605,5000275
071000090901,5000445
071000090904,5000715
071000090904,5000671
071000090901,5000541
071000090602,4999793
071000090307,4994805
071000090304,4994907
071000090901,5000349
071000090710,4999413
071000091202,5000361
071000090606,4999653
071000090704,4994323
071000090607,5000871
071000090607,4999969
071000091210,4998145
071000090702,4995011
071000090704,4994365
071000090705,4999311
071000091206,4998269
071000090607,5000017
071000090704,4994401
071000090606,4999885
071000090606,4999523
071000091210,4998385
071000091001,5000809
071000090901,5000535
071000090606,4999747
071000090704,4995365
071000091212,5002663
071000090902,5000547
071000090902,5000599
071000091212,5002745
071000091206,4998227
071000090705,4999309
071000090705,4995047
071000090606,4999569
071000090605,5000267
071000091210,4997955
071000090604,4999641
071000090304,4999191
071000091001,5000805
071000090606,4999421
071000090606,4999477
071000090705,5000837
071000090904,5000733
071000090903,5000345
071000090606,4999791
071000090606,4999457
071000090901,5000391
071000090902,5000621
071000090304,4994997
071000090705,4999115
071000090606,4999763
071000091002,4997781
071000090704,4994277
071000091212,5002655
071000090304,5001205
071000091209,4998345
071000091202,5000351
071000090602,5000859
071000091210,4998407
071000090605,5000263
071000091207,4997533
071000090704,4994409
071000090704,4994451
071000091002,4997801
071000090604,4999607
071000090904,5000697
071000090602,4999675
071000091002,4997811
071000090604,4999651
071000090904,5000741
071000090602,4999829
071000090901,5000575
071000090705,4999199
071000091202,5000369
071000090602,5000023
071000090605,5000161
071000090607,5000075
071000090602,4999987
071000090307,4994835
071000091206,4998265
071000091206,4998109
071000090606,5000851
071000090602,4999567
071000090101,4995999
071000090605,5000277
071000090607,4999911
071000090607,4999943
071000090902,5001197
071000090904,5000669
071000091002,4997767
071000090904,4997511
071000090704,4994293
071000090605,5000093
071000090606,4999437
071000090704,4995373
071000090903,5000329
071000091210,4997939
071000090607,5000053
071000091204,4997573
071000090602,4999713
071000090602,5001181
071000091204,4997565
071000090902,5000569
071000090602,4999753
071000090602,5000003
071000091002,4997747
071000090904,5000653
071000091001,5000817
071000090602,5000113
071000090705,4999129
071000090602,4999601
071000090903,5000469
071000090605,5000223
071000090602,4999921
071000091002,4998133
071000091206,4998221
071000090301,4999657
071000090606,4999511
071000090904,5000727
071000090607,5000019
071000090710,5000849
071000090607,4999967
071000090606,4999691
071000091210,4998401
071000091206,4997445
071000090302,5001875
071000090307,4994659
071000091001,4997681
071000090605,5000251
071000090904,5000665
071000090605,5000005
071000091002,4998135
071000090606,4999475
071000091002,4997803
071000090602,4999535
071000090903,5000605
071000091002,4997775
071000091002,4997771
071000090606,4999735
071000090604,4999903
071000090101,4995949
071000090606,4999563
071000090606,4999689
071000091210,4997893
071000090902,5000643
071000090607,4999971
071000090607,4999983
071000090904,5000603
071000090606,5001183
071000090604,4999757
071000090705,4999289
071000090710,5001017
071000090904,5000721
071000091206,4998219
071000090606,4999473
071000091002,4997773
071000090901,5000577
071000090304,4995063
071000090607,4999977
071000090602,4999699
071000091001,5000787
071000090902,5000649
071000091204,4997591
071000090602,4999919
071000090901,5000551
071000090605,5000205
071000090606,4999871
071000091002,4997703
071000091211,5002603
071000090303,4999555
071000091002,4997707
071000091210,4997965
071000090901,5000359
071000091002,4997705
071000091002,4997713
071000091210,4997979
071000090702,4994969
071000090904,5000633
071000091206,4998195
071000090603,4999899
071000091207,4998097
071000090301,4999591
071000090601,5000365
071000090303,4999447
071000091203,5001161
071000090703,4994557
071000091210,4997897
071000090306,4994479
071000091201,4999695
071000090602,5000863
071000091002,4997769
071000091210,4998397
071000090701,4994427
071000091201,5001071
071000090801,4997391
071000091208,4997885
071000090602,4999773
071000090402,4993953
071000091210,5002605
071000090501,4993723
071000091210,4997995
071000091206,4998107
071000091210,4998011
071000091210,4998047
071000091211,5002601
071000091206,4997527
071000091202,5000395
071000091211,5002635
071000091204,4997675
071000091209,4998315
071000090607,5000101
071000091206,4998283
071000090601,5000115
071000090702,4995163
071000091210,4997915
071000090601,5001193
071000091207,4997541
071000090801,4997371
071000090701,4994465
071000090605,5000389
071000090303,4999303
071000091210,4998019
071000091101,4997603
