HUC_12,FEATUREID
070801010102,14803103
070801010204,14804337
070801010705,14807159
070801010705,14807197
070801010203,14803729
070801010603,14806211
070801010204,14804323
070801010605,14806365
070801010705,14806849
070801010203,14803733
070801010401,14804363
070801010605,14806385
070801010501,14805677
070801010603,14805925
070801010601,14805195
070801010102,14802681
070801010705,14807075
070801010605,14806007
070801010603,14806249
070801010605,14806001
070801010605,14805437
070801010102,14802689
070801010204,14804331
070801010705,14807103
070801010605,14806055
070801010601,14806177
070801010204,14804327
070801010204,14804325
070801010605,14806333
070801010601,14806171
070801010605,14806399
070801010705,14806817
070801010102,14809443
070801010705,14806821
070801010605,14806323
070801010102,14802683
070801010402,14804575
070801021003,6950660
070801010603,14806247
070801010601,14805947
070801010603,14806327
070801010605,14806019
070801010603,14805319
070801010605,14806123
070801010603,14805425
070801010406,14804127
070801010501,14805671
070801010605,14806397
070801010705,14805761
070801010705,14806847
070801010402,14804375
070801010401,14796819
070801010705,14806789
070801010603,14806057
070801010605,14806011
070801010605,14807031
070801010605,14805527
070801010605,14806355
070801010201,14803507
070801010601,14804525
070801010705,14807109
070801010705,14806797
070801010705,14806795
070801010705,14806875
070801010603,14805229
070801010603,14806161
070801010605,14806401
070801010603,14805957
070801010705,14807111
070801010705,14806813
070801010705,14807049
070801010605,14806021
070801010204,14804541
070801010605,14806369
070801010201,14803503
070801010705,14806851
070801010401,14804367
070801010605,14806153
070801010603,14806033
070801010601,14804137
070801010402,14803659
070801010402,14804385
070801010603,14806287
070801010402,14804543
070801010705,14807191
070801010605,14805363
070801010102,14802675
070801010605,14806037
070801010402,14809499
070801010102,14803035
070801010605,14806411
070801010705,14807155
070801010705,14807059
070801010204,14804569
070801010605,14805993
070801010401,14809497
070801010605,14806727
070801010204,14803459
070801010605,14806031
070801010705,14807215
070801010603,14805259
070801010705,14807193
070801010605,14807037
070801010705,14807047
070801010603,14805235
070801010705,14807237
070801010603,14806243
070801010705,14807087
070801010705,14806899
070801010603,14806299
070801010402,14804377
070801010603,14806027
070801010605,14806265
070801010204,14809465
070801010705,14807205
070801010402,14804229
070801010605,14806151
070801010402,14809495
070801010605,14806723
070801010605,14806421
070801010605,14806043
070801010601,14805185
070801010501,14805663
070801010601,14805901
070801010406,14804133
070801010404,14804425
070801010705,14807153
070801010603,14805273
070801010204,14809485
070801010705,14807065
070801010102,14802739
070801010601,14806143
070801010601,14804521
070801010603,14806303
070801010601,14805211
070801010705,14806811
070801010402,14804361
070801010401,14804373
070801010705,14807145
070801010605,14806047
070801010501,14805777
070801010603,14805265
070801010603,14805271
070801010601,14806181
070801010601,14806117
070801021003,6950930
070801021003,6950658
070801021003,6950926
070801021003,6950650
070801021003,6950642
070801021003,6950632
070801021003,6950932
070801021003,6950638
070801021003,6950662
070801021003,6950944
070801021003,6950628
070801021003,6950640
070801021003,6950644
070801021003,6950652
070801021003,6950626
070801021003,6950620
070801021003,6950636
070801021003,6950934
070801021003,6950946
070801030602,14795777
070801021003,6950600
070801021003,6950950
070801030104,14797373
070801030501,14795713
070801021003,6950942
070801021003,6950646
070801021003,6950630
070801030501,14795545
070801030607,14796281
070801030607,14796271
070801020906,6950622
070801030203,14797309
070801020906,6950614
070801030604,14795871
070801030607,14796277
070801030602,14795661
070801021003,6950940
070801021003,6950618
070801030607,14796149
070801030203,14794957
070801030502,14796115
070801030604,14796805
070801030303,14796393
070801021003,6954334
070801030203,14794955
070801030406,14797545
070801030202,14795321
070801030401,14795547
070801030202,14797463
070801030601,14795385
070801030607,14796155
070801030409,14796817
070801030203,14794945
070801030203,14797313
070801030607,14796289
070801030401,14795483
070801030607,14796419
070801030409,14796157
070801030406,14795915
070801030406,14795889
070801030501,14795687
070801030607,14796397
070801030401,14795455
070801030607,14796139
070801030501,14795609
070801021003,6954332
070801030601,14795601
070801030303,14796593
070801030502,14795313
070801030603,14796221
070801030406,14795939
070801030406,14795925
070801030406,14795699
070801030607,14796059
070801030203,14794949
070801030602,14795991
070801030203,14794959
070801030303,14796401
070801030104,14797349
070801030601,14795495
070801030607,14796079
070801030602,14796801
070801030406,14795679
070801030406,14797569
070801030602,14795897
070801030602,14795887
070801030603,14796045
070801030502,14796023
070801030201,14794925
070801030406,14795803
070801030101,14797323
070801030604,14795801
070801030604,14795561
070801030607,14796823
070801030403,14795695
070801030201,14799705
070801030502,14796765
070801030201,14799713
070801030502,14795339
070801030405,14795537
070801030201,14794905
070801030401,14795391
070801030607,14796163
070801030202,14797539
070801030501,14795877
070801030606,14796511
070801030303,14796351
070801030606,14796525
070801030406,14795837
070801030406,14795909
070801030104,14797397
070801021003,6950920
070801030603,14796173
070801030201,14794671
070801030603,14795971
070801030604,14795749
070801030203,14797319
070801030607,14796815
070801030201,14794915
070801030607,14796953
070801020906,6950612
070801030303,14796543
070801030501,14795643
070801030602,14795873
070801030201,14794903
070801030603,14796215
070801030201,14794893
070801030201,14794881
070801030607,14796867
070801021003,6950936
070801030409,14795935
070801030402,14795279
070801030409,14796317
070801030101,14797353
070801030303,14796589
070801030203,14794951
070801030203,14797317
070801030201,14799709
070801030104,14797377
070801030403,14795509
070801030502,14795781
070801030409,14795733
070801030605,14796117
070801030203,14794947
070801030502,14795319
070801030502,14796791
070801030303,14796565
070801030203,14797315
070801030607,14796241
070801030406,14797549
070801030601,14795399
070801030502,14795755
070801030406,14795815
070801030406,14795927
070801030502,14795329
070801030607,14796159
070801030607,14796287
070801030604,14795787
070801030602,14795905
070801030101,14794843
070801030601,14795349
070801030104,14794869
070801030303,14796599
070801030405,14796775
070801030104,14797445
070801030603,14795969
070801030501,14795607
070801030602,14795917
070801030502,14796015
070801030201,14794889
070801030602,14795895
070801030406,14795743
070801030502,14795441
070801030501,14795807
070801030601,14795433
070801030404,14796799
070801030201,14794859
070801030202,14797521
070801030303,14796481
070801030602,14795907
070801030405,14795883
070801030405,14795333
070801030104,14797391
070801030104,14794737
070801030405,14795403
070801030102,14797477
070801030406,14795913
070801030502,14795817
070801030201,14794669
070801030603,14796997
070801030202,14795359
070801030104,14797321
070801030202,14795357
070801030303,14796893
070801030409,14795973
070801030203,14795271
070801030201,14794899
070801030409,14796009
070801030601,14795493
070801030502,14795651
070801030406,14795983
070801030602,14795793
070801030201,14794661
070801030409,14796871
070801030603,14796197
070801030603,14796161
070801030502,14795843
070801030201,14794875
070801030303,14796851
070801030202,14797511
070801030203,14794953
070801030502,14795717
070801030104,14794841
070801030602,14795867
070801030607,14796169
070801030405,14795323
070801030405,14795405
070801030405,14795617
070801030405,14796779
070801030603,14796137
070801030603,14796089
070801030201,14794969
070801030403,14795671
070801030501,14795549
070801030606,14796545
070801030502,14795849
070801030603,14795985
070801030502,14795485
070801030406,14795919
070801030202,14797541
070801030501,14795611
070801030604,14795841
070801030601,14795521
070801030501,14795663
070801030603,14796109
070801030603,14795993
070801030202,14797437
070801030502,14796769
070801030602,14795659
070801030409,14796345
070801030104,14797395
070801030409,14796331
070801030202,14797535
070801030401,14795303
070801030502,14795377
070801030401,14795423
070801030203,14795285
070801030502,14796025
070801030405,14795665
070801030405,14796789
070801030601,14795619
070801030502,14795757
070801030303,14796613
070801030409,14795941
070801030303,14796361
070801030604,14796795
070801030502,14795413
070801030303,14796371
070801030406,14795761
070801030607,14796335
070801030605,14796119
070801030401,14795445
070801030203,14794963
070801030303,14796373
070801030405,14795595
070801030501,14795523
070801030405,14795533
070801030104,14794697
070801030405,14795415
070801030607,14796441
070801030409,14795937
070801030607,14796291
070801030601,14795503
070801030401,14795341
070801030409,14796855
070801030602,14796075
070801030203,14795293
070801030406,14795691
070801030202,14797531
070801030603,14796135
070801030402,14795309
070801030405,14795789
070801030501,14795689
070801030502,14795701
070801030402,14795373
070801030409,14795765
070801030203,14794935
070801030502,14795875
070801030601,14795427
070801030602,14795899
070801030605,14796111
070801021003,14794961
070801030104,14794823
070801030406,14797551
070801030603,14796183
070801030303,14796603
070801030101,14797383
070801030603,14796465
070801030603,14796065
070801030603,14796187
070801030603,14796091
070801030502,14796013
070801030607,14796035
070801030502,14795947
070801030603,14796177
070801030404,14795773
070801030502,14795949
070801030603,14796087
070801030303,14796507
070801030502,14796001
070801030203,14795289
070801030502,14796785
070801030202,14797499
070801030406,14795953
070801030409,937080113
070801030602,14796043
070801030406,14795835
070801030602,14795863
070801030603,14796237
070801030502,14795797
070801030603,14796247
070801030201,14794895
070801030201,14794983
070801030406,14795955
070801030201,14799707
070801030502,14795823
070801030303,14796533
070801030402,14795355
070801030401,14795591
070801030104,14797619
070801030201,14794643
070801030603,14796167
070801030408,14796421
070801030604,14795559
070801030402,14795361
070801030606,14796551
070801030202,14797465
070801030203,14799711
070801030603,14796191
070801030409,14795943
070801030501,14795515
070801030101,14797341
070801030202,14797523
070801030607,14796053
070801030406,14795959
070801030406,14795731
070801030405,14795891
070801030401,14795543
070801030601,14795431
070801030601,14795707
070801030401,14794339
070801030603,14795979
070801030303,14796595
070801030501,14795739
070801030603,14796085
070801030409,14795921
070801030406,14795903
070801030402,14795327
070801030303,14796571
070801030605,14796113
070801030603,14796249
070801030201,14794909
070801030409,14796305
070801030203,14795259
070801030604,14795585
070801030402,14795693
070801030104,14797419
070801030501,14795719
070801030502,14796759
070801030401,14795473
070801030404,14795851
070801030203,14797311
070801030409,14796853
070801030502,14795967
070801030406,14795791
070801030607,14796939
070801030303,14796615
070801030404,14795847
070801030502,14796761
070801030405,14795857
070801030603,14796265
070801030502,14795471
070801030607,14796821
070801030605,14796081
070801030203,14794977
070801030502,14795491
070801030602,14796949
070801030409,14795945
070801030405,14795369
070801030502,14795653
070801030601,14795501
070801030607,14796881
070801030606,14796473
070801030203,14797613
070801030501,14795829
070801030303,14796609
070801030303,14796375
070801030401,14794341
070801030604,14795747
070801030405,14795667
070801030101,14794847
070801030104,14797601
070801030202,14797443
070801030104,14794821
070801030201,14794873
070801030104,14794839
070801030102,14797447
070801030607,14796405
070801030202,14795305
070801030201,14794913
070801030409,937080112
070801030201,14795007
070801030401,14795283
070801030303,14796555
070801030405,14795379
070801030603,14795977
070801030104,14797401
070801030402,14795307
070801030405,14795461
070801030104,14797363
070801030601,14795397
070801030603,14796181
070801030606,14796901
070801030604,14796807
070801030303,14796519
070801030501,14795705
070801030607,14796235
070801030104,14797335
070801030604,14795725
070801030203,14797339
070801030104,14794801
070801030602,14795767
070801030402,14795463
070801030104,14794819
070801030607,14796825
070801030202,14797503
070801030502,14795477
070801030602,14796811
070801030502,14795541
070801030406,14795923
070801030603,14795995
070801030409,14796301
070801030601,14795557
070801030502,14795809
070801030402,14795277
070801030203,14794807
070801030104,14797421
070801030102,14797493
070801030401,14795425
070801030405,14795417
070801030404,14795885
070801030402,14795275
070801030202,14797481
070801030403,14795263
070801030501,14795669
070801030607,14796895
070801030401,14795571
070801030601,14795393
070801030502,14796773
070801030502,14795421
070801030405,14795735
070801030103,14797455
070801030203,14794735
070801030502,14796041
070801030601,14795683
070801030203,14794729
070801030203,14794921
070801030602,14795723
070801030601,14795597
070801030405,14795569
070801030102,14797609
070801030501,14795647
070801030501,14796783
070801030501,14795831
070801030603,14796843
070801030203,14794811
070801030203,14794791
070801030203,14794765
070801030103,14797423
070801030406,14795697
070801030502,14795487
070801030103,14797385
070801030407,14796039
070801030104,14794753
070801030501,14795745
070801030601,14795363
070801030406,14795911
070801030102,14797527
070801030101,14797337
070801030602,14795989
070801030409,14796877
070801030402,14795467
070801030401,14795529
070801030407,14796261
070801030603,14796957
070801030409,14796005
070801030501,14795563
070801030401,14795525
070801030203,14794937
070801030607,14796983
070801030607,14796141
070801030601,14795635
070801030502,14796787
070801030502,14795451
070801030405,14795675
070801030104,14797599
070801030201,14794679
070801030202,14797471
070801030201,14794777
070801030203,14797603
070801030601,14795365
070801030502,14795331
070801030104,14797387
070801030203,14797325
070801030502,14795853
070801030604,14795957
070801030601,14795577
070801030502,14795819
070801030601,14795347
070801030101,14794845
070801030603,14796189
070801030502,14795505
070801030203,14794795
070801030203,14794727
070801030203,14794749
070801030401,14795261
070801030402,14795295
070801030404,14795769
070801030403,14795429
070801030202,14797433
070801030603,14796165
070801030405,14796767
070801030601,14795579
070801030102,14797469
070801030402,14795371
070801030604,14795869
070801030501,14795645
070801030602,14795865
070801030201,14794653
070801030203,14794803
070801030202,14797491
070801030401,14795581
070801030603,14796027
070801030404,14795845
070801030601,14795383
070801030102,14797607
070801030502,14795627
070801030502,14795981
070801030603,14795931
070801030602,14795779
070801030603,14796955
070801030405,14796781
070801030402,14795273
070801030405,14795763
070801030407,14796061
070801030401,14795447
070801030401,14795527
070801030201,14794829
070801030601,14795407
070801030607,14796037
070801030502,14795317
070801030102,14797409
070801030104,14794717
070801030405,14795567
070801030604,14795727
070801030603,14796377
070801030401,14795443
070801030102,14797461
070801030501,14795513
070801030201,14794709
070801030407,14796021
070801030406,14795987
070801030201,14794783
070801030502,14795703
070801030102,14797501
070801030103,14797415
070801030405,14795637
070801030405,14795737
070801030603,14796029
070801030409,14796809
070801030601,14795603
070801030602,14795861
070801030502,14795783
070801030104,14794705
070801030403,14795337
070801030101,14797389
070801030402,14795465
070801030406,14795859
070801030501,14795711
070801030402,14795345
070801030102,14797605
070801030104,14794799
070801030502,14795641
070801030104,14797403
070801030601,14795657
070801030604,14795811
070801030405,14795459
070801030502,14795795
070801030406,14797559
070801030201,14794633
070801030201,14794793
070801030202,14797479
070801030401,14795245
070801030603,14796213
070801030604,14796793
070801030603,14796517
070801030601,14795629
070801030201,14794861
070801030201,14794877
070801030501,14795511
070801030604,14795587
070801030401,14797515
070801030601,14795439
070801030405,14796771
070801030603,14796211
070801030201,14794681
070801030406,14795901
070801030203,14794943
070801030502,14795475
070801030601,14795589
070801030104,14794721
070801030103,14797453
070801030501,14795833
070801030601,14795519
070801030408,14796423
070801030601,14795615
070801030502,14795715
070801030102,14797487
070801030501,14795729
070801030104,14794761
070801030201,14794675
070801030203,14794809
070801030406,14797565
070801030405,14795565
070801030502,14795353
070801030203,14794763
070801030104,14797405
070801030501,14796797
070801030603,14796207
070801030404,14795775
070801030603,14795933
070801030603,14796083
070801030502,14795625
070801030603,14796199
070801030203,14797369
070801030406,14795685
070801030203,14797355
070801030202,14797505
070801030104,14794817
070801030405,14795539
070801030601,14795599
070801030202,14797497
070801030501,14795605
070801030601,14795555
070801030603,14796447
070801030502,14795785
070801030405,14795613
070801030102,14797459
070801030601,14795633
070801030502,14795621
070801030104,14797381
070801030202,14797417
070801030403,14795267
070801030401,14794355
070801030201,14794683
070801030603,14796201
070801030501,14795479
070801030405,14795499
070801030104,14797393
070801030409,14795961
070801030601,14795631
070801030405,14795367
070801030601,14795401
070801030202,14797429
070801030601,14795381
070801030603,14796131
070801030603,14796121
070801030203,14794805
070801030201,14794725
070801030202,14797439
070801030603,14796251
070801030405,14795535
070801030501,14795575
070801030202,14797537
070801030401,14795573
070801030401,14795553
070801030402,14795291
070801030502,14795531
070801030502,14795551
070801030502,14795639
070801030501,14795649
070801030604,14795839
070801030202,14797519
070801030201,14794827
070801030407,14796125
070801030406,14795951
070801030402,14795325
070801030201,14794691
070801030203,14794775
070801030501,14795821
070801030501,14795481
070801030402,14795343
070801030102,14797431
070801030502,14795419
070801030202,14797489
070801030407,14796033
070801030104,14794769
070801030301,14796643
070801030302,14796499
070801030605,14796503
070801030301,14796911
070801030302,14796907
070801030303,14796461
070801030203,14795011
070801030401,14795655
070801030409,14795997
070801030401,14795287
070801030403,14795709
070801030202,14797427
070801030201,14794655
070801030303,14796487
070801030202,14797525
070801030104,14794699
070801030202,14797509
070801030104,14794693
070801030403,14795673
070801030407,14797581
070801030409,14796063
070801030407,14796387
070801030605,14796489
070801030409,14796343
070801030606,14796581
070801030406,14795963
070801030401,14796947
070801030406,14795741
070801030201,14794637
070801030104,14794695
070801030401,14795299
070801030201,14794719
070801030203,14797375
070801030401,14796763
070801030406,14795813
070801030203,14794751
070801030201,14794667
070801030409,937080038
070801030409,14796307
070801030407,14796143
070801030605,14796407
070801030603,14796227
070801030605,14796415
070801030406,14795825
070801030203,14794779
070801030603,14796385
070801030203,14794813
070801030202,14797533
070801030203,14797379
070801030201,14794689
070801030203,14794755
070801030103,14797345
070801030201,14794635
070801030606,14796569
070801030201,14794911
070801030301,14796621
070801030203,14797347
070801030606,14796619
070801030408,14796873
070801030407,14796003
070801030603,14796225
070801030203,14794745
070801030407,14796195
070801030202,14797407
070801030201,14794865
070801030301,14796649
070801030301,14796641
070801030102,14797513
070801030104,14794701
070801030606,14796913
070801030203,14794773
070801030401,14795251
070801030104,14794741
070801030407,14796813
070801030302,14796493
070801030409,14796007
070801030605,14796529
070801030409,14796319
070801030303,14796413
070801030104,14797413
070801030102,14797507
070801030407,14796107
070801030407,14797577
070801030201,14794657
070801030104,14794789
070801030407,14796147
070801030201,14794883
070801030406,14795771
070801030201,14794857
070801030202,14797411
070801030201,14794685
070801030603,14796847
070801030605,14796105
070801030605,14796253
070801030407,14796869
070801030607,14796885
070801030605,14796389
070801030401,14795457
070801030407,14796151
070801030407,14796095
070801030202,14797441
070801030103,14797485
070801030406,14796803
070801030409,14796011
070801030104,14797457
070801030203,14797343
070801030203,14794923
070801030605,14796417
070801030201,14794781
070801030603,14796849
070801030607,14796439
070801030301,14796687
070801030303,14796557
070801030607,14796193
070801030607,14796379
070801040701,6960367
070801030401,14795389
070801030202,14797529
070801030102,14797473
070801030409,14796367
070801030102,14797475
070801030104,14794703
070801030101,14794835
070801030201,14794639
070801030102,14797467
070801030202,14797553
070801030203,14794757
070801030302,14796597
070801030607,14796233
070801041402,6963319
070801030605,14796485
070801030303,14796403
070801030606,14796451
070801030406,14795999
070801030401,14794345
070801030203,14794733
070801030607,14796283
070801030406,14797547
070801030406,14797567
070801030401,14795281
070801030401,14795517
070801030409,14795965
070801030406,14797561
070801030403,14795269
070801030606,14796583
070801030303,14796471
070801030301,14796547
070801030607,14796295
070801030605,14796981
070801030409,937080039
070801030203,14794731
070801030103,14797495
070801030409,14796017
070801030101,14797425
070801030406,14795759
070801030104,14797371
070801030406,14795721
070801030605,14796549
070801030406,14795751
070801030401,14794357
070801030104,14794747
070801030401,14795253
070801041301,6963317
070801030603,14796257
070801030302,14796553
070801030603,14796209
070801030606,14796925
070801030408,14796865
070801030301,14796651
070801030401,14795301
070801030403,14795507
070801030201,14794863
070801030203,14795315
070801030102,14797517
070801030407,14796069
070801030201,14794825
070801030201,14794767
070801030406,14795827
070801030401,14795297
070801030301,14796713
070801030201,14799697
070801030301,14796705
070801030104,14797331
070801030303,14796675
070801030407,14796217
070801030101,14797367
070801030104,14794787
070801030104,14794867
070801030104,14794723
070801030103,14797351
070801030203,14795257
070801030202,14797435
070801030407,14796049
070801030403,14795435
070801030104,14794713
070801030201,14794673
070801030402,14795469
070801030606,14796573
070801030301,14796679
070801030303,14796399
070801041001,6960503
070801030606,14796579
070801030407,14797575
070801030203,14797357
070801030401,14794353
070801030403,14795265
070801030203,14794771
070801030409,14795879
070801030104,14797365
070801030303,14796469
070801030202,14795453
070801030401,14795623
070801030401,14795243
070801030301,14796681
070801030302,14796559
070801030605,14796827
070801030303,14796915
070801030408,14796329
070801030402,14795247
070801030201,14794663
070801030401,14794343
070801030103,14797449
070801030403,14795335
070801030203,14794933
070801030201,14794901
070801030201,14794707
070801030201,14794645
070801030402,14794349
070801030403,14795411
070801030406,14795677
070801030302,14796587
070801040802,6962661
070801030407,14796047
070801030605,14796831
070801030407,14796263
070801030301,14796711
070801030201,14794885
070801030409,14795975
070801030101,14797359
070801030407,14796219
070801030202,14795375
070801030202,14797483
070801030407,14796275
070801030103,14797451
070801030201,14794831
070801030201,14794641
070801030407,14797573
070801030203,14794743
070801030407,14797579
070801030406,14797543
070801030303,14796689
070801030303,14796457
070801030607,14796483
070801030406,14795881
070801030407,14796019
070801030402,14795249
070801030403,14795409
070801030406,14797555
070801030201,14794715
070801030201,14794665
070801030401,14795583
070801030203,14794931
070801030201,14795005
070801030403,14795681
070801030203,14794785
070801030201,14794649
070801030406,14795929
070801030201,14794687
070801030606,14796475
070801030302,14796513
070801030406,14795753
070801040701,6960345
070801030303,14796697
070801030607,14796171
070801030401,14794347
070801030201,14794739
070801030101,14794837
070801030104,14794759
070801030403,14795449
070801030407,14796099
070801030201,14794631
070801030201,14794999
070801030403,14795437
070801030201,14794797
070801030202,14795351
070801030301,14796637
070801030303,14796431
070801030203,14797329
070801030409,14796357
070801030607,14796337
070801030201,14794991
070801030203,14794711
070801030201,14794887
070801030203,14797615
070801030203,14797399
070801030203,14797327
070801030406,14795799
070801030201,14794659
070801030201,14794833
070801030301,14796693
070801030603,14796445
070801041802,6965941
070801041802,6966061
070801041005,6961089
070801040701,6960377
070801041401,6963359
070801040701,6960397
070801041301,6963291
070801030603,14796243
070801030303,14796541
070801041704,6965873
070801041705,6965919
070801030603,14796833
070801030301,14796703
070801030407,14796057
070801030605,14796123
070801030303,14796567
070801030603,14796837
070801030606,14796577
070801041002,6960785
070801041007,6962907
070801040902,6963061
070801030607,14796433
070801030605,14796977
070801030303,14796929
070801041005,6960663
070801030303,14796537
070801030301,14796653
070801030301,14796919
070801030603,14796427
070801030606,14796921
070801030607,14796467
070801030407,14796067
070801030603,14796365
070801040903,6962971
070801041302,6963201
070801030607,24869807
070801041505,6965833
070801041302,6963203
070801030203,14794929
070801030607,14796889
070801041006,6962633
070801030301,14796661
070801030605,14799701
070801030607,14796323
070801030606,14796903
070801030408,14796863
070801030607,14796425
070801030303,14796585
070801030607,14796333
070801030607,14796991
070801040505,6960327
070801041402,6963337
070801040701,6960369
070801041702,6965233
070801041704,6971523
070801041005,6960733
070801030407,14796127
070801030408,14796273
070801030302,14796531
070801030409,14796353
070801041006,6962613
070801030302,14796491
070801030302,14796505
070801030408,14796327
070801030409,937080037
070801030303,14796605
070801030407,14796071
070801041006,6960863
070801041007,6962915
070801041302,6963193
070801041401,6963307
070801041002,6960775
070801030303,14796411
070801030301,14796671
070801041002,6960781
070801030603,14796409
070801030606,14796669
070801030301,14796611
070801030303,14796591
070801030409,14796989
070801030409,14795893
070801030607,14796303
070801040504,6960241
070801041702,6965501
070801040404,6959949
070801041701,6963389
070801040504,6960299
070801041806,6966859
070801030303,14796535
070801030303,14796449
070801030301,14796657
070801030303,14796523
070801030603,14796841
070801030606,14796627
070801030605,14796437
070801030605,14796133
070801030301,14796923
070801030606,14796601
070801030605,14796527
070801041401,6963345
070801040903,6962961
070801040701,6960361
070801041004,6960719
070801041007,6964439
070801041505,6964839
070801030408,14796859
070801030603,14796835
070801030303,14796647
070801030301,14796707
070801030301,14796931
070801030607,14796313
070801030606,14796909
070801030303,14796459
070801030301,14796685
070801030302,14796561
070801030607,14796267
070801030607,14796093
070801041301,6963255
070801040504,6960207
070801041702,6965469
070801040902,6963083
070801040701,6960383
070801030605,14796077
070801030301,14796709
070801030607,14796993
070801041705,6965891
070801040902,6962993
070801030408,14796309
070801030607,14796203
070801030607,14796279
070801030603,14796369
070801041006,6962647
070801030606,14796677
070801030301,14796667
070801041004,6960727
070801040801,6962603
070801040504,6960237
070801041705,6965905
070801030301,14796935
070801030606,14796617
070801040902,6962965
070801030606,14796495
070801030407,14796129
070801030606,14796575
070801030603,14796477
070801030409,14796359
070801030407,14796145
070801030605,14796829
070801030607,14796857
070801030607,14796299
070801041301,6963179
070801040801,6962789
070801041702,6965345
070801041004,6960747
070801041702,6965473
070801041505,6965799
070801041006,6960807
070801030409,14796883
070801030303,14796521
070801030605,14796455
070801030303,14796539
070801030301,14796701
070801030104,14797333
070801030407,14796229
070801030607,14796985
070801030303,14796607
070801030301,14796691
070801041001,6961087
070801040801,6962657
070801041702,6965467
070801041802,6965419
070801041301,6963219
070801041402,6965017
070801030408,14796861
070801030303,14796665
070801030607,14796255
070801030603,14796383
070801041007,6962903
070801041805,6966855
070801030301,14796629
070801030303,14796391
070801030605,14796501
070801030302,14796479
070801030303,14796673
070801030607,14796839
070801040801,6962725
070801040903,6963087
070801040403,6959873
070801040902,6963085
070801030607,14796285
070801030301,14796927
070801030409,14796973
070801040701,6961075
070801030605,14796453
070801030606,14796623
070801030407,14796349
070801030203,14797617
070801040902,6962999
070801030409,14796179
070801030606,14796663
070801030606,14796917
070801040903,6963067
070801041007,6962881
070801041702,6965465
070801040801,6962759
070801030607,14796269
070801040802,6962651
070801030303,14796463
070801030606,14796625
070801030605,14796899
070801041001,6960635
070801030407,14796055
070801030301,14796699
070801041402,6963313
070801030201,14795003
070801030301,14796683
070801030302,14796515
070801041302,6963127
070801041402,6964933
070801040202,6960923
070801041004,6960737
070801041402,6965025
070801041402,6963349
070801030201,14794879
070801030607,14796879
070801030407,14796153
070801030301,14796635
070801041802,6965957
070801030303,14796395
070801030606,14796645
070801030301,14796933
070801030301,14796631
070801030607,14796239
070801030301,14796695
070801041806,6966863
070801030607,14796097
070801041401,6963383
070801041702,6965463
070801041001,6961085
070801021003,6950648
070801041001,6960751
070801030607,14796887
070801030402,14794351
070801030603,14796435
070801041004,6960717
070801040801,6962735
070801030603,14796509
070801030104,14797361
070801030605,14796891
070801030203,14794941
070801030409,14796355
070801030607,14796311
070801030302,14796897
070801040903,6962963
070801041007,6962933
070801040901,6963129
070801040902,6963049
070801030605,14796995
070801030603,14796205
070801030407,14796073
070801030303,14796659
070801040505,6960323
070801030302,14796497
070801030301,14796633
070801030605,14796185
070801030407,14796031
070801030607,14796961
070801030407,14797571
070801041001,6960697
070801040701,6960401
070801041805,6966845
070801030607,14796969
070801040902,6963043
070801040702,6960523
070801030607,14796959
070801030607,14796259
070801030301,14796639
070801030303,14796363
070801030302,14796563
070801030201,14794995
070801030607,14796429
070801030607,14796443
070801041401,6963369
070801040402,6959599
070801041604,6965111
070801040405,6960301
070801040201,6960913
070801040402,6959723
070801040102,6959947
070801041703,6965121
070801041704,6965863
070801041002,6960749
070801041705,6971527
070801040101,6960093
070801041604,6965683
070801041704,6966079
070801041007,6962851
070801041005,6960671
070801040903,6962997
070801041402,6965027
070801041705,6965895
070801040802,6961115
070801040505,6960185
070801041302,6963159
070801041006,6962617
070801040101,6959053
070801041005,6960633
070801040802,6962645
070801030603,14796223
070801041005,6961097
070801040801,6963423
070801041302,6963199
070801041006,6962705
070801040902,6963047
070801040505,6960477
070801040702,6961077
070801041301,6963275
070801041705,6965915
070801040302,6959649
070801040401,6960933
070801040302,6959975
070801041602,6964659
070801040101,6960009
070801040902,6963009
070801041702,6965479
070801041702,6965453
070801041505,6966257
070801041007,6962905
070801040902,6963089
070801030607,14796341
070801040901,6963131
070801041005,6960689
070801041702,6965417
070801021003,6950954
070801041805,6966851
070801041502,6964415
070801041703,6964959
070801040505,6960149
070801040403,6959881
070801040501,6961063
070801040504,6960193
070801041704,6965849
070801041402,6965015
070801041006,6960865
070801041001,6960511
070801040201,6959401
070801041007,6962871
070801041502,6966427
070801040603,6961145
070801021003,6950958
070801040802,6960833
070801030607,14796293
070801041605,6965445
070801041302,6963175
070801040201,6959385
070801040202,6959445
070801041102,6964373
070801030406,14797557
070801041301,6963251
070801041203,6964377
070801041702,6965281
070801041802,6965947
070801041701,6965069
070801040702,6960457
070801041005,6960687
070801040901,6963109
070801041402,6964929
070801040901,6963437
070801040903,6962983
070801041201,6964335
070801041602,6964791
070801041102,6964375
070801041006,6962611
070801041701,6971491
070801041301,6963205
070801040504,6960219
070801041702,6965247
070801041007,6962929
070801040903,6963091
070801041002,6960765
070801041301,6963185
070801040901,6963111
070801041007,6962921
070801041007,6962927
070801040505,6960333
070801040903,6963051
070801041703,6964983
070801040302,6959671
070801041203,6964351
070801041604,6964945
070801040504,6960201
070801040202,6959413
070801040901,6963113
070801041702,6965449
070801030406,14797621
070801041702,6965327
070801040901,6963107
070801040801,6962757
070801030607,14804563
070801040701,6960381
070801041006,6960867
